Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
0 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 5 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 6.67131383912E-02 	 1.12341e-19 	 7.49462e-21 	 2.61825
1 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 2 	 4f*1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 1.60058437153E-01 	 1.5667e-21 	 2.50764e-22 	 2.92987
2 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 5 	 2 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 1.60056670826E-01 	 1.53984e-22 	 2.46462e-23 	 2.84351
3 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 9 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 4f1  	  	 1.60522968059E-01 	 1.01555e-21 	 1.63019e-22 	 2.69784
4 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 1 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 1.60520855728E-01 	 1.71699e-22 	 2.75613e-23 	 2.70208
5 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 5 	 1 	 4f*1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 1.60518575775E-01 	 9.02015e-23 	 1.4479e-23 	 2.70523
6 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 3 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 4f*1  	  	 1.60516629074E-01 	 6.42912e-27 	 1.03198e-27 	 2.71533
7 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 3 	 4f1 1s2 2s1 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 7.87969585971E+03 	 4.36102e-12 	 3.43635e-08 	 7.28989
8 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 3 	 4f1 1s2 2s1 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 7.87969586780E+03 	 7.74844e-13 	 6.10554e-09 	 7.16552
9 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 2 	 4f*1 1s2 2s1 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 7.87984942135E+03 	 6.55724e-09 	 5.16701e-05 	 7.53825
10 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 2 	 4f1 1s2 2s1 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 7.87984941968E+03 	 8.72333e-09 	 6.87385e-05 	 7.52675
11 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 1 	 4f*1 1s2 2s1 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 7.87984991170E+03 	 2.64715e-09 	 2.08591e-05 	 7.4229
12 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 3 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 4f*1  	  	 7.87984990994E+03 	 7.94253e-22 	 6.25859e-18 	 7.37424
13 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 9 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 4f1  	  	 7.87984991619E+03 	 1.85439e-08 	 0.000146123 	 6.92757
14 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 1 	 4f1 1s2 2s1 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 7.87984991383E+03 	 8.46049e-09 	 6.66674e-05 	 7.60794
15 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 7 	 2p*1 2p4 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02720773004E+03 	 0.00368061 	 29.545 	 1.92503
16 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 7 	 2p*1 2p4 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02720773184E+03 	 0.00277647 	 22.2873 	 1.91311
17 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 9 	 4 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02720822955E+03 	 0.00782872 	 62.8428 	 1.85664
18 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 6 	 2p*1 2p4 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02720822756E+03 	 0.00356378 	 28.6072 	 1.91333
19 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 6 	 2p*1 2p4 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02720822883E+03 	 0.001117 	 8.96639 	 1.9149
20 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 3 	 4 	 2p*1 2p4 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02720822599E+03 	 1.11418e-16 	 8.94375e-13 	 1.93536
21 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 5 	 2p*1 2p4 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02724920761E+03 	 1.33498e-08 	 0.000107162 	 1.90889
22 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 5 	 2p*1 2p4 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.02724921141E+03 	 6.89751e-09 	 5.5368e-05 	 1.9053
23 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 4 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04723398636E+03 	 0.00821908 	 66.1409 	 1.94749
24 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 4 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04723400380E+03 	 0.00102689 	 8.26362 	 1.94242
25 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 3 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04723428672E+03 	 0.00396093 	 31.8745 	 1.93915
26 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 3 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04723429166E+03 	 0.00806646 	 64.9127 	 1.92956
27 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 9 	 3 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04727554531E+03 	 5.44949e-07 	 0.00438535 	 1.89408
28 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 3 	 3 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04727558328E+03 	 1.48335e-07 	 0.00119369 	 1.89583
29 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 2 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731661646E+03 	 3.90514e-07 	 0.00314259 	 1.95285
30 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 2 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731664801E+03 	 2.36708e-07 	 0.00190486 	 1.94495
31 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 9 	 2 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731669031E+03 	 5.80282e-07 	 0.00466971 	 1.93097
32 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 3 	 2 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731672139E+03 	 1.49555e-07 	 0.00120352 	 1.94711
33 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 1 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731703286E+03 	 1.52389e-07 	 0.00122632 	 1.94798
34 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 9 	 1 	 2p*2 2p3 4f1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731703744E+03 	 2.65357e-07 	 0.00213541 	 1.93871
35 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 1 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731707314E+03 	 7.40239e-08 	 0.000595694 	 1.95987
36 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 3 	 1 	 2p*2 2p3 4f*1 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	  	 8.04731712214E+03 	 2.29956e-08 	 0.000185053 	 1.96651
37 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 11 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 4f1  	  	 8.04731711011E+03 	 5.06622e-07 	 0.00407695 	 1.88007
38 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (4f)1  	 1 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 4f*1  	  	 0 	 0 	 0 	 1.97747
39 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 3 	 4f1 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 8.85399675245E+03 	 1.80008e-13 	 1.59379e-09 	 3.59987
40 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 3 	 4f1 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 8.85405665718E+03 	 3.98978e-13 	 3.53257e-09 	 3.71982
41 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 2 	 4f*1 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 8.85424106931E+03 	 6.43103e-12 	 5.69419e-08 	 3.95686
42 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 2 	 4f1 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 8.85424106753E+03 	 8.77602e-12 	 7.7705e-08 	 4.06429
43 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 3 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 4f*1  	  	 8.85424153917E+03 	 1.19137e-22 	 1.05487e-18 	 4.10797
44 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 9 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 4f1  	  	 8.85424154562E+03 	 1.22139e-11 	 1.08145e-07 	 3.46744
45 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 7 	 1 	 4f1 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 8.85424154352E+03 	 5.79415e-12 	 5.13028e-08 	 3.95442
46 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (4f)1  	 5 	 1 	 4f*1 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6  	  	 8.85424154118E+03 	 1.86891e-12 	 1.65478e-08 	 4.02052
47 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (4f)1  	 3 	 4 	 3p*2 3p3 4f*1 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	  	 8.90042604207E+03 	 4.49452e-14 	 4.00031e-10 	 3.76668
48 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (4f)1  	 3 	 3 	 3p*2 3p3 4f*1 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	  	 8.90042603813E+03 	 2.56013e-16 	 2.27862e-12 	 3.76673
49 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (4f)1  	 5 	 7 	 3p*1 3p4 4f1 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	  	 8.90042737573E+03 	 0.000382592 	 3.40523 	 3.82802
50 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (4f)1  	 7 	 3 	 4f1 1s1 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 3d*4 3d6 	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (4f)1  	 7 	 7 	 3p*1 3p4 4f1 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	  	 8.90042739438E+03 	 0.000627148 	 5.58189 	 3.71647
