Shell IS , IS 2JJ , IS eigenvalue , Shell FS , FS 2JJ , FS eigenvalue , transition energy [eV] , rate [s-1] 
 1s ,5,3, 1s ,3,3,9.94E-03,5.19164E-06
 1s ,5,3, 1s ,5,2,8.30E-02,0.0179966
 1s ,5,3, 1s ,3,2,8.30E-02,0.000511429
 1s ,5,3, 1s ,7,1,1.20E-01,9.29518E-05
 1s ,5,3, 1s ,5,1,1.21E-01,0.00206841
 1s ,5,3, 1s ,3,1,1.21E-01,0.000175341
 1s ,5,3, 1s ,1,1,1.21E-01,1.11008E-07
 1s ,5,3, 2s ,5,3,7.88E+03,66536000
 1s ,5,3, 2s ,3,3,7.88E+03,84255800
 1s ,5,3, 2s ,3,2,7.88E+03,249880000
 1s ,5,3, 2s ,5,2,7.88E+03,245368000
 1s ,5,3, 2s ,7,1,7.88E+03,151617000
 1s ,5,3, 2s ,5,1,7.88E+03,41265000
 1s ,5,3, 2s ,3,1,7.88E+03,7461330
 1s ,5,3, 2s ,1,1,7.88E+03,14.7598
 1s ,5,3, 2p ,1,4,8.03E+03,4913.87
 1s ,5,3, 2p ,3,7,8.03E+03,116929000000000
 1s ,5,3, 2p ,5,7,8.03E+03,111520000000000
 1s ,5,3, 2p ,3,6,8.03E+03,4056060000000
 1s ,5,3, 2p ,7,4,8.03E+03,63893800000000
 1s ,5,3, 2p ,5,6,8.03E+03,17557200000000
 1s ,5,3, 2p ,3,5,8.03E+03,314180000000
 1s ,5,3, 2p ,5,5,8.03E+03,379824000000
 1s ,5,3, 2p ,5,4,8.05E+03,147654000000000
 1s ,5,3, 2p ,3,4,8.05E+03,44276200000000
 1s ,5,3, 2p ,7,3,8.05E+03,331671000000000
 1s ,5,3, 2p ,1,3,8.05E+03,1486270000
 1s ,5,3, 2p ,3,3,8.05E+03,47647100000000
 1s ,5,3, 2p ,5,3,8.05E+03,32206600000000
 1s ,5,3, 2p ,1,2,8.05E+03,1737410000
 1s ,5,3, 2p ,3,2,8.05E+03,418653000000
 1s ,5,3, 2p ,5,2,8.05E+03,1405680000000
 1s ,5,3, 2p ,7,2,8.05E+03,7319360000000
 1s ,5,3, 2p ,7,1,8.05E+03,1477880000000
 1s ,5,3, 2p ,5,1,8.05E+03,719780000000
 1s ,5,3, 2p ,9,1,8.05E+03,4291190000
 1s ,5,3, 2p ,3,1,8.05E+03,127824000000
 1s ,5,3, 2p ,1,1,8.05E+03,23133800
 1s ,5,3, 3d ,9,4,8.81E+03,63580.2
 1s ,5,3, 3s ,5,3,8.85E+03,6176730
 1s ,5,3, 3s ,3,3,8.85E+03,10640700
 1s ,5,3, 3s ,3,2,8.85E+03,8156340
 1s ,5,3, 3s ,5,2,8.85E+03,9331950
 1s ,5,3, 3s ,7,1,8.85E+03,1370230
 1s ,5,3, 3s ,5,1,8.85E+03,1769150
 1s ,5,3, 3s ,3,1,8.85E+03,762914
 1s ,5,3, 3s ,1,1,8.85E+03,0.754601
 1s ,5,3, 3p ,7,4,8.90E+03,10424100000000
 1s ,5,3, 3p ,1,4,8.90E+03,2488810
 1s ,5,3, 3p ,3,7,8.90E+03,15137200000000
 1s ,5,3, 3p ,5,7,8.90E+03,15580100000000
 1s ,5,3, 3p ,3,6,8.90E+03,1098070000000
 1s ,5,3, 3p ,5,6,8.90E+03,2860440000000
 1s ,5,3, 3p ,3,5,8.90E+03,754666000000
 1s ,5,3, 3p ,5,5,8.90E+03,199928000000
 1s ,5,3, 3p ,5,4,8.90E+03,17377500000000
 1s ,5,3, 3p ,7,3,8.90E+03,37849700000000
 1s ,5,3, 3p ,3,4,8.90E+03,4454560000000
 1s ,5,3, 3p ,1,3,8.90E+03,104759000
 1s ,5,3, 3p ,3,3,8.90E+03,6084920000000
 1s ,5,3, 3p ,5,3,8.90E+03,2197280000000
 1s ,5,3, 3p ,3,2,8.90E+03,489651000000
 1s ,5,3, 3p ,5,2,8.90E+03,2067940000000
 1s ,5,3, 3p ,1,2,8.90E+03,398151000
 1s ,5,3, 3p ,7,2,8.90E+03,6507600000000
 1s ,5,3, 3p ,7,1,8.90E+03,497741000000
 1s ,5,3, 3p ,5,1,8.90E+03,73589000000
 1s ,5,3, 3p ,9,1,8.90E+03,663373000
 1s ,5,3, 3p ,3,1,8.90E+03,10141300000
 1s ,5,3, 3p ,1,1,8.90E+03,7443460
 1s ,5,3, 3d ,1,4,8.97E+03,7446710000
 1s ,5,3, 3d ,5,8,8.98E+03,67108900000
 1s ,5,3, 3d ,1,6,8.98E+03,45243900000
 1s ,5,3, 3d ,3,8,8.98E+03,56247300000
 1s ,5,3, 3d ,7,7,8.98E+03,192793000000
 1s ,5,3, 3d ,5,7,8.98E+03,78126800000
 1s ,5,3, 3d ,7,6,8.98E+03,119602000
 1s ,5,3, 3d ,1,5,8.98E+03,8053650000
 1s ,5,3, 3d ,3,7,8.98E+03,36784700000
 1s ,5,3, 3d ,5,6,8.98E+03,4789710000
 1s ,5,3, 3d ,3,6,8.98E+03,3661290000
 1s ,5,3, 3d ,7,5,8.98E+03,2211320000
 1s ,5,3, 3d ,5,5,8.98E+03,405198000
 1s ,5,3, 3d ,3,5,8.98E+03,720166000
 1s ,5,3, 3d ,1,3,8.98E+03,2711710000
 1s ,5,3, 3d ,7,4,8.98E+03,4345310000
 1s ,5,3, 3d ,5,4,8.98E+03,157270000
 1s ,5,3, 3d ,3,4,8.98E+03,3985050000
 1s ,5,3, 3d ,5,3,8.98E+03,14639600000
 1s ,5,3, 3d ,9,3,8.98E+03,6257500000
 1s ,5,3, 3d ,3,3,8.98E+03,9907740000
 1s ,5,3, 3d ,7,3,8.98E+03,12046400000
 1s ,5,3, 3d ,1,2,8.98E+03,3711770000
 1s ,5,3, 3d ,7,2,8.98E+03,3973710000
 1s ,5,3, 3d ,5,2,8.98E+03,1886060000
 1s ,5,3, 3d ,1,1,8.98E+03,1601350
 1s ,5,3, 3d ,9,2,8.98E+03,8796040000
 1s ,5,3, 3d ,3,2,8.98E+03,930736000
 1s ,5,3, 3d ,9,1,8.98E+03,2512090000
 1s ,5,3, 3d ,7,1,8.98E+03,8800420
 1s ,5,3, 3d ,5,1,8.98E+03,9889890
 1s ,5,3, 3d ,11,1,8.98E+03,12955100
 1s ,5,3, 3d ,3,1,8.98E+03,43740800
 1s ,5,3, 4s ,5,1,8.98E+03,355139
 1s ,5,3, 4s ,3,1,8.98E+03,821047
 1s ,5,3, 4d ,1,1,8.98E+03,237963000
 1s ,3,3, 1s ,5,2,7.31E-02,0.000212257
 1s ,3,3, 1s ,3,2,7.31E-02,0.00101104
 1s ,3,3, 1s ,7,1,1.10E-01,1.35406E-08
 1s ,3,3, 1s ,5,1,1.11E-01,8.71228E-06
 1s ,3,3, 1s ,3,1,1.11E-01,1.49137E-06
 1s ,3,3, 1s ,1,1,1.11E-01,1.70678E-07
 1s ,3,3, 2s ,5,3,7.88E+03,94233500
 1s ,3,3, 2s ,3,3,7.88E+03,13965100
 1s ,3,3, 2s ,3,2,7.88E+03,84202500
 1s ,3,3, 2s ,5,2,7.88E+03,336052000
 1s ,3,3, 2s ,7,1,7.88E+03,227.899
 1s ,3,3, 2s ,5,1,7.88E+03,107089000
 1s ,3,3, 2s ,3,1,7.88E+03,124883000
 1s ,3,3, 2s ,1,1,7.88E+03,79012600
 1s ,3,3, 2p ,1,4,8.03E+03,33066900000000
 1s ,3,3, 2p ,3,7,8.03E+03,41738300000000
 1s ,3,3, 2p ,5,7,8.03E+03,146127000000000
 1s ,3,3, 2p ,3,6,8.03E+03,50195200000000
 1s ,3,3, 2p ,7,4,8.03E+03,6540.49
 1s ,3,3, 2p ,5,6,8.03E+03,44921200000000
 1s ,3,3, 2p ,3,5,8.03E+03,635454000000
 1s ,3,3, 2p ,5,5,8.03E+03,1038440000000
 1s ,3,3, 2p ,5,4,8.05E+03,163354000000000
 1s ,3,3, 2p ,3,4,8.05E+03,182401000000000
 1s ,3,3, 2p ,7,3,8.05E+03,3267680000
 1s ,3,3, 2p ,1,3,8.05E+03,121274000000000
 1s ,3,3, 2p ,3,3,8.05E+03,20763300000000
 1s ,3,3, 2p ,5,3,8.05E+03,104621000000000
 1s ,3,3, 2p ,1,2,8.05E+03,1052630000
 1s ,3,3, 2p ,3,2,8.05E+03,236533000000
 1s ,3,3, 2p ,5,2,8.05E+03,233354000000
 1s ,3,3, 2p ,7,2,8.05E+03,7491880000
 1s ,3,3, 2p ,7,1,8.05E+03,2807930000
 1s ,3,3, 2p ,5,1,8.05E+03,33562300000
 1s ,3,3, 2p ,9,1,0,0
 1s ,3,3, 2p ,3,1,8.05E+03,3075960000
 1s ,3,3, 2p ,1,1,8.05E+03,2090420000
 1s ,3,3, 3d ,9,4,8.81E+03,3411.98
 1s ,3,3, 3s ,5,3,8.85E+03,6149710
 1s ,3,3, 3s ,3,3,8.85E+03,1407010
 1s ,3,3, 3s ,3,2,8.85E+03,1949580
 1s ,3,3, 3s ,5,2,8.85E+03,7251700
 1s ,3,3, 3s ,7,1,8.85E+03,7.66501
 1s ,3,3, 3s ,5,1,8.85E+03,327389
 1s ,3,3, 3s ,3,1,8.85E+03,292362
 1s ,3,3, 3s ,1,1,8.85E+03,155138
 1s ,3,3, 3p ,7,4,8.90E+03,1052780
 1s ,3,3, 3p ,1,4,8.90E+03,5532320000000
 1s ,3,3, 3p ,3,7,8.90E+03,6709260000000
 1s ,3,3, 3p ,5,7,8.90E+03,20159900000000
 1s ,3,3, 3p ,3,6,8.90E+03,7506370000000
 1s ,3,3, 3p ,5,6,8.90E+03,7861890000000
 1s ,3,3, 3p ,3,5,8.90E+03,10192700000
 1s ,3,3, 3p ,5,5,8.90E+03,155070000000
 1s ,3,3, 3p ,5,4,8.90E+03,16980400000000
 1s ,3,3, 3p ,7,3,8.90E+03,355356000
 1s ,3,3, 3p ,3,4,8.90E+03,21778900000000
 1s ,3,3, 3p ,1,3,8.90E+03,13170000000000
 1s ,3,3, 3p ,3,3,8.90E+03,686740000000
 1s ,3,3, 3p ,5,3,8.90E+03,13377900000000
 1s ,3,3, 3p ,3,2,8.90E+03,1358640000000
 1s ,3,3, 3p ,5,2,8.90E+03,943504000000
 1s ,3,3, 3p ,1,2,8.90E+03,999191000000
 1s ,3,3, 3p ,7,2,8.90E+03,1368600000
 1s ,3,3, 3p ,7,1,8.90E+03,611191000
 1s ,3,3, 3p ,5,1,8.90E+03,11013100000
 1s ,3,3, 3p ,9,1,0,0
 1s ,3,3, 3p ,3,1,8.90E+03,4814570000
 1s ,3,3, 3p ,1,1,8.90E+03,795174000
 1s ,3,3, 3d ,1,4,8.97E+03,17476400000
 1s ,3,3, 3d ,5,8,8.98E+03,125084000000
 1s ,3,3, 3d ,1,6,8.98E+03,8816290000
 1s ,3,3, 3d ,3,8,8.98E+03,63899800000
 1s ,3,3, 3d ,7,7,8.98E+03,7459790000
 1s ,3,3, 3d ,5,7,8.98E+03,136597000000
 1s ,3,3, 3d ,7,6,8.98E+03,340183000000
 1s ,3,3, 3d ,1,5,8.98E+03,70408300000
 1s ,3,3, 3d ,3,7,8.98E+03,115146000000
 1s ,3,3, 3d ,5,6,8.98E+03,2579140000
 1s ,3,3, 3d ,3,6,8.98E+03,327120000
 1s ,3,3, 3d ,7,5,8.98E+03,3967750000
 1s ,3,3, 3d ,5,5,8.98E+03,435294000
 1s ,3,3, 3d ,3,5,8.98E+03,72242500
 1s ,3,3, 3d ,1,3,8.98E+03,3446530000
 1s ,3,3, 3d ,7,4,8.98E+03,769799000
 1s ,3,3, 3d ,5,4,8.98E+03,7245040000
 1s ,3,3, 3d ,3,4,8.98E+03,8699820000
 1s ,3,3, 3d ,5,3,8.98E+03,8894690000
 1s ,3,3, 3d ,9,3,8.98E+03,94307.5
 1s ,3,3, 3d ,3,3,8.98E+03,836861000
 1s ,3,3, 3d ,7,3,8.98E+03,29727700000
 1s ,3,3, 3d ,1,2,8.98E+03,539101000
 1s ,3,3, 3d ,7,2,8.98E+03,4075690000
 1s ,3,3, 3d ,5,2,8.98E+03,3478760000
 1s ,3,3, 3d ,1,1,8.98E+03,1548110000
 1s ,3,3, 3d ,9,2,8.98E+03,4786420
 1s ,3,3, 3d ,3,2,8.98E+03,2834650000
 1s ,3,3, 3d ,9,1,8.98E+03,11012800
 1s ,3,3, 3d ,7,1,8.98E+03,7962100
 1s ,3,3, 3d ,5,1,8.98E+03,94020600
 1s ,3,3, 3d ,11,1,0,0
 1s ,3,3, 3d ,3,1,8.98E+03,162026000
 1s ,3,3, 4s ,5,1,8.98E+03,542672
 1s ,3,3, 4s ,3,1,8.98E+03,144107
 1s ,3,3, 4d ,1,1,8.98E+03,146098000
 1s ,5,2, 1s ,3,2,4.25E-05,6.28729E-13
 1s ,5,2, 1s ,7,1,3.74E-02,3.18594E-08
 1s ,5,2, 1s ,5,1,3.76E-02,4.82225E-09
 1s ,5,2, 1s ,3,1,3.78E-02,1.30205E-08
 1s ,5,2, 1s ,1,1,3.79E-02,1.02747E-12
 1s ,5,2, 2s ,5,3,7.88E+03,201933000
 1s ,5,2, 2s ,3,3,7.88E+03,197689000
 1s ,5,2, 2s ,3,2,7.88E+03,162557000
 1s ,5,2, 2s ,5,2,7.88E+03,142111000
 1s ,5,2, 2s ,7,1,7.88E+03,124384000
 1s ,5,2, 2s ,5,1,7.88E+03,49685500
 1s ,5,2, 2s ,3,1,7.88E+03,12400200
 1s ,5,2, 2s ,1,1,7.88E+03,0.0650897
 1s ,5,2, 2p ,1,4,8.03E+03,18338.9
 1s ,5,2, 2p ,3,7,8.03E+03,103235000000000
 1s ,5,2, 2p ,5,7,8.03E+03,86400200000000
 1s ,5,2, 2p ,3,6,8.03E+03,4657860000000
 1s ,5,2, 2p ,7,4,8.03E+03,50877700000000
 1s ,5,2, 2p ,5,6,8.03E+03,20242900000000
 1s ,5,2, 2p ,3,5,8.03E+03,19810700000000
 1s ,5,2, 2p ,5,5,8.03E+03,18083200000000
 1s ,5,2, 2p ,5,4,8.05E+03,33965000000000
 1s ,5,2, 2p ,3,4,8.05E+03,5819880000000
 1s ,5,2, 2p ,7,3,8.05E+03,87575400000000
 1s ,5,2, 2p ,1,3,8.05E+03,3107280000
 1s ,5,2, 2p ,3,3,8.05E+03,40805200000000
 1s ,5,2, 2p ,5,3,8.05E+03,37784400000000
 1s ,5,2, 2p ,1,2,8.05E+03,372980000
 1s ,5,2, 2p ,3,2,8.05E+03,23002300000000
 1s ,5,2, 2p ,5,2,8.05E+03,101031000000000
 1s ,5,2, 2p ,7,2,8.05E+03,255624000000000
 1s ,5,2, 2p ,7,1,8.05E+03,360411000000
 1s ,5,2, 2p ,5,1,8.05E+03,15715200000
 1s ,5,2, 2p ,9,1,8.05E+03,3466680000
 1s ,5,2, 2p ,3,1,8.05E+03,22684900000
 1s ,5,2, 2p ,1,1,8.05E+03,26461100
 1s ,5,2, 3d ,9,4,8.81E+03,3498970
 1s ,5,2, 3s ,5,3,8.85E+03,36142300
 1s ,5,2, 3s ,3,3,8.85E+03,39574300
 1s ,5,2, 3s ,3,2,8.85E+03,31683400
 1s ,5,2, 3s ,5,2,8.85E+03,27508400
 1s ,5,2, 3s ,7,1,8.85E+03,27284200
 1s ,5,2, 3s ,5,1,8.85E+03,10908000
 1s ,5,2, 3s ,3,1,8.85E+03,2724950
 1s ,5,2, 3s ,1,1,8.85E+03,0.000563755
 1s ,5,2, 3p ,7,4,8.90E+03,5875590000000
 1s ,5,2, 3p ,1,4,8.90E+03,3970590
 1s ,5,2, 3p ,3,7,8.90E+03,10412300000000
 1s ,5,2, 3p ,5,7,8.90E+03,8414100000000
 1s ,5,2, 3p ,3,6,8.90E+03,348152000000
 1s ,5,2, 3p ,5,6,8.90E+03,2666500000000
 1s ,5,2, 3p ,3,5,8.90E+03,5257580000000
 1s ,5,2, 3p ,5,5,8.90E+03,4750960000000
 1s ,5,2, 3p ,5,4,8.90E+03,1848990000000
 1s ,5,2, 3p ,7,3,8.90E+03,7779240000000
 1s ,5,2, 3p ,3,4,8.90E+03,500439000000
 1s ,5,2, 3p ,1,3,8.90E+03,374521000
 1s ,5,2, 3p ,3,3,8.90E+03,5493860000000
 1s ,5,2, 3p ,5,3,8.90E+03,6323760000000
 1s ,5,2, 3p ,3,2,8.90E+03,4277630000000
 1s ,5,2, 3p ,5,2,8.90E+03,16724000000000
 1s ,5,2, 3p ,1,2,8.90E+03,173098000
 1s ,5,2, 3p ,7,2,8.90E+03,42211900000000
 1s ,5,2, 3p ,7,1,8.90E+03,759952000000
 1s ,5,2, 3p ,5,1,8.90E+03,49786000000
 1s ,5,2, 3p ,9,1,8.90E+03,565876000
 1s ,5,2, 3p ,3,1,8.90E+03,41733400000
 1s ,5,2, 3p ,1,1,8.90E+03,2531150
 1s ,5,2, 3d ,1,4,8.97E+03,1908150000
 1s ,5,2, 3d ,5,8,8.98E+03,219125000
 1s ,5,2, 3d ,1,6,8.98E+03,8058660
 1s ,5,2, 3d ,3,8,8.98E+03,186656000
 1s ,5,2, 3d ,7,7,8.98E+03,195962000
 1s ,5,2, 3d ,5,7,8.98E+03,350442000
 1s ,5,2, 3d ,7,6,8.98E+03,719770000
 1s ,5,2, 3d ,1,5,8.98E+03,154393000
 1s ,5,2, 3d ,3,7,8.98E+03,40582600
 1s ,5,2, 3d ,5,6,8.98E+03,8119490000
 1s ,5,2, 3d ,3,6,8.98E+03,6148880000
 1s ,5,2, 3d ,7,5,8.98E+03,6499150000
 1s ,5,2, 3d ,5,5,8.98E+03,306690000
 1s ,5,2, 3d ,3,5,8.98E+03,740504000
 1s ,5,2, 3d ,1,3,8.98E+03,1815940000
 1s ,5,2, 3d ,7,4,8.98E+03,3819880000
 1s ,5,2, 3d ,5,4,8.98E+03,3577200000
 1s ,5,2, 3d ,3,4,8.98E+03,4420650000
 1s ,5,2, 3d ,5,3,8.98E+03,3137270000
 1s ,5,2, 3d ,9,3,8.98E+03,10516900000
 1s ,5,2, 3d ,3,3,8.98E+03,1671240000
 1s ,5,2, 3d ,7,3,8.98E+03,6979750000
 1s ,5,2, 3d ,1,2,8.98E+03,768236000
 1s ,5,2, 3d ,7,2,8.98E+03,9640880000
 1s ,5,2, 3d ,5,2,8.98E+03,4707260000
 1s ,5,2, 3d ,1,1,8.98E+03,56592300
 1s ,5,2, 3d ,9,2,8.98E+03,20120300000
 1s ,5,2, 3d ,3,2,8.98E+03,1785060000
 1s ,5,2, 3d ,9,1,8.98E+03,2094880000
 1s ,5,2, 3d ,7,1,8.98E+03,18562500
 1s ,5,2, 3d ,5,1,8.98E+03,44242700
 1s ,5,2, 3d ,11,1,8.98E+03,643839
 1s ,5,2, 3d ,3,1,8.98E+03,39239000
 1s ,5,2, 4s ,5,1,8.98E+03,2772800
 1s ,5,2, 4s ,3,1,8.98E+03,3134820
 1s ,5,2, 4d ,1,1,8.98E+03,70214700
 1s ,3,2, 1s ,7,1,3.74E-02,2.05922E-11
 1s ,3,2, 1s ,5,1,3.77E-02,7.15658E-09
 1s ,3,2, 1s ,3,1,3.79E-02,4.82679E-07
 1s ,3,2, 1s ,1,1,3.80E-02,2.87599E-07
 1s ,3,2, 2s ,5,3,7.88E+03,322796000
 1s ,3,2, 2s ,3,3,7.88E+03,74890100
 1s ,3,2, 2s ,3,2,7.88E+03,63386100
 1s ,3,2, 2s ,5,2,7.88E+03,242810000
 1s ,3,2, 2s ,7,1,7.88E+03,3.5336
 1s ,3,2, 2s ,5,1,7.88E+03,67028500
 1s ,3,2, 2s ,3,1,7.88E+03,73699700
 1s ,3,2, 2s ,1,1,7.88E+03,44983800
 1s ,3,2, 2p ,1,4,8.03E+03,18338200000000
 1s ,3,2, 2p ,3,7,8.03E+03,35063600000000
 1s ,3,2, 2p ,5,7,8.03E+03,152841000000000
 1s ,3,2, 2p ,3,6,8.03E+03,30802100000000
 1s ,3,2, 2p ,7,4,8.03E+03,76810.7
 1s ,3,2, 2p ,5,6,8.03E+03,27551300000000
 1s ,3,2, 2p ,3,5,8.03E+03,7958340000000
 1s ,3,2, 2p ,5,5,8.03E+03,31277000000000
 1s ,3,2, 2p ,5,4,8.05E+03,51633400000000
 1s ,3,2, 2p ,3,4,8.05E+03,55984800000000
 1s ,3,2, 2p ,7,3,8.05E+03,12455500000
 1s ,3,2, 2p ,1,3,8.05E+03,32859800000000
 1s ,3,2, 2p ,3,3,8.05E+03,14131800000000
 1s ,3,2, 2p ,5,3,8.05E+03,55786900000000
 1s ,3,2, 2p ,1,2,8.05E+03,98685900000000
 1s ,3,2, 2p ,3,2,8.05E+03,158103000000000
 1s ,3,2, 2p ,5,2,8.05E+03,134832000000000
 1s ,3,2, 2p ,7,2,8.05E+03,1373860000
 1s ,3,2, 2p ,7,1,8.05E+03,1491710000
 1s ,3,2, 2p ,5,1,8.05E+03,22795400000
 1s ,3,2, 2p ,9,1,0,0
 1s ,3,2, 2p ,3,1,8.05E+03,156882000000
 1s ,3,2, 2p ,1,1,8.05E+03,49322100000
 1s ,3,2, 3d ,9,4,8.81E+03,73.5181
 1s ,3,2, 3s ,5,3,8.85E+03,59014400
 1s ,3,2, 3s ,3,3,8.85E+03,14791300
 1s ,3,2, 3s ,3,2,8.85E+03,12284100
 1s ,3,2, 3s ,5,2,8.85E+03,47186900
 1s ,3,2, 3s ,7,1,8.85E+03,0.239583
 1s ,3,2, 3s ,5,1,8.85E+03,14671200
 1s ,3,2, 3s ,3,1,8.85E+03,16165500
 1s ,3,2, 3s ,1,1,8.85E+03,9880890
 1s ,3,2, 3p ,7,4,8.90E+03,9359820
 1s ,3,2, 3p ,1,4,8.90E+03,1773690000000
 1s ,3,2, 3p ,3,7,8.90E+03,3166230000000
 1s ,3,2, 3p ,5,7,8.90E+03,15313500000000
 1s ,3,2, 3p ,3,6,8.90E+03,4130850000000
 1s ,3,2, 3p ,5,6,8.90E+03,3022220000000
 1s ,3,2, 3p ,3,5,8.90E+03,2022000000000
 1s ,3,2, 3p ,5,5,8.90E+03,8162300000000
 1s ,3,2, 3p ,5,4,8.90E+03,4591130000000
 1s ,3,2, 3p ,7,3,8.90E+03,1749020000
 1s ,3,2, 3p ,3,4,8.90E+03,3322200000000
 1s ,3,2, 3p ,1,3,8.90E+03,1214670000000
 1s ,3,2, 3p ,3,3,8.90E+03,3311880000000
 1s ,3,2, 3p ,5,3,8.90E+03,8023700000000
 1s ,3,2, 3p ,3,2,8.90E+03,25623400000000
 1s ,3,2, 3p ,5,2,8.90E+03,22269900000000
 1s ,3,2, 3p ,1,2,8.90E+03,16382600000000
 1s ,3,2, 3p ,7,2,8.90E+03,731716000
 1s ,3,2, 3p ,7,1,8.90E+03,168770000
 1s ,3,2, 3p ,5,1,8.90E+03,50541800000
 1s ,3,2, 3p ,9,1,0,0
 1s ,3,2, 3p ,3,1,8.90E+03,233122000000
 1s ,3,2, 3p ,1,1,8.90E+03,64855700000
 1s ,3,2, 3d ,1,4,8.97E+03,709000000
 1s ,3,2, 3d ,5,8,8.98E+03,38086000
 1s ,3,2, 3d ,1,6,8.98E+03,435100000
 1s ,3,2, 3d ,3,8,8.98E+03,3767900
 1s ,3,2, 3d ,7,7,8.98E+03,1044520000
 1s ,3,2, 3d ,5,7,8.98E+03,1299610000
 1s ,3,2, 3d ,7,6,8.98E+03,123212000
 1s ,3,2, 3d ,1,5,8.98E+03,382486000
 1s ,3,2, 3d ,3,7,8.98E+03,1082360000
 1s ,3,2, 3d ,5,6,8.98E+03,7230170000
 1s ,3,2, 3d ,3,6,8.98E+03,2110930000
 1s ,3,2, 3d ,7,5,8.98E+03,15066500000
 1s ,3,2, 3d ,5,5,8.98E+03,157112000
 1s ,3,2, 3d ,3,5,8.98E+03,336350000
 1s ,3,2, 3d ,1,3,8.98E+03,991889000
 1s ,3,2, 3d ,7,4,8.98E+03,9201120000
 1s ,3,2, 3d ,5,4,8.98E+03,5172940000
 1s ,3,2, 3d ,3,4,8.98E+03,733568000
 1s ,3,2, 3d ,5,3,8.98E+03,6529940000
 1s ,3,2, 3d ,9,3,8.98E+03,926373
 1s ,3,2, 3d ,3,3,8.98E+03,5634110000
 1s ,3,2, 3d ,7,3,8.98E+03,6576430000
 1s ,3,2, 3d ,1,2,8.98E+03,2486770000
 1s ,3,2, 3d ,7,2,8.98E+03,10112000000
 1s ,3,2, 3d ,5,2,8.98E+03,11776900000
 1s ,3,2, 3d ,1,1,8.98E+03,6018280000
 1s ,3,2, 3d ,9,2,8.98E+03,337375
 1s ,3,2, 3d ,3,2,8.98E+03,9943220000
 1s ,3,2, 3d ,9,1,8.98E+03,149730
 1s ,3,2, 3d ,7,1,8.98E+03,6973830
 1s ,3,2, 3d ,5,1,8.98E+03,104408000
 1s ,3,2, 3d ,11,1,0,0
 1s ,3,2, 3d ,3,1,8.98E+03,147691000
 1s ,3,2, 4s ,5,1,8.98E+03,4781600
 1s ,3,2, 4s ,3,1,8.98E+03,1134570
 1s ,3,2, 4d ,1,1,8.98E+03,70924200
 1s ,7,1, 1s ,5,1,2.70E-04,2.35064E-10
 1s ,7,1, 1s ,3,1,4.48E-04,1.59048E-17
 1s ,7,1, 1s ,1,1,5.49E-04,2.01036E-37
 1s ,7,1, 2s ,5,3,7.88E+03,175725000
 1s ,7,1, 2s ,3,3,7.88E+03,123.784
 1s ,7,1, 2s ,3,2,7.88E+03,0.655966
 1s ,7,1, 2s ,5,2,7.88E+03,92381700
 1s ,7,1, 2s ,7,1,7.88E+03,326275000
 1s ,7,1, 2s ,5,1,7.88E+03,95516300
 1s ,7,1, 2s ,3,1,7.88E+03,9360.97
 1s ,7,1, 2s ,1,1,7.88E+03,6423.65
 1s ,7,1, 2p ,1,4,0,0
 1s ,7,1, 2p ,3,7,8.03E+03,32596.6
 1s ,7,1, 2p ,5,7,8.03E+03,9710120000000
 1s ,7,1, 2p ,3,6,8.03E+03,11764.6
 1s ,7,1, 2p ,7,4,8.03E+03,133609000000000
 1s ,7,1, 2p ,5,6,8.03E+03,38998800000000
 1s ,7,1, 2p ,3,5,8.03E+03,4394.18
 1s ,7,1, 2p ,5,5,8.03E+03,132853000000000
 1s ,7,1, 2p ,5,4,8.05E+03,11188300000000
 1s ,7,1, 2p ,3,4,8.05E+03,914665000
 1s ,7,1, 2p ,7,3,8.05E+03,36426900000000
 1s ,7,1, 2p ,1,3,0,0
 1s ,7,1, 2p ,3,3,8.05E+03,4753310000
 1s ,7,1, 2p ,5,3,8.05E+03,16919400000000
 1s ,7,1, 2p ,1,2,0,0
 1s ,7,1, 2p ,3,2,8.05E+03,1044920000
 1s ,7,1, 2p ,5,2,8.05E+03,21274100000000
 1s ,7,1, 2p ,7,2,8.05E+03,78151000000000
 1s ,7,1, 2p ,7,1,8.05E+03,62847600000000
 1s ,7,1, 2p ,5,1,8.05E+03,6934310000000
 1s ,7,1, 2p ,9,1,8.05E+03,381967000000000
 1s ,7,1, 2p ,3,1,8.05E+03,163499000
 1s ,7,1, 2p ,1,1,0,0
 1s ,7,1, 3d ,9,4,8.81E+03,21855.2
 1s ,7,1, 3s ,5,3,8.85E+03,43549600
 1s ,7,1, 3s ,3,3,8.85E+03,0.140342
 1s ,7,1, 3s ,3,2,8.85E+03,0.0198142
 1s ,7,1, 3s ,5,2,8.85E+03,17854700
 1s ,7,1, 3s ,7,1,8.85E+03,65293100
 1s ,7,1, 3s ,5,1,8.85E+03,19126700
 1s ,7,1, 3s ,3,1,8.85E+03,135.022
 1s ,7,1, 3s ,1,1,8.85E+03,91.9915
 1s ,7,1, 3p ,7,4,8.90E+03,15580500000000
 1s ,7,1, 3p ,1,4,0,0
 1s ,7,1, 3p ,3,7,8.90E+03,3698100
 1s ,7,1, 3p ,5,7,8.90E+03,2787710000000
 1s ,7,1, 3p ,3,6,8.90E+03,1408410
