Shell IS , IS 2JJ , IS eigenvalue , Shell FS , FS 2JJ , FS eigenvalue , transition energy [eV] , rate [s-1] 
 3p ,3,6, 3d ,5,2,7.84E+01,547777000
 3p ,3,6, 3d ,1,1,7.84E+01,272809000
 3p ,3,6, 3d ,9,2,7.84E+01,0.443252
 3p ,3,6, 3d ,3,2,7.84E+01,341589000
 3p ,3,6, 3d ,9,1,7.84E+01,8.12173
 3p ,3,6, 3d ,7,1,7.84E+01,115.712
 3p ,3,6, 3d ,5,1,7.84E+01,59186800
 3p ,3,6, 3d ,11,1,7.84E+01,2.0113E-10
 3p ,3,6, 3d ,3,1,7.84E+01,180236000
 3p ,3,6, 4s ,5,1,7.91E+01,1709340000
 3p ,3,6, 4s ,3,1,7.91E+01,4888640000
 3p ,3,6, 4d ,1,1,8.41E+01,55405100
 3p ,5,6, 3p ,3,5,1.30E-01,0.00736178
 3p ,5,6, 3p ,5,5,1.32E-01,0.00713727
 3p ,5,6, 3p ,5,4,2.39E+00,2.86195
 3p ,5,6, 3p ,7,3,2.39E+00,2.7286
 3p ,5,6, 3p ,3,4,2.39E+00,6.0394
 3p ,5,6, 3p ,1,3,2.40E+00,0.00840598
 3p ,5,6, 3p ,3,3,2.41E+00,2.85505
 3p ,5,6, 3p ,5,3,2.41E+00,3.13467
 3p ,5,6, 3p ,3,2,2.62E+00,4.60441
 3p ,5,6, 3p ,5,2,2.62E+00,3.52993
 3p ,5,6, 3p ,1,2,2.62E+00,0.000993499
 3p ,5,6, 3p ,7,2,2.63E+00,1.49791
 3p ,5,6, 3p ,7,1,2.65E+00,85.5699
 3p ,5,6, 3p ,5,1,2.65E+00,33.1414
 3p ,5,6, 3p ,9,1,2.66E+00,0.0136713
 3p ,5,6, 3p ,3,1,2.66E+00,6.02398
 3p ,5,6, 3p ,1,1,2.67E+00,0.00138198
 3p ,5,6, 3d ,1,4,7.35E+01,0.0961162
 3p ,5,6, 3d ,5,8,7.77E+01,796166000
 3p ,5,6, 3d ,1,6,7.78E+01,0.10823
 3p ,5,6, 3d ,3,8,7.78E+01,1779330000
 3p ,5,6, 3d ,7,7,7.78E+01,18370800000
 3p ,5,6, 3d ,5,7,7.78E+01,30554900000
 3p ,5,6, 3d ,7,6,7.78E+01,46234700000
 3p ,5,6, 3d ,1,5,7.78E+01,0.893387
 3p ,5,6, 3d ,3,7,7.78E+01,5698950000
 3p ,5,6, 3d ,5,6,7.81E+01,5611420000
 3p ,5,6, 3d ,3,6,7.81E+01,5909030000
 3p ,5,6, 3d ,7,5,7.81E+01,4889430000
 3p ,5,6, 3d ,5,5,7.81E+01,4458750000
 3p ,5,6, 3d ,3,5,7.81E+01,3775410000
 3p ,5,6, 3d ,1,3,7.82E+01,2.2152
 3p ,5,6, 3d ,7,4,7.82E+01,27039600000
 3p ,5,6, 3d ,5,4,7.82E+01,9924680000
 3p ,5,6, 3d ,3,4,7.82E+01,17121700
 3p ,5,6, 3d ,5,3,7.82E+01,4716280000
 3p ,5,6, 3d ,9,3,7.82E+01,8.16633
 3p ,5,6, 3d ,3,3,7.83E+01,4692110000
 3p ,5,6, 3d ,7,3,7.83E+01,5554990000
 3p ,5,6, 3d ,1,2,7.83E+01,5.6245
 3p ,5,6, 3d ,7,2,7.83E+01,1061330000
 3p ,5,6, 3d ,5,2,7.83E+01,277118000
 3p ,5,6, 3d ,1,1,7.84E+01,3.81386
 3p ,5,6, 3d ,9,2,7.84E+01,3.07756
 3p ,5,6, 3d ,3,2,7.84E+01,91876400
 3p ,5,6, 3d ,9,1,7.84E+01,187.95
 3p ,5,6, 3d ,7,1,7.84E+01,1186080
 3p ,5,6, 3d ,5,1,7.84E+01,71927600
 3p ,5,6, 3d ,11,1,7.84E+01,3.59955
 3p ,5,6, 3d ,3,1,7.84E+01,78611700
 3p ,5,6, 4s ,5,1,7.91E+01,3385850000
 3p ,5,6, 4s ,3,1,7.91E+01,3253910000
 3p ,5,6, 4d ,1,1,8.41E+01,0.0437905
 3p ,3,5, 3p ,5,5,1.32E-03,2.65151E-08
 3p ,3,5, 3p ,5,4,2.26E+00,20.515
 3p ,3,5, 3p ,7,3,2.26E+00,7.57657E-06
 3p ,3,5, 3p ,3,4,2.26E+00,29.4592
 3p ,3,5, 3p ,1,3,2.27E+00,19.122
 3p ,3,5, 3p ,3,3,2.28E+00,5.26048
 3p ,3,5, 3p ,5,3,2.28E+00,45.8321
 3p ,3,5, 3p ,3,2,2.49E+00,1.94495
 3p ,3,5, 3p ,5,2,2.49E+00,2.40458
 3p ,3,5, 3p ,1,2,2.49E+00,1.00055
 3p ,3,5, 3p ,7,2,2.50E+00,0.00982525
 3p ,3,5, 3p ,7,1,2.52E+00,0.032502
 3p ,3,5, 3p ,5,1,2.52E+00,0.0191432
 3p ,3,5, 3p ,9,1,2.53E+00,2.02624E-14
 3p ,3,5, 3p ,3,1,2.53E+00,0.0123297
 3p ,3,5, 3p ,1,1,2.54E+00,0.0213365
 3p ,3,5, 3d ,1,4,7.34E+01,6166400000
 3p ,3,5, 3d ,5,8,7.76E+01,295943000
 3p ,3,5, 3d ,1,6,7.76E+01,370790000
 3p ,3,5, 3d ,3,8,7.76E+01,345093000
 3p ,3,5, 3d ,7,7,7.76E+01,2.13518
 3p ,3,5, 3d ,5,7,7.76E+01,1826710
 3p ,3,5, 3d ,7,6,7.76E+01,91.883
 3p ,3,5, 3d ,1,5,7.76E+01,25412000
 3p ,3,5, 3d ,3,7,7.76E+01,4270720
 3p ,3,5, 3d ,5,6,7.80E+01,26821500000
 3p ,3,5, 3d ,3,6,7.80E+01,56469900000
 3p ,3,5, 3d ,7,5,7.80E+01,1.73764
 3p ,3,5, 3d ,5,5,7.80E+01,69195700000
 3p ,3,5, 3d ,3,5,7.80E+01,3799010000
 3p ,3,5, 3d ,1,3,7.81E+01,958976000
 3p ,3,5, 3d ,7,4,7.81E+01,6.18673
 3p ,3,5, 3d ,5,4,7.81E+01,284533000
 3p ,3,5, 3d ,3,4,7.81E+01,242764000
 3p ,3,5, 3d ,5,3,7.81E+01,3416560000
 3p ,3,5, 3d ,9,3,7.81E+01,0.0316417
 3p ,3,5, 3d ,3,3,7.81E+01,1287440000
 3p ,3,5, 3d ,7,3,7.81E+01,49.3278
 3p ,3,5, 3d ,1,2,7.81E+01,498829000
 3p ,3,5, 3d ,7,2,7.82E+01,11.4162
 3p ,3,5, 3d ,5,2,7.82E+01,11049300
 3p ,3,5, 3d ,1,1,7.82E+01,90936800
 3p ,3,5, 3d ,9,2,7.82E+01,3.64563
 3p ,3,5, 3d ,3,2,7.82E+01,416218
 3p ,3,5, 3d ,9,1,7.82E+01,9.04607
 3p ,3,5, 3d ,7,1,7.82E+01,6.73402
 3p ,3,5, 3d ,5,1,7.83E+01,1520080
 3p ,3,5, 3d ,11,1,7.83E+01,2.18845E-11
 3p ,3,5, 3d ,3,1,7.83E+01,5815850
 3p ,3,5, 4s ,5,1,7.90E+01,90943900
 3p ,3,5, 4s ,3,1,7.90E+01,42106100
 3p ,3,5, 4d ,1,1,8.40E+01,32697300
 3p ,5,5, 3p ,5,4,2.25E+00,24.0535
 3p ,5,5, 3p ,7,3,2.26E+00,48.5257
 3p ,5,5, 3p ,3,4,2.26E+00,5.41535
 3p ,5,5, 3p ,1,3,2.26E+00,4.18096E-05
 3p ,5,5, 3p ,3,3,2.28E+00,29.9477
 3p ,5,5, 3p ,5,3,2.28E+00,19.2755
 3p ,5,5, 3p ,3,2,2.49E+00,0.315336
 3p ,5,5, 3p ,5,2,2.49E+00,1.46857
 3p ,5,5, 3p ,1,2,2.49E+00,0.00371312
 3p ,5,5, 3p ,7,2,2.49E+00,3.24396
 3p ,5,5, 3p ,7,1,2.52E+00,0.200557
 3p ,5,5, 3p ,5,1,2.52E+00,0.0253044
 3p ,5,5, 3p ,9,1,2.53E+00,0.0508198
 3p ,5,5, 3p ,3,1,2.53E+00,0.022079
 3p ,5,5, 3p ,1,1,2.54E+00,0.0104937
 3p ,5,5, 3d ,1,4,7.34E+01,0.848797
 3p ,5,5, 3d ,5,8,7.76E+01,193042000
 3p ,5,5, 3d ,1,6,7.76E+01,15.0361
 3p ,5,5, 3d ,3,8,7.76E+01,36221600
 3p ,5,5, 3d ,7,7,7.76E+01,271040000
 3p ,5,5, 3d ,5,7,7.76E+01,279783
 3p ,5,5, 3d ,7,6,7.76E+01,695004000
 3p ,5,5, 3d ,1,5,7.76E+01,2.55748
 3p ,5,5, 3d ,3,7,7.76E+01,325837
 3p ,5,5, 3d ,5,6,7.80E+01,39543500000
 3p ,5,5, 3d ,3,6,7.80E+01,1080660000
 3p ,5,5, 3d ,7,5,7.80E+01,76500400000
 3p ,5,5, 3d ,5,5,7.80E+01,25288500000
 3p ,5,5, 3d ,3,5,7.80E+01,43922200000
 3p ,5,5, 3d ,1,3,7.81E+01,4.06839
 3p ,5,5, 3d ,7,4,7.81E+01,28751000
 3p ,5,5, 3d ,5,4,7.81E+01,42952000
 3p ,5,5, 3d ,3,4,7.81E+01,143039000
 3p ,5,5, 3d ,5,3,7.81E+01,1144950000
 3p ,5,5, 3d ,9,3,7.81E+01,32.884
 3p ,5,5, 3d ,3,3,7.81E+01,1091870000
 3p ,5,5, 3d ,7,3,7.81E+01,2725100000
 3p ,5,5, 3d ,1,2,7.81E+01,6.94883
 3p ,5,5, 3d ,7,2,7.82E+01,10511700
 3p ,5,5, 3d ,5,2,7.82E+01,12954000
 3p ,5,5, 3d ,1,1,7.82E+01,1.48862
 3p ,5,5, 3d ,9,2,7.82E+01,13.049
 3p ,5,5, 3d ,3,2,7.82E+01,8502530
 3p ,5,5, 3d ,9,1,7.82E+01,5.66402
 3p ,5,5, 3d ,7,1,7.82E+01,11699200
 3p ,5,5, 3d ,5,1,7.83E+01,827155
 3p ,5,5, 3d ,11,1,7.83E+01,12.5292
 3p ,5,5, 3d ,3,1,7.83E+01,27830700
 3p ,5,5, 4s ,5,1,7.89E+01,56334900
 3p ,5,5, 4s ,3,1,7.89E+01,65758600
 3p ,5,5, 4d ,1,1,8.40E+01,0.148746
 3p ,5,4, 3p ,7,3,2.11E-03,2.16945E-08
 3p ,5,4, 3p ,3,4,3.57E-03,1.8435E-07
 3p ,5,4, 3p ,1,3,1.11E-02,2.85478E-10
 3p ,5,4, 3p ,3,3,2.18E-02,5.41386E-06
 3p ,5,4, 3p ,5,3,2.71E-02,2.19461E-05
 3p ,5,4, 3p ,3,2,2.35E-01,0.00231894
 3p ,5,4, 3p ,5,2,2.36E-01,0.000901429
 3p ,5,4, 3p ,1,2,2.38E-01,2.8642E-06
 3p ,5,4, 3p ,7,2,2.40E-01,6.86873E-05
 3p ,5,4, 3p ,7,1,2.67E-01,0.0495009
 3p ,5,4, 3p ,5,1,2.69E-01,0.0203819
 3p ,5,4, 3p ,9,1,2.76E-01,7.41375E-07
 3p ,5,4, 3p ,3,1,2.77E-01,0.00379376
 3p ,5,4, 3p ,1,1,2.83E-01,4.06328E-09
 3p ,5,4, 3d ,1,4,7.11E+01,1.27369
 3p ,5,4, 3d ,5,8,7.54E+01,1830740000
 3p ,5,4, 3d ,1,6,7.54E+01,24.4101
 3p ,5,4, 3d ,3,8,7.54E+01,2113640000
 3p ,5,4, 3d ,7,7,7.54E+01,13620100000
 3p ,5,4, 3d ,5,7,7.54E+01,18396500000
 3p ,5,4, 3d ,7,6,7.54E+01,18976000000
 3p ,5,4, 3d ,1,5,7.54E+01,1.92435
 3p ,5,4, 3d ,3,7,7.54E+01,3952720000
 3p ,5,4, 3d ,5,6,7.57E+01,2025550000
 3p ,5,4, 3d ,3,6,7.57E+01,2363580000
 3p ,5,4, 3d ,7,5,7.57E+01,3990860000
 3p ,5,4, 3d ,5,5,7.58E+01,1620490000
 3p ,5,4, 3d ,3,5,7.58E+01,2223620000
 3p ,5,4, 3d ,1,3,7.58E+01,4.2785
 3p ,5,4, 3d ,7,4,7.59E+01,55926700000
 3p ,5,4, 3d ,5,4,7.59E+01,20045400000
 3p ,5,4, 3d ,3,4,7.59E+01,21553000
 3p ,5,4, 3d ,5,3,7.59E+01,9763840000
 3p ,5,4, 3d ,9,3,7.59E+01,160.553
 3p ,5,4, 3d ,3,3,7.59E+01,7838920000
 3p ,5,4, 3d ,7,3,7.59E+01,4387660000
 3p ,5,4, 3d ,1,2,7.59E+01,47.6172
 3p ,5,4, 3d ,7,2,7.60E+01,342808000
 3p ,5,4, 3d ,5,2,7.60E+01,52887400
 3p ,5,4, 3d ,1,1,7.60E+01,2.11049
 3p ,5,4, 3d ,9,2,7.60E+01,2.23918
 3p ,5,4, 3d ,3,2,7.60E+01,50924900
 3p ,5,4, 3d ,9,1,7.60E+01,49.5092
 3p ,5,4, 3d ,7,1,7.60E+01,123152
 3p ,5,4, 3d ,5,1,7.60E+01,53731000
 3p ,5,4, 3d ,11,1,7.60E+01,2.2177
 3p ,5,4, 3d ,3,1,7.60E+01,76679500
 3p ,5,4, 4s ,5,1,7.67E+01,6089410000
 3p ,5,4, 4s ,3,1,7.67E+01,3612470000
 3p ,5,4, 4d ,1,1,8.18E+01,0.0877083
 3p ,7,3, 3p ,3,4,1.46E-03,6.29994E-15
 3p ,7,3, 3p ,1,3,9.04E-03,6.89538E-29
 3p ,7,3, 3p ,3,3,1.96E-02,6.61464E-11
 3p ,7,3, 3p ,5,3,2.50E-02,3.9637E-05
 3p ,7,3, 3p ,3,2,2.33E-01,3.14392E-06
 3p ,7,3, 3p ,5,2,2.34E-01,0.000565049
 3p ,7,3, 3p ,1,2,2.35E-01,2.01467E-19
 3p ,7,3, 3p ,7,2,2.38E-01,0.00312063
 3p ,7,3, 3p ,7,1,2.64E-01,0.0305755
 3p ,7,3, 3p ,5,1,2.67E-01,0.00225121
 3p ,7,3, 3p ,9,1,2.74E-01,0.0479797
 3p ,7,3, 3p ,3,1,2.75E-01,1.02669E-05
 3p ,7,3, 3p ,1,1,2.81E-01,1.75704E-19
 3p ,7,3, 3d ,1,4,7.11E+01,0.861475
 3p ,7,3, 3d ,5,8,7.54E+01,1468300000
 3p ,7,3, 3d ,1,6,7.54E+01,2.77201
 3p ,7,3, 3d ,3,8,7.54E+01,8.92252
 3p ,7,3, 3d ,7,7,7.54E+01,15036300000
 3p ,7,3, 3d ,5,7,7.54E+01,1194200000
 3p ,7,3, 3d ,7,6,7.54E+01,61616300
 3p ,7,3, 3d ,1,5,7.54E+01,0.75541
 3p ,7,3, 3d ,3,7,7.54E+01,7.0444
 3p ,7,3, 3d ,5,6,7.57E+01,3357890000
 3p ,7,3, 3d ,3,6,7.57E+01,0.419311
 3p ,7,3, 3d ,7,5,7.57E+01,10532400000
 3p ,7,3, 3d ,5,5,7.57E+01,1618410000
 3p ,7,3, 3d ,3,5,7.57E+01,0.273851
 3p ,7,3, 3d ,1,3,7.58E+01,0.110837
 3p ,7,3, 3d ,7,4,7.59E+01,15566800000
 3p ,7,3, 3d ,5,4,7.59E+01,1246070000
 3p ,7,3, 3d ,3,4,7.59E+01,1.11099
 3p ,7,3, 3d ,5,3,7.59E+01,2498350000
 3p ,7,3, 3d ,9,3,7.59E+01,71580800000
 3p ,7,3, 3d ,3,3,7.59E+01,23.4224
 3p ,7,3, 3d ,7,3,7.59E+01,3044940000
 3p ,7,3, 3d ,1,2,7.59E+01,0.038664
 3p ,7,3, 3d ,7,2,7.60E+01,20756.5
 3p ,7,3, 3d ,5,2,7.60E+01,10687500
 3p ,7,3, 3d ,1,1,7.60E+01,0.0481698
 3p ,7,3, 3d ,9,2,7.60E+01,59233600
 3p ,7,3, 3d ,3,2,7.60E+01,0.390308
 3p ,7,3, 3d ,9,1,7.60E+01,187435
 3p ,7,3, 3d ,7,1,7.60E+01,138878000
 3p ,7,3, 3d ,5,1,7.60E+01,21664300
 3p ,7,3, 3d ,11,1,7.60E+01,87.9586
 3p ,7,3, 3d ,3,1,7.60E+01,0.1091
 3p ,7,3, 4s ,5,1,7.67E+01,9579540000
 3p ,7,3, 4s ,3,1,7.67E+01,0.63692
 3p ,7,3, 4d ,1,1,8.18E+01,5.92686E-08
 3p ,3,4, 3p ,1,3,7.58E-03,1.95821E-06
 3p ,3,4, 3p ,3,3,1.82E-02,4.72587E-05
 3p ,3,4, 3p ,5,3,2.35E-02,3.66662E-06
 3p ,3,4, 3p ,3,2,2.32E-01,4.18384E-07
 3p ,3,4, 3p ,5,2,2.32E-01,0.0045052
 3p ,3,4, 3p ,1,2,2.34E-01,0.00214217
 3p ,3,4, 3p ,7,2,2.37E-01,2.36428E-07
 3p ,3,4, 3p ,7,1,2.63E-01,6.12359E-06
 3p ,3,4, 3p ,5,1,2.65E-01,0.037878
 3p ,3,4, 3p ,9,1,2.72E-01,1.62447E-18
 3p ,3,4, 3p ,3,1,2.73E-01,0.0308661
 3p ,3,4, 3p ,1,1,2.80E-01,0.00580733
 3p ,3,4, 3d ,1,4,7.11E+01,4748050000
 3p ,3,4, 3d ,5,8,7.54E+01,8011170000
 3p ,3,4, 3d ,1,6,7.54E+01,6049530000
 3p ,3,4, 3d ,3,8,7.54E+01,312379000
 3p ,3,4, 3d ,7,7,7.54E+01,19.1333
 3p ,3,4, 3d ,5,7,7.54E+01,30061200000
 3p ,3,4, 3d ,7,6,7.54E+01,89.9314
 3p ,3,4, 3d ,1,5,7.54E+01,165323000
 3p ,3,4, 3d ,3,7,7.54E+01,23093200000
 3p ,3,4, 3d ,5,6,7.57E+01,6788310000
 3p ,3,4, 3d ,3,6,7.57E+01,544079000
 3p ,3,4, 3d ,7,5,7.57E+01,0.989153
 3p ,3,4, 3d ,5,5,7.57E+01,248897000
 3p ,3,4, 3d ,3,5,7.57E+01,2514730000
 3p ,3,4, 3d ,1,3,7.58E+01,5732730
 3p ,3,4, 3d ,7,4,7.58E+01,164.999
 3p ,3,4, 3d ,5,4,7.59E+01,50565900000
 3p ,3,4, 3d ,3,4,7.59E+01,15056200000
 3p ,3,4, 3d ,5,3,7.59E+01,1262080000
 3p ,3,4, 3d ,9,3,7.59E+01,0.000872866
 3p ,3,4, 3d ,3,3,7.59E+01,9002880000
 3p ,3,4, 3d ,7,3,7.59E+01,76.1285
 3p ,3,4, 3d ,1,2,7.59E+01,9764900000
 3p ,3,4, 3d ,7,2,7.60E+01,3.56943
 3p ,3,4, 3d ,5,2,7.60E+01,335951000
 3p ,3,4, 3d ,1,1,7.60E+01,71268700
 3p ,3,4, 3d ,9,2,7.60E+01,0.313212
 3p ,3,4, 3d ,3,2,7.60E+01,208597000
 3p ,3,4, 3d ,9,1,7.60E+01,3.74783
 3p ,3,4, 3d ,7,1,7.60E+01,47.4083
 3p ,3,4, 3d ,5,1,7.60E+01,32186200
 3p ,3,4, 3d ,11,1,7.60E+01,1.83313E-08
 3p ,3,4, 3d ,3,1,7.60E+01,182223000
 3p ,3,4, 4s ,5,1,7.67E+01,2104970000
 3p ,3,4, 4s ,3,1,7.67E+01,7671640000
 3p ,3,4, 4d ,1,1,8.18E+01,692928
 3p ,1,3, 3p ,3,3,1.06E-02,5.73974E-06
 3p ,1,3, 3p ,5,3,1.59E-02,3.20506E-11
 3p ,1,3, 3p ,3,2,2.24E-01,0.00954531
 3p ,1,3, 3p ,5,2,2.25E-01,2.01764E-05
 3p ,1,3, 3p ,1,2,2.26E-01,0.00105032
 3p ,1,3, 3p ,7,2,2.29E-01,5.79904E-20
 3p ,1,3, 3p ,7,1,2.55E-01,1.38672E-19
 3p ,1,3, 3p ,5,1,2.58E-01,4.53394E-08
 3p ,1,3, 3p ,9,1,2.65E-01,1.61778E-22
 3p ,1,3, 3p ,3,1,2.66E-01,0.0282627
 3p ,1,3, 3p ,1,1,2.72E-01,0.0434194
 3p ,1,3, 3d ,1,4,7.11E+01,349493000
 3p ,1,3, 3d ,5,8,7.53E+01,74.9059
 3p ,1,3, 3d ,1,6,7.54E+01,2473400000
 3p ,1,3, 3d ,3,8,7.54E+01,13370200000
 3p ,1,3, 3d ,7,7,7.54E+01,0.593921
 3p ,1,3, 3d ,5,7,7.54E+01,91.3852
 3p ,1,3, 3d ,7,6,7.54E+01,19.7622
 3p ,1,3, 3d ,1,5,7.54E+01,26803200000
 3p ,1,3, 3d ,3,7,7.54E+01,21440200000
 3p ,1,3, 3d ,5,6,7.57E+01,1.58439
 3p ,1,3, 3d ,3,6,7.57E+01,14131700000
 3p ,1,3, 3d ,7,5,7.57E+01,0.0049417
 3p ,1,3, 3d ,5,5,7.57E+01,2.02466
 3p ,1,3, 3d ,3,5,7.57E+01,648558000
 3p ,1,3, 3d ,1,3,7.58E+01,32498700000
 3p ,1,3, 3d ,7,4,7.58E+01,0.0125739
 3p ,1,3, 3d ,5,4,7.58E+01,247.766
 3p ,1,3, 3d ,3,4,7.58E+01,42279600000
 3p ,1,3, 3d ,5,3,7.59E+01,62.4854
 3p ,1,3, 3d ,9,3,7.59E+01,3.34266E-09
 3p ,1,3, 3d ,3,3,7.59E+01,18535100
 3p ,1,3, 3d ,7,3,7.59E+01,0.16763
 3p ,1,3, 3d ,1,2,7.59E+01,13561500000
 3p ,1,3, 3d ,7,2,7.60E+01,2.99488
 3p ,1,3, 3d ,5,2,7.60E+01,5.79727
 3p ,1,3, 3d ,1,1,7.60E+01,1421500000
 3p ,1,3, 3d ,9,2,7.60E+01,4.55501E-08
 3p ,1,3, 3d ,3,2,7.60E+01,799148000
 3p ,1,3, 3d ,9,1,7.60E+01,8.09519E-08
 3p ,1,3, 3d ,7,1,7.60E+01,3.05816
 3p ,1,3, 3d ,5,1,7.60E+01,54.5337
 3p ,1,3, 3d ,11,1,0,0
 3p ,1,3, 3d ,3,1,7.60E+01,202324000
 3p ,1,3, 4s ,5,1,7.67E+01,0.0103692
 3p ,1,3, 4s ,3,1,7.67E+01,9880750000
 3p ,1,3, 4d ,1,1,8.17E+01,6434070
 3p ,3,3, 3p ,5,3,5.33E-03,4.96514E-11
 3p ,3,3, 3p ,3,2,2.14E-01,0.0202392
 3p ,3,3, 3p ,5,2,2.14E-01,0.0165948
 3p ,3,3, 3p ,1,2,2.16E-01,0.014963
 3p ,3,3, 3p ,7,2,2.19E-01,1.13404E-07
 3p ,3,3, 3p ,7,1,2.45E-01,1.34786E-06
 3p ,3,3, 3p ,5,1,2.47E-01,0.00181142
 3p ,3,3, 3p ,9,1,2.54E-01,9.50552E-20
 3p ,3,3, 3p ,3,1,2.55E-01,0.00167501
 3p ,3,3, 3p ,1,1,2.62E-01,0.0003602
 3p ,3,3, 3d ,1,4,7.11E+01,89544100
 3p ,3,3, 3d ,5,8,7.53E+01,15448600000
 3p ,3,3, 3d ,1,6,7.53E+01,16212600000
 3p ,3,3, 3d ,3,8,7.53E+01,20103500000
 3p ,3,3, 3d ,7,7,7.53E+01,106.283
 3p ,3,3, 3d ,5,7,7.54E+01,2274040000
 3p ,3,3, 3d ,7,6,7.54E+01,10.0385
 3p ,3,3, 3d ,1,5,7.54E+01,4196300000
 3p ,3,3, 3d ,3,7,7.54E+01,3445560000
 3p ,3,3, 3d ,5,6,7.57E+01,10512200000
 3p ,3,3, 3d ,3,6,7.57E+01,2670200000
 3p ,3,3, 3d ,7,5,7.57E+01,1.66995
 3p ,3,3, 3d ,5,5,7.57E+01,5130800000
 3p ,3,3, 3d ,3,5,7.57E+01,8477070000
 3p ,3,3, 3d ,1,3,7.58E+01,11114900000
 3p ,3,3, 3d ,7,4,7.58E+01,89.423
 3p ,3,3, 3d ,5,4,7.58E+01,109126000
 3p ,3,3, 3d ,3,4,7.58E+01,10609900000
 3p ,3,3, 3d ,5,3,7.58E+01,27937700000
 3p ,3,3, 3d ,9,3,7.58E+01,0.880103
 3p ,3,3, 3d ,3,3,7.58E+01,30368200000
 3p ,3,3, 3d ,7,3,7.58E+01,130.022
 3p ,3,3, 3d ,1,2,7.59E+01,13624700000
 3p ,3,3, 3d ,7,2,7.59E+01,41.6042
 3p ,3,3, 3d ,5,2,7.59E+01,23931000
 3p ,3,3, 3d ,1,1,7.59E+01,54965500
 3p ,3,3, 3d ,9,2,7.60E+01,3.07123
 3p ,3,3, 3d ,3,2,7.60E+01,251115000
 3p ,3,3, 3d ,9,1,7.60E+01,0.352116
 3p ,3,3, 3d ,7,1,7.60E+01,4.28951
 3p ,3,3, 3d ,5,1,7.60E+01,34551.6
 3p ,3,3, 3d ,11,1,7.60E+01,9.15229E-08
 3p ,3,3, 3d ,3,1,7.60E+01,42762200
 3p ,3,3, 4s ,5,1,7.67E+01,8973240000
 3p ,3,3, 4s ,3,1,7.67E+01,855624000
 3p ,3,3, 4d ,1,1,8.17E+01,109445000
 3p ,5,3, 3p ,3,2,2.08E-01,0.0035059
 3p ,5,3, 3p ,5,2,2.09E-01,0.0154241
 3p ,5,3, 3p ,1,2,2.10E-01,3.67546E-07
 3p ,5,3, 3p ,7,2,2.13E-01,0.035246
 3p ,5,3, 3p ,7,1,2.39E-01,0.00185929
 3p ,5,3, 3p ,5,1,2.42E-01,9.53143E-05
 3p ,5,3, 3p ,9,1,2.49E-01,9.46512E-07
 3p ,5,3, 3p ,3,1,2.50E-01,1.22293E-06
 3p ,5,3, 3p ,1,1,2.56E-01,1.14961E-06
 3p ,5,3, 3d ,1,4,7.11E+01,0.430252
 3p ,5,3, 3d ,5,8,7.53E+01,14161800000
 3p ,5,3, 3d ,1,6,7.53E+01,12.9025
 3p ,5,3, 3d ,3,8,7.53E+01,3178160000
 3p ,5,3, 3d ,7,7,7.53E+01,17866600000
 3p ,5,3, 3d ,5,7,7.54E+01,40762000
 3p ,5,3, 3d ,7,6,7.54E+01,30753900000
 3p ,5,3, 3d ,1,5,7.54E+01,11.0223
 3p ,5,3, 3d ,3,7,7.54E+01,82470000
 3p ,5,3, 3d ,5,6,7.57E+01,3555530000
 3p ,5,3, 3d ,3,6,7.57E+01,2942580000
 3p ,5,3, 3d ,7,5,7.57E+01,7269280000
 3p ,5,3, 3d ,5,5,7.57E+01,9126890000
 3p ,5,3, 3d ,3,5,7.57E+01,3280310000
 3p ,5,3, 3d ,1,3,7.58E+01,27.352
 3p ,5,3, 3d ,7,4,7.58E+01,711550000
 3p ,5,3, 3d ,5,4,7.58E+01,927658000
 3p ,5,3, 3d ,3,4,7.58E+01,3075360000
 3p ,5,3, 3d ,5,3,7.58E+01,19628800000
 3p ,5,3, 3d ,9,3,7.58E+01,53.3861
 3p ,5,3, 3d ,3,3,7.58E+01,4377320000
 3p ,5,3, 3d ,7,3,7.58E+01,62047400000
 3p ,5,3, 3d ,1,2,7.58E+01,12.15
 3p ,5,3, 3d ,7,2,7.59E+01,155729000
 3p ,5,3, 3d ,5,2,7.59E+01,24078600
 3p ,5,3, 3d ,1,1,7.59E+01,1.80263
 3p ,5,3, 3d ,9,2,7.59E+01,114.791
 3p ,5,3, 3d ,3,2,7.59E+01,43757800
 3p ,5,3, 3d ,9,1,7.60E+01,30.7055
 3p ,5,3, 3d ,7,1,7.60E+01,359006
 3p ,5,3, 3d ,5,1,7.60E+01,1715850
 3p ,5,3, 3d ,11,1,7.60E+01,1.65673
 3p ,5,3, 3d ,3,1,7.60E+01,8037540
 3p ,5,3, 4s ,5,1,7.67E+01,3754430000
 3p ,5,3, 4s ,3,1,7.67E+01,6044250000
 3p ,5,3, 4d ,1,1,8.17E+01,0.345055
 3p ,3,2, 3p ,5,2,3.27E-04,1.85459E-10
 3p ,3,2, 3p ,1,2,2.08E-03,3.45174E-08
 3p ,3,2, 3p ,7,2,4.95E-03,5.58047E-12
 3p ,3,2, 3p ,7,1,3.11E-02,5.03244E-09
 3p ,3,2, 3p ,5,1,3.35E-02,7.75726E-05
 3p ,3,2, 3p ,9,1,4.02E-02,2.22686E-22
 3p ,3,2, 3p ,3,1,4.13E-02,5.09529E-05
 3p ,3,2, 3p ,1,1,4.80E-02,8.22125E-06
