Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
1714 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 7 	 1 	   	  	 875.915 	 1.47088e-11 	 1.28837e-08 	 3.98727
1715 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 5 	 1 	   	  	 875.918 	 3.94116e-10 	 3.45213e-07 	 3.95833
1716 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 9 	 1 	   	  	 875.925 	 3.39894e-18 	 2.97722e-15 	 4.00096
1717 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 3 	 1 	   	  	 875.926 	 4.20079e-10 	 3.67958e-07 	 4.05858
1718 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 1 	 1 	   	  	 875.932 	 2.52772e-10 	 2.21411e-07 	 4.02717
1719 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 1 	 4 	   	  	 946.781 	 1.47031e-05 	 0.0139206 	 1.44516
1720 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 8 	   	  	 951.007 	 3.0302e-05 	 0.0288174 	 1.41726
1721 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 1 	 6 	   	  	 951.016 	 1.24315e-05 	 0.0118226 	 1.41726
1722 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 8 	   	  	 951.016 	 3.21176e-05 	 0.0305444 	 1.41726
1723 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 7 	   	  	 951.017 	 8.43965e-13 	 8.02625e-10 	 1.41726
1724 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 7 	   	  	 951.028 	 2.6462e-07 	 0.000251661 	 1.41726
1725 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 6 	   	  	 951.03 	 1.20355e-12 	 1.14461e-09 	 1.41726
1726 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 1 	 5 	   	  	 951.032 	 9.24012e-06 	 0.00878765 	 1.41726
1727 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 7 	   	  	 951.042 	 1.51506e-06 	 0.00144089 	 1.41726
1728 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 6 	   	  	 951.369 	 1.19451e-05 	 0.0113642 	 1.41726
1729 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 6 	   	  	 951.373 	 1.01175e-05 	 0.00962552 	 1.41726
1730 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 5 	   	  	 951.379 	 1.19422e-12 	 1.13616e-09 	 1.41726
1731 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 5 	   	  	 951.399 	 1.47152e-06 	 0.0014 	 1.41726
1732 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 5 	   	  	 951.4 	 3.90558e-06 	 0.00371577 	 1.41726
1733 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 1 	 3 	   	  	 951.497 	 3.72635e-06 	 0.00354561 	 1.41726
1734 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 4 	   	  	 951.501 	 8.11661e-12 	 7.72296e-09 	 1.41726
1735 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 4 	   	  	 951.503 	 5.81796e-07 	 0.000553581 	 1.41726
1736 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 4 	   	  	 951.51 	 6.0489e-06 	 0.00575559 	 1.41726
1737 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 3 	   	  	 951.512 	 9.71239e-06 	 0.00924146 	 1.41726
1738 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 9 	 3 	   	  	 951.513 	 7.18619e-12 	 6.83775e-09 	 1.41726
1739 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 3 	   	  	 951.518 	 7.34738e-06 	 0.00699116 	 1.41726
1740 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 3 	   	  	 951.518 	 8.86053e-13 	 8.43095e-10 	 1.41726
1741 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 1 	 2 	   	  	 951.522 	 2.83534e-06 	 0.00269789 	 1.41726
1742 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 2 	   	  	 951.611 	 8.44205e-12 	 8.03355e-09 	 1.41726
1743 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 2 	   	  	 951.612 	 8.64469e-12 	 8.22639e-09 	 1.41726
1744 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 1 	 1 	   	  	 951.618 	 5.39047e-08 	 5.12967e-05 	 1.41726
1745 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 9 	 2 	   	  	 951.621 	 5.68024e-12 	 5.40544e-09 	 1.41726
1746 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 2 	   	  	 951.623 	 6.44246e-08 	 6.13079e-05 	 1.41726
1747 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 9 	 1 	   	  	 951.639 	 6.69249e-14 	 6.36883e-11 	 1.41726
1748 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 7 	 1 	   	  	 951.64 	 4.24545e-13 	 4.04014e-10 	 1.41726
1749 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 5 	 1 	   	  	 951.65 	 6.44893e-10 	 6.13712e-07 	 1.41726
1750 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 11 	 1 	   	  	 951.655 	 1.03299e-22 	 9.8305e-20 	 1.41726
1751 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 3 	 1 	   	  	 951.668 	 5.72574e-09 	 5.449e-06 	 1.41726
1752 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4d)1        	 5 	 1 	   	  	 952.344 	 1.34794e-07 	 0.00012837 	 1.41726
1753 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4d)1        	 3 	 1 	   	  	 952.345 	 4.22403e-08 	 4.02273e-05 	 1.41726
1754 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 7 	  	  	 4d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)10        	 1 	 1 	   	  	 957.407 	 3.67788e-08 	 3.52123e-05 	 1.41726
1755 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 6 	   	  	 0.0452231 	 2.46228e-22 	 1.11352e-23 	 2.15196
1756 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 7 	 4 	   	  	 0.0458236 	 1.47675e-21 	 6.767e-23 	 2.13224
1757 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 6 	   	  	 0.0467173 	 1.39489e-21 	 6.51655e-23 	 2.12615
1758 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 5 	   	  	 0.0805801 	 1.13522e-20 	 9.14761e-22 	 2.13172
1759 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 5 	   	  	 0.0808224 	 2.77221e-20 	 2.24057e-21 	 2.14156
1760 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 4 	   	  	 20.041 	 2.09352e-13 	 4.19562e-12 	 2.14953
1761 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 4 	   	  	 20.0424 	 4.4666e-14 	 8.95214e-13 	 2.14468
1762 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 7 	 3 	   	  	 20.0437 	 5.37186e-13 	 1.07672e-11 	 2.14919
1763 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 1 	 3 	   	  	 20.046 	 4.08687e-17 	 8.19254e-16 	 2.149
1764 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 3 	   	  	 20.0699 	 2.83332e-14 	 5.68644e-13 	 2.16789
1765 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 3 	   	  	 20.0726 	 2.71435e-14 	 5.44841e-13 	 2.14759
1766 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 1 	 2 	   	  	 20.1255 	 1.18574e-17 	 2.38636e-16 	 2.9366
1767 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 2 	   	  	 20.1258 	 5.52409e-14 	 1.11177e-12 	 2.1453
1768 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 2 	   	  	 20.1268 	 2.26299e-13 	 4.55467e-12 	 2.14706
1769 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 7 	 2 	   	  	 20.1275 	 5.50695e-13 	 1.10841e-11 	 2.15888
1770 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 7 	 1 	   	  	 20.154 	 9.17352e-17 	 1.84883e-15 	 2.15229
1771 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 1 	   	  	 20.1547 	 2.16429e-16 	 4.36206e-15 	 2.15574
1772 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 9 	 1 	   	  	 20.1558 	 1.13661e-17 	 2.29093e-16 	 2.15986
1773 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 1 	   	  	 20.1564 	 1.00638e-16 	 2.0285e-15 	 2.89269
1774 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 1 	 1 	   	  	 20.1578 	 2.37433e-19 	 4.78613e-18 	 2.15686
1775 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (4s)1 (3d)9 (4d)1   	 9 	 4 	   	  	 783.361 	 1.45789e-15 	 1.14205e-12 	 5.95925
1776 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 3 	   	  	 826.872 	 3.0802e-06 	 0.00254693 	 3.98703
1777 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 3 	   	  	 826.873 	 3.26068e-06 	 0.00269617 	 6.42892
1778 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 2 	   	  	 827.036 	 4.34835e-06 	 0.00359624 	 4.28471
1779 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 2 	   	  	 827.036 	 3.66869e-06 	 0.00303414 	 7.16936
1780 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 7 	 1 	   	  	 827.077 	 5.38572e-07 	 0.000445441 	 7.20388
1781 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 1 	   	  	 827.077 	 1.79718e-07 	 0.000148641 	 4.33592
1782 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 3 	 1 	   	  	 827.077 	 3.90106e-08 	 3.22648e-05 	 4.28378
1783 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (4s)1 (3d)10 (4d)1  	 1 	 1 	   	  	 827.077 	 9.56835e-18 	 7.91376e-15 	 4.2866
1784 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 7 	 4 	   	  	 872.685 	 2.87334e-10 	 2.50752e-07 	 4.00591
1785 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 1 	 4 	   	  	 873.219 	 1.29726e-10 	 1.13279e-07 	 4.01756
1786 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 3 	 7 	   	  	 873.221 	 1.6503e-07 	 0.000144108 	 4.03607
1787 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 5 	 7 	   	  	 873.222 	 5.74794e-07 	 0.000501923 	 4.02713
1788 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 3 	 6 	   	  	 873.26 	 9.98094e-10 	 8.71596e-07 	 4.13226
1789 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 5 	 6 	   	  	 873.263 	 8.28139e-11 	 7.23183e-08 	 3.91664
1790 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 3 	 5 	   	  	 873.393 	 3.19468e-09 	 2.79021e-06 	 6.87344
1791 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 5 	 5 	   	  	 873.395 	 1.08669e-08 	 9.4911e-06 	 4.1841
1792 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 5 	 4 	   	  	 875.649 	 5.40509e-09 	 4.73296e-06 	 3.91073
1793 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 7 	 3 	   	  	 875.651 	 5.26593e-09 	 4.61112e-06 	 3.94006
1794 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (4s)1 (3d)10 (4d)1  	 5 	 7 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (4s)1 (3d)10 (4d)1  	 3 	 4 	   	  	 875.652 	 5.23102e-09 	 4.58055e-06 	 6.49146
