Initial Config Label,Initial Config 2jj,Initial Config eig,Final Config Label,Final Config 2jj,Final Config eig,Energy (eV),Intensity (a.u.),Energy width (eV)
 2s ,7,1, 3d ,3,3,1098.83,6.58097e-09,12.0819
 2s ,7,1, 3d ,7,3,1098.83,9.28985e-09,12.0819
 2s ,7,1, 3d ,1,2,1098.83,5.0491e-15,12.0819
 2s ,7,1, 3d ,7,2,1098.92,8.0275e-09,12.0819
 2s ,7,1, 3d ,5,2,1098.92,2.99187e-09,12.0819
 2s ,7,1, 3d ,1,1,1098.93,3.51047e-16,12.0819
 2s ,7,1, 3d ,9,2,1098.93,2.60828e-08,12.0819
 2s ,7,1, 3d ,3,2,1098.93,6.12631e-10,12.0819
 2s ,7,1, 3d ,9,1,1098.95,6.37462e-09,12.0819
 2s ,7,1, 3d ,7,1,1098.95,5.56105e-09,12.0819
 2s ,7,1, 3d ,5,1,1098.96,1.1616e-09,12.0819
 2s ,7,1, 3d ,11,1,1098.97,7.61005e-08,12.0819
 2s ,7,1, 3d ,3,1,1098.98,2.54303e-10,12.0819
 2s ,7,1, 4s ,5,1,1099.66,3.13856e-14,12.0819
 2s ,7,1, 4s ,3,1,0.0,0.0,12.0819
 2s ,7,1, 4d ,1,1,1104.72,1.26805e-16,12.0819
 2s ,5,1, 2s ,3,1,0.00016721,1.36341e-27,13.0508
 2s ,5,1, 2s ,1,1,0.00026251,2.8003e-35,19.3532
 2s ,5,1, 2p ,1,4,147.264,1.39269e-20,8.79448
 2s ,5,1, 2p ,3,7,147.311,6.13534e-09,8.09993
 2s ,5,1, 2p ,5,7,147.312,1.02608e-08,8.09786
 2s ,5,1, 2p ,3,6,147.357,1.64453e-07,7.41944
 2s ,5,1, 2p ,7,4,147.357,1.24436e-07,7.39972
 2s ,5,1, 2p ,5,6,147.358,1.35167e-07,7.39363
 2s ,5,1, 2p ,3,5,147.392,1.40867e-07,7.3992
 2s ,5,1, 2p ,5,5,147.392,1.6851e-07,7.40904
 2s ,5,1, 2p ,5,4,167.353,5.0481e-08,7.41701
 2s ,5,1, 2p ,3,4,167.354,7.0679e-08,7.41216
 2s ,5,1, 2p ,7,3,167.355,5.00441e-08,7.41667
 2s ,5,1, 2p ,1,3,167.358,1.69606e-15,7.41648
 2s ,5,1, 2p ,3,3,167.381,3.41022e-08,7.43537
 2s ,5,1, 2p ,5,3,167.384,3.64523e-08,7.41507
 2s ,5,1, 2p ,1,2,167.437,3.313e-15,8.20408
 2s ,5,1, 2p ,3,2,167.437,1.18474e-07,7.41278
 2s ,5,1, 2p ,5,2,167.438,1.10758e-07,7.41454
 2s ,5,1, 2p ,7,2,167.439,8.65797e-08,7.42636
 2s ,5,1, 2p ,7,1,167.466,1.18376e-06,7.41977
 2s ,5,1, 2p ,5,1,167.466,4.61847e-07,7.42322
 2s ,5,1, 2p ,9,1,167.467,5.64948e-15,7.42734
 2s ,5,1, 2p ,3,1,167.468,7.36002e-08,8.16017
 2s ,5,1, 2p ,1,1,167.469,6.30753e-16,7.42434
 2s ,5,1, 3d ,9,4,930.672,7.37497e-15,11.2267
 2s ,5,1, 3s ,5,3,974.184,2.07817e-11,9.25451
 2s ,5,1, 3s ,3,3,974.184,9.47218e-12,11.6964
 2s ,5,1, 3s ,3,2,974.347,4.02833e-12,9.55219
 2s ,5,1, 3s ,5,2,974.347,7.56193e-12,12.4368
 2s ,5,1, 3s ,7,1,974.388,1.49754e-07,12.4714
 2s ,5,1, 3s ,5,1,974.389,4.28429e-08,9.6034
 2s ,5,1, 3s ,3,1,974.389,1.18332e-07,9.55126
 2s ,5,1, 3s ,1,1,974.389,3.18534e-08,9.55408
 2s ,5,1, 3p ,7,4,1020.0,5.74463e-06,9.27339
 2s ,5,1, 3p ,1,4,1020.53,6.91986e-15,9.28504
 2s ,5,1, 3p ,3,7,1020.53,6.28156e-07,9.30355
 2s ,5,1, 3p ,5,7,1020.53,1.11737e-06,9.29461
 2s ,5,1, 3p ,3,6,1020.57,7.92681e-06,9.39974
 2s ,5,1, 3p ,5,6,1020.57,6.44065e-06,9.18412
 2s ,5,1, 3p ,3,5,1020.71,6.69999e-06,12.1409
 2s ,5,1, 3p ,5,5,1020.71,7.9556e-06,9.45158
 2s ,5,1, 3p ,5,4,1022.96,2.76421e-06,9.17821
 2s ,5,1, 3p ,7,3,1022.96,2.01173e-06,9.20754
 2s ,5,1, 3p ,3,4,1022.96,3.94576e-06,11.7589
 2s ,5,1, 3p ,1,3,1022.97,3.75276e-12,9.45265
 2s ,5,1, 3p ,3,3,1022.98,1.81644e-06,9.40895
 2s ,5,1, 3p ,5,3,1022.99,1.80211e-06,11.9649
 2s ,5,1, 3p ,3,2,1023.2,2.37343e-06,9.29355
 2s ,5,1, 3p ,5,2,1023.2,2.01455e-06,9.26236
 2s ,5,1, 3p ,1,2,1023.2,2.55343e-12,12.3386
 2s ,5,1, 3p ,7,2,1023.2,5.24276e-07,11.8204
 2s ,5,1, 3p ,7,1,1023.23,4.0085e-05,9.25268
 2s ,5,1, 3p ,5,1,1023.23,1.55358e-05,9.22374
 2s ,5,1, 3p ,9,1,1023.24,6.91678e-12,9.26637
 2s ,5,1, 3p ,3,1,1023.24,2.90409e-06,9.32399
 2s ,5,1, 3p ,1,1,1023.24,9.29414e-13,9.29258
 2s ,5,1, 3d ,1,4,1094.09,1.33577e-10,6.71057
 2s ,5,1, 3d ,5,8,1098.32,1.19817e-10,6.68267
 2s ,5,1, 3d ,1,6,1098.33,6.48444e-10,6.68267
 2s ,5,1, 3d ,3,8,1098.33,8.29534e-11,6.68267
 2s ,5,1, 3d ,7,7,1098.33,9.17008e-11,6.68267
 2s ,5,1, 3d ,5,7,1098.34,1.57153e-09,6.68267
 2s ,5,1, 3d ,7,6,1098.34,1.76562e-09,6.68267
 2s ,5,1, 3d ,1,5,1098.34,1.53588e-11,6.68267
 2s ,5,1, 3d ,3,7,1098.35,1.23122e-09,6.68267
 2s ,5,1, 3d ,5,6,1098.68,1.82591e-09,6.68267
 2s ,5,1, 3d ,3,6,1098.68,8.29082e-09,6.68267
 2s ,5,1, 3d ,7,5,1098.69,1.56334e-08,6.68267
 2s ,5,1, 3d ,5,5,1098.71,2.39521e-08,6.68267
 2s ,5,1, 3d ,3,5,1098.71,1.05294e-08,6.68267
 2s ,5,1, 3d ,1,3,1098.81,2.73951e-09,6.68267
 2s ,5,1, 3d ,7,4,1098.81,2.40661e-09,6.68267
 2s ,5,1, 3d ,5,4,1098.81,1.59889e-08,6.68267
 2s ,5,1, 3d ,3,4,1098.82,1.78373e-09,6.68267
 2s ,5,1, 3d ,5,3,1098.82,1.266e-11,6.68267
 2s ,5,1, 3d ,9,3,1098.82,1.89811e-08,6.68267
 2s ,5,1, 3d ,3,3,1098.83,1.07627e-08,6.68267
 2s ,5,1, 3d ,7,3,1098.83,2.50278e-08,6.68267
 2s ,5,1, 3d ,1,2,1098.83,1.12688e-08,6.68267
 2s ,5,1, 3d ,7,2,1098.92,3.85862e-09,6.68267
 2s ,5,1, 3d ,5,2,1098.92,8.93462e-09,6.68267
 2s ,5,1, 3d ,1,1,1098.93,1.77553e-09,6.68267
 2s ,5,1, 3d ,9,2,1098.93,3.48922e-10,6.68267
 2s ,5,1, 3d ,3,2,1098.93,7.0597e-09,6.68267
 2s ,5,1, 3d ,9,1,1098.95,9.62598e-08,6.68267
 2s ,5,1, 3d ,7,1,1098.95,4.37849e-08,6.68267
 2s ,5,1, 3d ,5,1,1098.96,1.81869e-08,6.68267
 2s ,5,1, 3d ,11,1,1098.97,2.28418e-14,6.68267
 2s ,5,1, 3d ,3,1,1098.98,4.63347e-09,6.68267
 2s ,5,1, 4s ,5,1,1099.66,1.68214e-13,6.68267
 2s ,5,1, 4s ,3,1,1099.66,6.9809e-14,6.68267
 2s ,5,1, 4d ,1,1,1104.72,2.62499e-15,6.68267
 2s ,3,1, 2s ,1,1,9.52997e-05,1.89199e-28,19.0387
 2s ,3,1, 2p ,1,4,147.263,1.15603e-07,8.47996
 2s ,3,1, 2p ,3,7,147.311,1.23952e-08,7.78541
 2s ,3,1, 2p ,5,7,147.311,2.33035e-09,7.78334
 2s ,3,1, 2p ,3,6,147.357,9.01464e-09,7.10492
 2s ,3,1, 2p ,7,4,147.357,1.1553399999999999e-20,7.0852
 2s ,3,1, 2p ,5,6,147.358,1.61777e-07,7.07911
 2s ,3,1, 2p ,3,5,147.392,1.80205e-07,7.08468
 2s ,3,1, 2p ,5,5,147.392,4.40416e-08,7.09452
 2s ,3,1, 2p ,5,4,167.352,6.32614e-08,7.10249
 2s ,3,1, 2p ,3,4,167.354,2.91763e-09,7.09764
 2s ,3,1, 2p ,7,3,167.355,1.32658e-15,7.10215
 2s ,3,1, 2p ,1,3,167.357,4.65194e-08,7.10196
 2s ,3,1, 2p ,3,3,167.381,3.41006e-08,7.12085
 2s ,3,1, 2p ,5,3,167.384,7.69261e-09,7.10055
 2s ,3,1, 2p ,1,2,167.437,8.64109e-08,7.88956
 2s ,3,1, 2p ,3,2,167.437,7.41659e-09,7.09826
 2s ,3,1, 2p ,5,2,167.438,1.40736e-07,7.10002
 2s ,3,1, 2p ,7,2,167.439,2.54814e-15,7.11184
 2s ,3,1, 2p ,7,1,167.465,6.41516e-15,7.10525
 2s ,3,1, 2p ,5,1,167.466,6.54059e-07,7.1087
 2s ,3,1, 2p ,9,1,0.0,0.0,7.11282
 2s ,3,1, 2p ,3,1,167.468,4.412e-07,7.84565
 2s ,3,1, 2p ,1,1,167.469,8.24681e-08,7.10982
 2s ,3,1, 3d ,9,4,930.672,6.545229999999999e-20,10.9122
 2s ,3,1, 3s ,5,3,974.184,6.14205e-11,8.93999
 2s ,3,1, 3s ,3,3,974.184,1.07514e-13,11.3819
 2s ,3,1, 3s ,3,2,974.347,5.02345e-12,9.23767
 2s ,3,1, 3s ,5,2,974.347,1.25394e-12,12.1223
 2s ,3,1, 3s ,7,1,974.388,3.73794e-08,12.1568
 2s ,3,1, 3s ,5,1,974.388,1.24435e-07,9.28888
 2s ,3,1, 3s ,3,1,974.389,2.87865e-12,9.23674
 2s ,3,1, 3s ,1,1,974.389,7.80712e-08,9.23956
 2s ,3,1, 3p ,7,4,1020.0,1.66177e-14,8.95887
 2s ,3,1, 3p ,1,4,1020.53,5.77627e-06,8.97052
 2s ,3,1, 3p ,3,7,1020.53,1.46485e-06,8.98903
 2s ,3,1, 3p ,5,7,1020.53,2.34644e-07,8.98009
 2s ,3,1, 3p ,3,6,1020.57,3.53112e-07,9.08522
 2s ,3,1, 3p ,5,6,1020.57,7.68227e-06,8.8696
 2s ,3,1, 3p ,3,5,1020.7,8.4441e-06,11.8264
 2s ,3,1, 3p ,5,5,1020.71,2.00031e-06,9.13706
 2s ,3,1, 3p ,5,4,1022.96,3.86179e-06,8.86369
 2s ,3,1, 3p ,7,3,1022.96,1.90024e-12,8.89302
 2s ,3,1, 3p ,3,4,1022.96,2.38363e-07,11.4444
 2s ,3,1, 3p ,1,3,1022.97,3.31163e-06,9.13813
 2s ,3,1, 3p ,3,3,1022.98,1.22951e-06,9.09443
 2s ,3,1, 3p ,5,3,1022.99,4.38527e-07,11.6504
 2s ,3,1, 3p ,3,2,1023.2,1.96427e-08,8.97903
 2s ,3,1, 3p ,5,2,1023.2,3.92986e-06,8.94784
 2s ,3,1, 3p ,1,2,1023.2,1.76818e-06,12.0241
 2s ,3,1, 3p ,7,2,1023.2,1.29008e-12,11.5059
 2s ,3,1, 3p ,7,1,1023.23,8.60556e-12,8.93816
 2s ,3,1, 3p ,5,1,1023.23,2.05829e-05,8.90922
 2s ,3,1, 3p ,9,1,0.0,0.0,8.95185
 2s ,3,1, 3p ,3,1,1023.24,1.45009e-05,9.00947
 2s ,3,1, 3p ,1,1,1023.24,2.96436e-06,8.97806
 2s ,3,1, 3d ,1,4,1094.09,2.41245e-09,6.39605
 2s ,3,1, 3d ,5,8,1098.32,2.52754e-10,6.36815
 2s ,3,1, 3d ,1,6,1098.33,2.30232e-11,6.36815
 2s ,3,1, 3d ,3,8,1098.33,7.60456e-10,6.36815
 2s ,3,1, 3d ,7,7,1098.33,2.24236e-10,6.36815
 2s ,3,1, 3d ,5,7,1098.34,9.25978e-11,6.36815
 2s ,3,1, 3d ,7,6,1098.34,2.3382e-09,6.36815
 2s ,3,1, 3d ,1,5,1098.34,9.81206e-10,6.36815
 2s ,3,1, 3d ,3,7,1098.35,3.42066e-10,6.36815
 2s ,3,1, 3d ,5,6,1098.68,2.09613e-09,6.36815
 2s ,3,1, 3d ,3,6,1098.68,1.08507e-08,6.36815
 2s ,3,1, 3d ,7,5,1098.69,5.04606e-09,6.36815
 2s ,3,1, 3d ,5,5,1098.71,2.20147e-08,6.36815
 2s ,3,1, 3d ,3,5,1098.71,1.67113e-09,6.36815
 2s ,3,1, 3d ,1,3,1098.81,1.08196e-08,6.36815
 2s ,3,1, 3d ,7,4,1098.81,1.91286e-08,6.36815
 2s ,3,1, 3d ,5,4,1098.81,1.21204e-10,6.36815
 2s ,3,1, 3d ,3,4,1098.82,1.45527e-08,6.36815
 2s ,3,1, 3d ,5,3,1098.82,9.27646e-09,6.36815
 2s ,3,1, 3d ,9,3,1098.82,4.05724e-15,6.36815
 2s ,3,1, 3d ,3,3,1098.83,3.75846e-09,6.36815
 2s ,3,1, 3d ,7,3,1098.83,1.02915e-08,6.36815
 2s ,3,1, 3d ,1,2,1098.83,2.26258e-09,6.36815
 2s ,3,1, 3d ,7,2,1098.92,1.9357e-08,6.36815
 2s ,3,1, 3d ,5,2,1098.92,1.48791e-09,6.36815
 2s ,3,1, 3d ,1,1,1098.93,8.06661e-09,6.36815
 2s ,3,1, 3d ,9,2,1098.93,2.64083e-15,6.36815
 2s ,3,1, 3d ,3,2,1098.93,1.42021e-09,6.36815
 2s ,3,1, 3d ,9,1,1098.95,3.2677e-14,6.36815
 2s ,3,1, 3d ,7,1,1098.95,3.96473e-08,6.36815
 2s ,3,1, 3d ,5,1,1098.96,3.69455e-08,6.36815
 2s ,3,1, 3d ,11,1,0.0,0.0,6.36815
 2s ,3,1, 3d ,3,1,1098.98,1.81243e-08,6.36815
 2s ,3,1, 4s ,5,1,1099.66,4.08646e-14,6.36815
 2s ,3,1, 4s ,3,1,1099.66,8.03038e-14,6.36815
 2s ,3,1, 4d ,1,1,1104.72,1.21327e-15,6.36815
 2s ,1,1, 2p ,1,4,147.263,1.44571e-08,14.7823
 2s ,1,1, 2p ,3,7,147.311,5.02707e-09,14.0878
 2s ,1,1, 2p ,5,7,147.311,7.695399999999999e-21,14.0857
 2s ,1,1, 2p ,3,6,147.357,5.44588e-08,13.4073
 2s ,1,1, 2p ,7,4,0.0,0.0,13.3875
 2s ,1,1, 2p ,5,6,147.358,7.74803e-21,13.3815
 2s ,1,1, 2p ,3,5,147.392,5.87477e-08,13.387
 2s ,1,1, 2p ,5,5,147.392,1.08998e-21,13.3969
 2s ,1,1, 2p ,5,4,167.352,7.9421e-16,13.4048
 2s ,1,1, 2p ,3,4,167.354,2.1518e-08,13.4
 2s ,1,1, 2p ,7,3,0.0,0.0,13.4045
 2s ,1,1, 2p ,1,3,167.357,6.30934e-09,13.4043
 2s ,1,1, 2p ,3,3,167.381,8.48146e-09,13.4232
 2s ,1,1, 2p ,5,3,167.384,1.85836e-15,13.4029
 2s ,1,1, 2p ,1,2,167.437,1.65192e-08,14.1919
 2s ,1,1, 2p ,3,2,167.437,5.56063e-08,13.4006
 2s ,1,1, 2p ,5,2,167.438,1.91582e-15,13.4024
 2s ,1,1, 2p ,7,2,0.0,0.0,13.4142
 2s ,1,1, 2p ,7,1,0.0,0.0,13.4076
 2s ,1,1, 2p ,5,1,167.466,1.77452e-15,13.4111
 2s ,1,1, 2p ,9,1,0.0,0.0,13.4152
 2s ,1,1, 2p ,3,1,167.468,1.32708e-07,14.148
 2s ,1,1, 2p ,1,1,167.469,1.55251e-07,13.4122
 2s ,1,1, 3d ,9,4,0.0,0.0,17.2146
 2s ,1,1, 3s ,5,3,974.184,8.26941e-12,15.2423
 2s ,1,1, 3s ,3,3,974.184,3.46353e-12,17.6842
 2s ,1,1, 3s ,3,2,974.347,2.70924e-12,15.54
 2s ,1,1, 3s ,5,2,974.347,4.28592e-13,18.4247
 2s ,1,1, 3s ,7,1,974.388,4.1506e-09,18.4592
 2s ,1,1, 3s ,5,1,974.388,1.68569e-08,15.5912
 2s ,1,1, 3s ,3,1,974.389,3.92878e-08,15.5391
 2s ,1,1, 3s ,1,1,974.389,8.8871e-14,15.5419
 2s ,1,1, 3p ,7,4,0.0,0.0,15.2612
 2s ,1,1, 3p ,1,4,1020.53,6.94612e-07,15.2729
 2s ,1,1, 3p ,3,7,1020.53,6.23557e-07,15.2914
 2s ,1,1, 3p ,5,7,1020.53,1.23335e-14,15.2824
 2s ,1,1, 3p ,3,6,1020.57,2.49076e-06,15.3876
 2s ,1,1, 3p ,5,6,1020.57,1.30171e-14,15.172
 2s ,1,1, 3p ,3,5,1020.7,2.6836e-06,18.1288
 2s ,1,1, 3p ,5,5,1020.71,6.27217e-16,15.4394
 2s ,1,1, 3p ,5,4,1022.96,1.29858e-12,15.166
 2s ,1,1, 3p ,7,3,0.0,0.0,15.1954
 2s ,1,1, 3p ,3,4,1022.96,1.53873e-06,17.7468
 2s ,1,1, 3p ,1,3,1022.97,4.26374e-07,15.4405
 2s ,1,1, 3p ,3,3,1022.98,1.82043e-07,15.3968
 2s ,1,1, 3p ,5,3,1022.99,2.50556e-12,17.9528
 2s ,1,1, 3p ,3,2,1023.2,1.45738e-06,15.2814
 2s ,1,1, 3p ,5,2,1023.2,1.74018e-12,15.2502
 2s ,1,1, 3p ,1,2,1023.2,3.90917e-07,18.3264
 2s ,1,1, 3p ,7,2,0.0,0.0,17.8082
 2s ,1,1, 3p ,7,1,0.0,0.0,15.2405
 2s ,1,1, 3p ,5,1,1023.23,2.0225e-12,15.2116
 2s ,1,1, 3p ,9,1,0.0,0.0,15.2542
 2s ,1,1, 3p ,3,1,1023.24,3.9507e-06,15.3118
 2s ,1,1, 3p ,1,1,1023.24,4.92066e-06,15.2804
 2s ,1,1, 3d ,1,4,1094.09,7.44732e-16,12.6984
 2s ,1,1, 3d ,5,8,1098.32,3.76413e-10,12.6705
 2s ,1,1, 3d ,1,6,1098.33,1.77622e-16,12.6705
 2s ,1,1, 3d ,3,8,1098.33,1.37463e-10,12.6705
 2s ,1,1, 3d ,7,7,1098.33,1.32734e-16,12.6705
 2s ,1,1, 3d ,5,7,1098.34,4.71014e-10,12.6705
 2s ,1,1, 3d ,7,6,1098.34,5.56999e-15,12.6705
 2s ,1,1, 3d ,1,5,1098.34,1.29477e-15,12.6705
 2s ,1,1, 3d ,3,7,1098.35,2.77924e-10,12.6705
 2s ,1,1, 3d ,5,6,1098.68,2.76965e-09,12.6705
 2s ,1,1, 3d ,3,6,1098.68,1.15406e-09,12.6705
 2s ,1,1, 3d ,7,5,1098.69,1.41135e-16,12.6705
 2s ,1,1, 3d ,5,5,1098.71,5.4878e-09,12.6705
 2s ,1,1, 3d ,3,5,1098.71,7.56449e-11,12.6705
 2s ,1,1, 3d ,1,3,1098.81,5.89443e-16,12.6705
 2s ,1,1, 3d ,7,4,1098.81,1.13885e-15,12.6705
 2s ,1,1, 3d ,5,4,1098.81,9.19606e-09,12.6705
 2s ,1,1, 3d ,3,4,1098.82,5.29463e-09,12.6705
 2s ,1,1, 3d ,5,3,1098.82,4.41525e-09,12.6705
 2s ,1,1, 3d ,9,3,0.0,0.0,12.6705
 2s ,1,1, 3d ,3,3,1098.83,2.48007e-12,12.6705
 2s ,1,1, 3d ,7,3,1098.83,7.16623e-15,12.6705
 2s ,1,1, 3d ,1,2,1098.83,2.8421e-16,12.6705
 2s ,1,1, 3d ,7,2,1098.92,7.78493e-15,12.6705
 2s ,1,1, 3d ,5,2,1098.92,5.80593e-09,12.6705
 2s ,1,1, 3d ,1,1,1098.93,3.53647e-17,12.6705
 2s ,1,1, 3d ,9,2,0.0,0.0,12.6705
 2s ,1,1, 3d ,3,2,1098.93,4.40322e-09,12.6705
 2s ,1,1, 3d ,9,1,0.0,0.0,12.6705
 2s ,1,1, 3d ,7,1,1098.95,5.82586e-15,12.6705
 2s ,1,1, 3d ,5,1,1098.96,6.82763e-09,12.6705
 2s ,1,1, 3d ,11,1,0.0,0.0,12.6705
 2s ,1,1, 3d ,3,1,1098.98,1.21514e-08,12.6705
 2s ,1,1, 4s ,5,1,0.0,0.0,12.6705
 2s ,1,1, 4s ,3,1,1099.66,7.48176e-15,12.6705
 2s ,1,1, 4d ,1,1,1104.72,1.14733e-17,12.6705
 2p ,1,4, 2p ,3,7,0.0477682,1.85768e-22,3.52907
 2p ,1,4, 2p ,5,7,0.0480382,3.67e-27,3.527
 2p ,1,4, 2p ,3,6,0.0932613,5.765269999999999e-20,2.84858
 2p ,1,4, 2p ,7,4,0.0938618,2.08495e-38,2.82886
 2p ,1,4, 2p ,5,6,0.0947555,1.80737e-22,2.82277
 2p ,1,4, 2p ,3,5,0.128618,8.27342e-20,2.82834
 2p ,1,4, 2p ,5,5,0.128861,2.5491800000000002e-26,2.83818
 2p ,1,4, 2p ,5,4,20.089,5.062410000000001e-18,2.84615
 2p ,1,4, 2p ,3,4,20.0904,2.14779e-14,2.8413
 2p ,1,4, 2p ,7,3,20.0917,1.48861e-26,2.84581
 2p ,1,4, 2p ,1,3,20.094,6.31435e-15,2.84562
 2p ,1,4, 2p ,3,3,20.1179,8.50344e-15,2.86451
 2p ,1,4, 2p ,5,3,20.1206,1.40198e-17,2.84421
 2p ,1,4, 2p ,1,2,20.1736,1.66587e-14,3.63322
 2p ,1,4, 2p ,3,2,20.1739,5.61618e-14,2.84192
 2p ,1,4, 2p ,5,2,20.1748,2.42622e-17,2.84368
 2p ,1,4, 2p ,7,2,20.1755,5.14916e-29,2.8555
 2p ,1,4, 2p ,7,1,20.2021,8.511329999999999e-27,2.84891
 2p ,1,4, 2p ,5,1,20.2028,1.67303e-17,2.85236
 2p ,1,4, 2p ,9,1,20.2038,3.54759e-27,2.85648
 2p ,1,4, 2p ,3,1,20.2044,1.34435e-13,3.58931
 2p ,1,4, 2p ,1,1,20.2059,1.57345e-13,2.85348
 2p ,1,4, 3d ,9,4,783.409,7.4139e-28,6.65587
 2p ,1,4, 3s ,5,3,826.921,2.88736e-19,4.68365
 2p ,1,4, 3s ,3,3,826.921,7.81971e-07,7.12554
 2p ,1,4, 3s ,3,2,827.084,3.2668e-07,4.98133
 2p ,1,4, 3s ,5,2,827.084,6.72431e-18,7.86598
 2p ,1,4, 3s ,7,1,0.0,0.0,7.9005
 2p ,1,4, 3s ,5,1,827.125,6.03466e-18,5.03254
 2p ,1,4, 3s ,3,1,827.125,1.28903e-06,4.9804
 2p ,1,4, 3s ,1,1,827.125,3.20855e-07,4.98322
 2p ,1,4, 3p ,7,4,872.733,6.4145e-09,4.70253
 2p ,1,4, 3p ,1,4,873.267,1.30799e-15,4.71418
 2p ,1,4, 3p ,3,7,873.269,8.42037e-10,4.73269
 2p ,1,4, 3p ,5,7,873.27,1.36263e-10,4.72375
 2p ,1,4, 3p ,3,6,873.308,1.02143e-07,4.82888
 2p ,1,4, 3p ,5,6,873.311,4.2866e-08,4.61326
 2p ,1,4, 3p ,3,5,873.441,4.38148e-11,7.57006
 2p ,1,4, 3p ,5,5,873.443,1.64336e-12,4.88072
 2p ,1,4, 3p ,5,4,875.697,2.16824e-09,4.60735
 2p ,1,4, 3p ,7,3,875.699,2.97508e-11,4.63668
 2p ,1,4, 3p ,3,4,875.7,1.43206e-09,7.18808
 2p ,1,4, 3p ,1,3,875.708,1.03526e-14,4.88179
 2p ,1,4, 3p ,3,3,875.718,7.21453e-12,4.83809
 2p ,1,4, 3p ,5,3,875.724,2.07428e-09,7.39409
 2p ,1,4, 3p ,3,2,875.932,3.87606e-10,4.72269
 2p ,1,4, 3p ,5,2,875.932,1.51538e-09,4.6915
 2p ,1,4, 3p ,1,2,875.934,1.08068e-14,7.76773
 2p ,1,4, 3p ,7,2,875.937,1.85959e-13,7.24953
 2p ,1,4, 3p ,7,1,875.963,1.16392e-13,4.68182
 2p ,1,4, 3p ,5,1,875.966,1.56109e-09,4.65288
 2p ,1,4, 3p ,9,1,875.972,1.47861e-17,4.69551
 2p ,1,4, 3p ,3,1,875.973,7.58507e-10,4.75313
 2p ,1,4, 3p ,1,1,875.98,1.37277e-13,4.72172
 2p ,1,4, 3d ,1,4,946.829,5.8301e-06,2.13971
 2p ,1,4, 3d ,5,8,951.055,1.77873e-13,2.11181
 2p ,1,4, 3d ,1,6,951.064,1.4263e-06,2.11181
 2p ,1,4, 3d ,3,8,951.064,4.65511e-06,2.11181
 2p ,1,4, 3d ,7,7,951.065,3.69977e-14,2.11181
 2p ,1,4, 3d ,5,7,951.076,1.82468e-13,2.11181
 2p ,1,4, 3d ,7,6,951.078,1.55032e-12,2.11181
 2p ,1,4, 3d ,1,5,951.08,1.04155e-05,2.11181
 2p ,1,4, 3d ,3,7,951.089,8.55045e-06,2.11181
 2p ,1,4, 3d ,5,6,951.417,1.03258e-13,2.11181
 2p ,1,4, 3d ,3,6,951.421,6.88966e-06,2.11181
 2p ,1,4, 3d ,7,5,951.427,3.87632e-14,2.11181
 2p ,1,4, 3d ,5,5,951.447,2.11959e-13,2.11181
 2p ,1,4, 3d ,3,5,951.448,2.71819e-07,2.11181
 2p ,1,4, 3d ,1,3,951.545,4.72808e-06,2.11181
 2p ,1,4, 3d ,7,4,951.549,3.0901e-13,2.11181
 2p ,1,4, 3d ,5,4,951.551,1.78583e-12,2.11181
 2p ,1,4, 3d ,3,4,951.558,6.94784e-06,2.11181
 2p ,1,4, 3d ,5,3,951.56,8.11919e-13,2.11181
 2p ,1,4, 3d ,9,3,951.561,1.32818e-24,2.11181
 2p ,1,4, 3d ,3,3,951.566,2.96055e-09,2.11181
 2p ,1,4, 3d ,7,3,951.566,1.94368e-12,2.11181
 2p ,1,4, 3d ,1,2,951.57,2.28198e-06,2.11181
 2p ,1,4, 3d ,7,2,951.659,2.09225e-12,2.11181
 2p ,1,4, 3d ,5,2,951.659,2.62273e-12,2.11181
 2p ,1,4, 3d ,1,1,951.666,2.84049e-07,2.11181
 2p ,1,4, 3d ,9,2,951.669,2.0948400000000002e-23,2.11181
 2p ,1,4, 3d ,3,2,951.671,8.12319e-08,2.11181
 2p ,1,4, 3d ,9,1,951.687,3.88339e-23,2.11181
 2p ,1,4, 3d ,7,1,951.688,1.56376e-12,2.11181
 2p ,1,4, 3d ,5,1,951.698,3.71728e-12,2.11181
 2p ,1,4, 3d ,11,1,0.0,0.0,2.11181
 2p ,1,4, 3d ,3,1,951.716,3.67308e-08,2.11181
 2p ,1,4, 4s ,5,1,952.392,1.27561e-26,2.11181
 2p ,1,4, 4s ,3,1,952.393,6.23175e-08,2.11181
 2p ,1,4, 4d ,1,1,957.454,8.44713e-08,2.11181
 2p ,3,7, 2p ,5,7,0.000270055,1.43176e-28,2.83245
 2p ,3,7, 2p ,3,6,0.0454932,2.63497e-22,2.15403
 2p ,3,7, 2p ,7,4,0.0460936,1.46925e-26,2.13431
 2p ,3,7, 2p ,5,6,0.0469873,8.9536e-22,2.12822
 2p ,3,7, 2p ,3,5,0.0808501,1.59808e-21,2.13379
 2p ,3,7, 2p ,5,5,0.0810924,1.1308199999999999e-20,2.14363
 2p ,3,7, 2p ,5,4,20.0413,1.87438e-13,2.1516
 2p ,3,7, 2p ,3,4,20.0427,2.19922e-13,2.14675
 2p ,3,7, 2p ,7,3,20.0439,1.06207e-16,2.15126
 2p ,3,7, 2p ,1,3,20.0462,1.41954e-13,2.15107
 2p ,3,7, 2p ,3,3,20.0702,5.41265e-15,2.16996
