Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
0 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 7 	 2 	   	  	 0.111814 	 2.35566e-23 	 2.63396e-24 	 13.6515
1 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 2 	   	  	 0.111813 	 6.329e-24 	 7.07664e-25 	 11.9754
2 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 9 	 1 	   	  	 0.112186 	 7.2958e-27 	 8.18487e-28 	 11.9878
3 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 7 	 1 	   	  	 0.112185 	 1.28565e-23 	 1.44231e-24 	 15.4039
4 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 1 	   	  	 0.112184 	 3.74327e-23 	 4.19935e-24 	 11.9654
5 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 3 	 1 	   	  	 0.112183 	 2.55062e-23 	 2.86136e-24 	 13.5966
6 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 7 	 3 	   	  	 0.306189 	 1.58675e-19 	 4.85845e-20 	 12.2336
7 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 3 	   	  	 7879.64 	 4.56918e-18 	 3.60035e-14 	 73.969
8 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 3 	   	  	 7879.64 	 8.46622e-15 	 6.67108e-11 	 65.2417
9 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 2 	   	  	 7879.8 	 1.40407e-09 	 1.10638e-05 	 71.5048
10 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 2 	   	  	 7879.8 	 4.37364e-10 	 3.44634e-06 	 53.0585
11 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 1 	   	  	 7879.8 	 1.40406e-09 	 1.10637e-05 	 74.1437
12 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 3 	 1 	   	  	 7879.8 	 1.22497e-09 	 9.65252e-06 	 41.1945
13 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 9 	 1 	   	  	 7879.8 	 4.88285e-23 	 3.84759e-19 	 60.4232
14 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 1 	   	  	 7879.8 	 1.05874e-09 	 8.34266e-06 	 100.085
15 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 7 	   	  	 8027.16 	 0.000182283 	 1.46321 	 11.1931
16 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 7 	   	  	 8027.16 	 0.000584247 	 4.68984 	 12.5091
17 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 9 	 4 	   	  	 8027.16 	 8.11708e-21 	 6.51571e-17 	 13.154
18 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 6 	   	  	 8027.16 	 0.000443217 	 3.55777 	 13.2207
19 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 6 	   	  	 8027.16 	 0.000586275 	 4.70612 	 11.1749
20 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 3 	 4 	   	  	 8027.16 	 0.000511166 	 4.10321 	 10.4656
21 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 5 	   	  	 8027.51 	 8.76452e-11 	 7.03573e-07 	 13.9755
22 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 5 	   	  	 8027.51 	 7.36239e-15 	 5.91017e-11 	 11.1395
23 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 9 	 3 	   	  	 8047.17 	 2.54225e-16 	 2.04579e-12 	 11.9254
24 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 4 	   	  	 8047.19 	 0.000712081 	 5.73025 	 11.2187
25 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 4 	   	  	 8047.19 	 0.00126414 	 10.1728 	 11.155
26 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 3 	   	  	 8047.19 	 0.00126406 	 10.1721 	 11.2298
27 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 3 	   	  	 8047.19 	 0.000220195 	 1.77195 	 12.6447
28 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 2 	   	  	 8047.27 	 2.7183e-08 	 0.000218749 	 11.963
29 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 2 	   	  	 8047.27 	 1.56585e-08 	 0.000126008 	 13.4309
30 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 9 	 2 	   	  	 8047.27 	 4.41162e-08 	 0.000355015 	 11.1841
31 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 3 	 2 	   	  	 8047.27 	 8.52409e-09 	 6.85957e-05 	 11.2819
32 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 9 	 1 	   	  	 8047.27 	 2.51506e-08 	 0.000202394 	 11.9168
33 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 1 	   	  	 8047.27 	 3.25441e-08 	 0.000261891 	 11.9679
34 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 1 	   	  	 8047.27 	 3.27817e-08 	 0.000263803 	 11.9802
35 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 3 	 1 	   	  	 8047.27 	 2.5755e-08 	 0.000207257 	 11.2733
36 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 11 	 1 	   	  	 0 	 0 	 0 	 10.4486
37 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 1 	 1 	   	  	 8047.27 	 1.37809e-08 	 0.000110899 	 11.3501
38 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5f)1  	 3 	 3 	   	  	 8047.49 	 1.67949e-11 	 1.35157e-07 	 10.4382
39 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 2 	   	  	 8854.19 	 1.0628e-12 	 9.41023e-09 	 33.1815
40 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 2 	   	  	 8854.19 	 3.49479e-12 	 3.09435e-08 	 44.1128
41 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 9 	 1 	   	  	 8854.19 	 3.36167e-24 	 2.97649e-20 	 42.5017
42 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 1 	   	  	 8854.19 	 2.63473e-12 	 2.33284e-08 	 41.7283
43 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 1 	   	  	 8854.19 	 3.41063e-12 	 3.01984e-08 	 33.3713
44 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 3 	 1 	   	  	 8854.19 	 2.9241e-12 	 2.58905e-08 	 19.0796
45 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 7 	 3 	   	  	 8854.31 	 6.60545e-16 	 5.84867e-12 	 39.217
46 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5f)1  	 5 	 3 	   	  	 8854.31 	 1.21914e-19 	 1.07946e-15 	 30.4357
47 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 3 	 4 	   	  	 8900.34 	 4.7976e-11 	 4.27003e-07 	 17.5643
48 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 7 	   	  	 8900.38 	 4.69258e-05 	 0.417657 	 23.5757
49 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 7 	   	  	 8900.38 	 6.93742e-05 	 0.617457 	 25.3402
50 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 4 	   	  	 8900.38 	 0.000118568 	 1.0553 	 22.4192
51 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 6 	   	  	 8900.38 	 8.89544e-05 	 0.791728 	 27.8354
52 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 6 	   	  	 8900.38 	 7.16427e-05 	 0.637647 	 25.889
53 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 9 	 4 	   	  	 8900.38 	 5.2072e-20 	 4.63461e-16 	 27.3728
54 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 9 	 3 	   	  	 8900.67 	 8.53259e-17 	 7.59458e-13 	 24.3882
55 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 3 	 3 	   	  	 8900.67 	 1.072e-10 	 9.54152e-07 	 17.5259
56 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 5 	   	  	 8900.69 	 9.3397e-12 	 8.31298e-08 	 27.671
57 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 5 	   	  	 8900.83 	 1.08861e-16 	 9.68953e-13 	 25.5491
58 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 4 	   	  	 8902.79 	 2.97792e-05 	 0.265118 	 25.5503
59 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 3 	   	  	 8902.79 	 0.000198604 	 1.76813 	 27.3696
60 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 2 	   	  	 8903.04 	 4.74644e-09 	 4.22577e-05 	 28.2272
61 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 2 	   	  	 8903.04 	 4.00351e-09 	 3.56434e-05 	 26.1585
62 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 9 	 2 	   	  	 8903.04 	 4.94758e-17 	 4.40485e-13 	 28.0835
63 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 7 	 1 	   	  	 8903.04 	 4.10564e-09 	 3.65527e-05 	 28.4782
64 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 3 	 2 	   	  	 8903.04 	 2.4546e-09 	 2.18534e-05 	 18.1887
65 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 1 	   	  	 8903.04 	 3.02955e-09 	 2.69722e-05 	 26.743
66 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 11 	 1 	   	  	 0 	 0 	 0 	 25.4365
67 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 3 	 1 	   	  	 8903.04 	 2.30044e-09 	 2.04809e-05 	 18.3109
68 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 1 	 1 	   	  	 8903.04 	 2.16292e-09 	 1.92566e-05 	 12.946
69 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 5 	 3 	   	  	 8903.1 	 3.74718e-11 	 3.33615e-07 	 25.2558
70 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5f)1  	 9 	 1 	   	  	 8903.34 	 2.03217e-15 	 1.80931e-11 	 30.4305
71 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 7 	 8 	   	  	 8978.16 	 1.31605e-06 	 0.0118157 	 9.71184
72 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 9 	 7 	   	  	 8978.16 	 8.65552e-08 	 0.000777106 	 9.71183
73 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 5 	 8 	   	  	 8978.16 	 1.05607e-06 	 0.00948157 	 9.71196
74 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 7 	 7 	   	  	 8978.16 	 4.65456e-07 	 0.00417894 	 9.71196
75 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 3 	 7 	   	  	 8978.16 	 7.11022e-07 	 0.00638367 	 9.71183
76 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 5 	 7 	   	  	 8978.16 	 2.80182e-07 	 0.00251552 	 9.71183
77 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 9 	 6 	   	  	 8978.16 	 2.13938e-06 	 0.0192077 	 9.71189
78 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 3 	 6 	   	  	 8978.16 	 1.79795e-07 	 0.00161423 	 9.71184
79 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 1 	 4 	   	  	 8978.16 	 4.45331e-07 	 0.00399825 	 9.71185
80 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 11 	 4 	   	  	 8978.45 	 3.17368e-18 	 2.84947e-14 	 9.71195
81 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5f)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5f)1   	 7 	 6 	   	  	 8978.52 	 7.11597e-12 	 6.38909e-08 	 9.71183
