Initial Config Label,Initial Config 2jj,Initial Config eig,Initial Config,Final Config Label,Final Config 2jj,Final Config eig,Final Config,Rate (s-1),Energy (eV)
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,13,0,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3.56517E+14,8047.1423399999985
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,3,0,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g*1,0.00000E+00,8047.1423399999985
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,5,0,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,0.00000E+00,8047.142240000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,5,1,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,0.00000E+00,8047.1422200000015
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,5,2,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g*1,0.00000E+00,8047.026340000004
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,5,3,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g*1,0.00000E+00,8027.035819999997
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,0,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.22171E+09,8047.1422200000015
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,1,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2.22014E+08,8047.1422200000015
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,2,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,6.67812E+09,8047.059450000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,3,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.20355E+08,8047.059430000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,4,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g*1,5.11407E-06,8027.043839999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,5,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.24800E+04,8027.035830000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,7,6,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4.54363E+04,8027.035819999997
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,0,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.31064E+13,8047.1422200000015
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,1,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.46813E+13,8047.1422200000015
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,2,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.40217E+12,8047.059450000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,3,1s2 2s2 2p*2 2p3 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4.05881E+13,8047.059430000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,4,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,8.46959E+13,8027.043830000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,5,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3.83376E+13,8027.035830000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2p,9,6,1s2 2s2 2p*1 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4.66749E+13,8027.035819999997
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,11,0,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2.99815E+08,7879.682990000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,5,0,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g*1,6.68582E-04,7879.682990000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,7,0,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4.36147E-04,7879.682990000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,7,1,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4.26638E-06,7879.682979999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,7,2,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g*1,6.45746E-05,7879.1075800000035
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,9,0,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,9.04504E+07,7879.682990000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,9,1,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,1.17120E+08,7879.682979999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,2s,9,2,1s2 2s1 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,6.92418E+07,7879.145060000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,1,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g*1,0.00000E+00,8978.636299999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,4.60668E+08,8978.635549999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,4.85351E+09,8978.635450000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,2,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,4.12791E+08,8978.516389999997
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,3,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,1.06796E+10,8978.516060000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,4,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,1.10924E+10,8978.516069999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,5,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,3.16843E+07,8978.030420000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,11,6,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,8.30866E+08,8978.02983
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,13,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,6.06339E+08,8978.636039999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,13,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,1.22707E+10,8978.635549999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,13,2,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,1.03331E+10,8978.516389999997
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,13,3,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,7.99634E+08,8978.030420000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,15,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,2.70789E+10,8978.636039999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,3,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,0.00000E+00,8978.636299999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,3,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,0.00000E+00,8978.636080000004
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,3,2,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g*1,0.00000E+00,8978.516519999997
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,3,3,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,0.00000E+00,8971.615579999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,4.35646E+04,8978.636080000004
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,1.01023E+04,8978.635820000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,2,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g*1,1.49853E-04,8978.35265
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,3,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,2.79209E+04,8978.51627
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,4,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g*1,3.58611E-01,8978.349029999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,5,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,1.83265E+05,8978.03067
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,5,6,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,1.48297E+04,8978.030200000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,2.90797E+08,8978.635820000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,5.91820E+07,8978.635569999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,2,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,3.04025E+09,8978.51627
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,3,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,2.74466E+08,8978.516069999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,4,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,9.79885E+09,8978.38723
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,5,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,2.74956E+08,8978.38678
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,6,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,2.33280E+08,8978.030200000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,7,7,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,2.15663E+07,8978.029849999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,1.49368E+09,8978.635569999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d5 4s1 5g1,2.40386E+08,8978.635439999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,2,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,7.12807E+09,8978.516069999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,3,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,5.16927E+08,8978.516060000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,4,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,1.70604E+08,8978.387139999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,5,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,7.27710E+09,8978.38678
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,6,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,5.45101E+08,8978.029849999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3d,9,7,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*3 3d6 4s1 5g1,4.73062E+07,8978.02983
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,11,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,5.94440E+11,8902.90898
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,11,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,1.60605E+13,8902.90872
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,11,2,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,7.92493E+12,8902.626790000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,11,3,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,1.45668E+13,8900.251130000004
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,13,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,4.75387E+13,8902.90902
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,3,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g*1,0.00000E+00,8902.90913
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,5,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,0.00000E+00,8902.909090000001
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,5,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,0.00000E+00,8902.908889999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,5,2,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g*1,0.00000E+00,8902.342060000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,5,3,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g*1,0.00000E+00,8900.21802
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,2.14890E+08,8902.908889999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,2.06830E+07,8902.908730000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,2,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,1.07186E+09,8902.664100000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,3,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,2.94249E+07,8902.663890000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,4,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g*1,3.99951E-01,8900.360890000004
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,5,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,6.43877E+06,8900.25114
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,7,6,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,2.49385E+05,8900.251080000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,3.21796E+12,8902.908730000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,1,1s2 2s2 2p*2 2p4 3s2 3p*2 3p3 3d*4 3d6 4s1 5g1,4.90407E+11,8902.90872
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,2,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,1.55754E+11,8902.664060000003
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,3,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,6.52418E+12,8902.66388
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,4,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g*1,1.50177E+05,8900.218
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,5,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,1.43073E+11,8900.25112
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3p,9,6,1s2 2s2 2p*2 2p4 3s2 3p*1 3p4 3d*4 3d6 4s1 5g1,9.93760E+12,8900.251080000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,11,0,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g1,5.99940E+07,8854.066039999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,5,0,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g*1,1.42200E-05,8854.066030000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,7,0,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g1,9.26521E-06,8854.066030000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,7,1,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g1,1.00788E-07,8854.066030000002
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,7,2,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g*1,1.24333E-07,8853.62515
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,9,0,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g1,1.77099E+07,8854.066039999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,9,1,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g1,2.38251E+07,8854.066039999998
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,3s,9,2,1s2 2s2 2p*2 2p4 3s1 3p*2 3p4 3d*4 3d6 4s1 5g1,1.46749E+07,8853.62517
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4s,7,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 5g*1,0.00000E+00,8979.116399999999
1s,11,0,1s1 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 4s1 5g1,4s,9,0,1s2 2s2 2p*2 2p4 3s2 3p*2 3p4 3d*4 3d6 5g1,5.92367E+06,8979.37315
