Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
3299 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 5 	   	  	 9.31245138356E+02 	 6.23175e-09 	 5.80329e-06 	 0.705156
3300 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 5 	   	  	 9.31245606543E+02 	 1.86295e-07 	 0.000173486 	 0.705156
3301 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 9 	 3 	   	  	 9.31352382553E+02 	 1.01985e-12 	 9.4984e-10 	 0.705158
3302 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 3 	   	  	 9.31357099644E+02 	 2.69002e-07 	 0.000250537 	 0.706025
3303 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 5 	   	  	 9.31360947667E+02 	 3.88723e-12 	 3.62041e-09 	 0.705158
3304 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 4 	   	  	 9.31361908553E+02 	 7.20814e-12 	 6.71339e-09 	 0.705156
3305 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 4 	   	  	 9.31362666451E+02 	 1.56803e-05 	 0.014604 	 0.705156
3306 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 4 	   	  	 9.31364920826E+02 	 9.73692e-06 	 0.00906863 	 0.705156
3307 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 3 	   	  	 9.31365304771E+02 	 6.95263e-07 	 0.000647544 	 0.705156
3308 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 3 	   	  	 9.31368563921E+02 	 1.88452e-06 	 0.00175518 	 0.705156
3309 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 3 	   	  	 9.31368588189E+02 	 4.80196e-12 	 4.47239e-09 	 0.705156
3310 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 2 	   	  	 9.31370187382E+02 	 1.01896e-05 	 0.00949029 	 0.705156
3311 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 2 	   	  	 9.31474287447E+02 	 8.95832e-12 	 8.34444e-09 	 0.705156
3312 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 2 	   	  	 9.31474507340E+02 	 1.06681e-05 	 0.00993706 	 0.705156
3313 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 1 	   	  	 9.31475012587E+02 	 4.764e-06 	 0.00443755 	 0.705156
3314 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 9 	 2 	   	  	 9.31479229915E+02 	 3.73576e-14 	 3.47978e-11 	 0.705156
3315 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 2 	   	  	 9.31479254570E+02 	 2.19428e-06 	 0.00204393 	 0.705156
3316 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 9 	 1 	   	  	 9.31489038056E+02 	 3.0064e-12 	 2.80043e-09 	 0.705156
3317 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 1 	   	  	 9.31489785961E+02 	 7.5224e-11 	 7.00704e-08 	 0.705156
3318 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 1 	   	  	 9.31493894021E+02 	 0.00017314 	 0.161279 	 0.705156
3319 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 11 	 1 	   	  	 9.31496207896E+02 	 6.73434e-19 	 6.27301e-16 	 0.705156
3320 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 1 	   	  	 9.31501452225E+02 	 5.87904e-05 	 0.0547633 	 0.705156
3321 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 6 	   	  	 9.31537256002E+02 	 4.73114e-10 	 4.40723e-07 	 0.705156
3322 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (5d)1        	 5 	 1 	   	  	 9.32209726370E+02 	 2.43116e-11 	 2.26635e-08 	 0.705156
3323 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (5d)1        	 3 	 1 	   	  	 9.32210052598E+02 	 3.29833e-11 	 3.07474e-08 	 0.705156
3324 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	  	  	 5d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1        	 1 	 1 	   	  	 9.37927429540E+02 	 2.73565e-10 	 2.56584e-07 	 0.705156
3325 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 4 	   	  	 1.34282302547E+02 	 5.73876e-18 	 7.70614e-16 	 158.748
3326 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 3 	   	  	 8.00517667870E+02 	 7.72075e-11 	 6.1806e-08 	 3.81587
3327 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 3 	   	  	 8.06729323809E+02 	 8.83827e-14 	 7.13009e-11 	 3.27333
3328 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 2 	   	  	 8.06900823658E+02 	 1.64821e-09 	 1.32994e-06 	 3.73743
3329 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 2 	   	  	 8.06900892489E+02 	 2.15738e-14 	 1.74079e-11 	 3.60157
3330 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 1 	   	  	 0 	 0 	 0 	 3.5684
3331 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 1 	   	  	 8.06921796375E+02 	 3.56681e-13 	 2.87814e-10 	 3.62423
3332 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	   	  	 8.06921890905E+02 	 1.94595e-06 	 0.00157023 	 3.73499
3333 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	   	  	 8.06921947168E+02 	 7.46015e-06 	 0.00601976 	 3.8893
3334 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 4 	   	  	 8.52995584331E+02 	 2.72567e-15 	 2.32498e-12 	 2.98503
3335 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 7 	   	  	 8.53087589846E+02 	 1.38377e-09 	 1.18048e-06 	 3.35541
3336 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 7 	   	  	 8.53087971838E+02 	 3.02352e-11 	 2.57933e-08 	 3.34118
3337 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 6 	   	  	 8.53106351459E+02 	 3.67416e-09 	 3.13445e-06 	 3.14797
3338 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 6 	   	  	 8.53108024550E+02 	 8.48575e-10 	 7.23926e-07 	 3.22825
3339 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 5 	   	  	 8.53243694722E+02 	 4.9621e-09 	 4.23388e-06 	 3.5088
3340 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 5 	   	  	 8.53244493208E+02 	 2.46327e-10 	 2.10177e-07 	 3.44953
3341 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 4 	   	  	 8.55508287583E+02 	 4.52585e-10 	 3.8719e-07 	 3.1987
3342 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 4 	   	  	 8.55509804108E+02 	 2.62445e-09 	 2.24524e-06 	 3.32049
3343 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 3 	   	  	 8.55510960688E+02 	 3.59324e-11 	 3.07406e-08 	 3.25679
3344 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 3 	   	  	 8.55512535437E+02 	 1.15882e-13 	 9.91385e-11 	 3.3967
3345 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 3 	   	  	 8.55517614080E+02 	 5.10579e-10 	 4.36809e-07 	 3.44154
3346 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 3 	   	  	 8.55520576784E+02 	 7.99038e-11 	 6.83593e-08 	 3.40334
3347 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 2 	   	  	 8.55746707151E+02 	 8.99926e-10 	 7.70109e-07 	 3.37406
3348 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 2 	   	  	 8.55747124512E+02 	 1.19452e-10 	 1.02221e-07 	 3.29473
3349 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 2 	   	  	 8.55747244924E+02 	 2.54808e-12 	 2.18051e-09 	 3.50134
3350 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 2 	   	  	 8.55749229168E+02 	 7.25269e-11 	 6.20648e-08 	 3.31573
3351 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 1 	   	  	 8.55763096827E+02 	 1.98658e-08 	 1.70004e-05 	 3.2486
3352 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 1 	   	  	 8.55764207096E+02 	 6.39863e-08 	 5.47572e-05 	 3.18974
3353 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 9 	 1 	   	  	 8.55767199606E+02 	 2.48754e-07 	 0.000212876 	 3.30532
3354 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 1 	   	  	 8.55767654864E+02 	 8.39657e-09 	 7.18551e-06 	 2.99729
3355 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 1 	   	  	 8.55770636641E+02 	 1.51639e-11 	 1.29768e-08 	 2.89062
3356 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 8 	   	  	 9.30870789688E+02 	 7.06571e-13 	 6.57726e-10 	 0.686736
3357 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 8 	   	  	 9.30874805241E+02 	 1.19846e-07 	 0.000111562 	 0.686736
3358 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 7 	   	  	 9.30875955501E+02 	 3.36597e-14 	 3.1333e-11 	 0.686748
3359 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 7 	   	  	 9.30880643626E+02 	 2.16164e-12 	 2.01223e-09 	 0.686736
3360 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 6 	   	  	 9.30880810361E+02 	 1.37078e-13 	 1.27603e-10 	 0.686841
3361 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 5 	   	  	 9.30881481792E+02 	 5.95585e-07 	 0.000554419 	 0.686927
3362 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 9 	 4 	   	  	 9.30886161955E+02 	 1.92758e-19 	 1.79436e-16 	 0.686844
3363 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 7 	   	  	 9.30886371967E+02 	 8.05851e-07 	 0.000750156 	 0.686736
3364 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 4 	   	  	 9.31229614910E+02 	 1.21421e-06 	 0.00113071 	 0.687347
3365 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 6 	   	  	 9.31230163650E+02 	 2.51937e-12 	 2.34611e-09 	 0.686736
3366 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 6 	   	  	 9.31231506137E+02 	 2.79153e-07 	 0.000259956 	 0.686736
3367 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 5 	   	  	 9.31244406283E+02 	 6.5682e-12 	 6.1166e-09 	 0.686736
3368 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 5 	   	  	 9.31244874471E+02 	 1.80557e-08 	 1.68143e-05 	 0.686736
3369 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 9 	 3 	   	  	 9.31351650480E+02 	 3.67919e-19 	 3.42662e-16 	 0.686738
3370 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 3 	   	  	 9.31356367571E+02 	 5.97644e-06 	 0.0055662 	 0.687605
3371 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 5 	   	  	 9.31360215594E+02 	 4.4056e-13 	 4.1032e-10 	 0.686738
3372 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 4 	   	  	 9.31361176480E+02 	 1.10019e-12 	 1.02467e-09 	 0.686736
3373 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 4 	   	  	 9.31361934378E+02 	 1.0779e-11 	 1.00392e-08 	 0.686736
3374 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 4 	   	  	 9.31364188754E+02 	 6.38777e-06 	 0.00594934 	 0.686736
3375 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 3 	   	  	 9.31364572699E+02 	 2.10308e-12 	 1.95873e-09 	 0.686736
3376 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 3 	   	  	 9.31367831848E+02 	 5.07354e-06 	 0.00472533 	 0.686736
3377 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 3 	   	  	 9.31367856117E+02 	 7.20002e-13 	 6.70587e-10 	 0.686736
