Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
0 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 3 	 3 	   	  	 6.19070857495E-04 	 9.29802e-26 	 5.75613e-29 	 2.80901
1 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 3 	 2 	   	  	 8.20053773702E-02 	 8.87696e-23 	 7.27958e-24 	 2.94899
2 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 2 	   	  	 8.20677507427E-02 	 7.91594e-21 	 6.49643e-22 	 2.95025
3 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 7 	 1 	   	  	 1.01031362363E-01 	 9.88399e-21 	 9.98593e-22 	 2.98151
4 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 1 	   	  	 1.01178303681E-01 	 8.85963e-20 	 8.96402e-21 	 2.92778
5 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 3 	 1 	   	  	 1.01275406358E-01 	 7.53176e-21 	 7.62782e-22 	 2.85963
6 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 1 	 1 	   	  	 1.01330826985E-01 	 1.24656e-22 	 1.26315e-23 	 2.83762
7 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 3 	   	  	 7.87962816113E+03 	 1.23546e-11 	 9.73497e-08 	 7.62982
8 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 3 	   	  	 7.87962839131E+03 	 6.90259e-10 	 5.43898e-06 	 7.86991
9 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 2 	   	  	 7.87977094566E+03 	 1.21656e-08 	 9.58621e-05 	 7.88096
10 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 2 	   	  	 7.87977100795E+03 	 8.99145e-09 	 7.08506e-05 	 8.0476
11 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 1 	   	  	 7.87979195119E+03 	 1.97456e-08 	 0.000155591 	 7.21888
12 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 1 	   	  	 7.87979208842E+03 	 1.00398e-08 	 7.91115e-05 	 7.97786
13 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	   	  	 7.87979217995E+03 	 2.92874e-09 	 2.30779e-05 	 7.63415
14 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	   	  	 7.87979223233E+03 	 3.31685e-18 	 2.61361e-14 	 7.39576
15 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 3 	   	  	 8.02340152073E+03 	 9.4058e-05 	 0.754665 	 16.5084
16 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 7 	   	  	 8.02712770536E+03 	 0.00465433 	 37.3609 	 2.10915
17 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 7 	   	  	 8.02712784634E+03 	 0.00398506 	 31.9886 	 2.102
18 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 4 	   	  	 8.02714878079E+03 	 6.28784e-16 	 5.04734e-12 	 2.04057
19 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 6 	   	  	 8.02714957112E+03 	 0.00135493 	 10.8762 	 2.09193
20 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 4 	   	  	 8.02715013260E+03 	 0.00826688 	 66.3595 	 2.07312
21 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 6 	   	  	 8.02715037413E+03 	 0.00419766 	 33.6952 	 2.03785
22 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 5 	   	  	 8.02718652282E+03 	 0.000191687 	 1.53871 	 2.11228
23 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 5 	   	  	 8.02718666192E+03 	 1.4262e-05 	 0.114484 	 2.07391
24 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 3 	   	  	 8.02782419698E+03 	 9.77657e-14 	 7.84846e-10 	 2.05147
25 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 4 	   	  	 8.04716255478E+03 	 0.00800824 	 64.4436 	 2.12879
26 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 4 	   	  	 8.04716314737E+03 	 0.0020294 	 16.3309 	 2.10906
27 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 3 	   	  	 8.04717485047E+03 	 0.00686603 	 55.2521 	 2.1261
28 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 3 	   	  	 8.04717630290E+03 	 0.00605873 	 48.7557 	 2.14093
29 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 2 	   	  	 8.04724181240E+03 	 1.56013e-07 	 0.00125547 	 2.132
30 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 2 	   	  	 8.04724206593E+03 	 1.93901e-06 	 0.0156037 	 2.13472
31 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 2 	   	  	 8.04724271767E+03 	 1.15775e-05 	 0.093167 	 2.13534
32 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 2 	   	  	 8.04724307962E+03 	 0.000166988 	 1.34379 	 2.12896
33 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 1 	   	  	 8.04725845861E+03 	 0.000151998 	 1.22317 	 2.12077
34 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 1 	   	  	 8.04725882435E+03 	 4.24581e-05 	 0.341671 	 2.12123
35 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 9 	 1 	   	  	 8.04725933892E+03 	 5.56563e-07 	 0.00447881 	 2.10514
36 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	   	  	 8.04725967156E+03 	 5.30879e-06 	 0.0427212 	 2.08932
37 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	   	  	 8.04726040363E+03 	 7.59182e-09 	 6.10934e-05 	 2.0709
38 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 4 	   	  	 8.18154270618E+03 	 9.98778e-06 	 0.0817154 	 159.445
39 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 3 	   	  	 8.84777807150E+03 	 1.69432e-12 	 1.4991e-08 	 4.51329
40 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 3 	   	  	 8.85398972744E+03 	 4.67705e-11 	 4.14106e-07 	 3.97075
41 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 2 	   	  	 8.85416122729E+03 	 9.0284e-11 	 7.99389e-07 	 4.43485
42 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 2 	   	  	 8.85416129612E+03 	 2.82227e-11 	 2.49888e-07 	 4.29899
43 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 7 	 1 	   	  	 8.85418206575E+03 	 4.03107e-14 	 3.56918e-10 	 4.26582
44 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 5 	 1 	   	  	 8.85418220001E+03 	 2.93339e-11 	 2.59728e-07 	 4.32165
45 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 3 	 1 	   	  	 8.85418229454E+03 	 2.09702e-11 	 1.85674e-07 	 4.43241
46 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5d)1  	 1 	 1 	   	  	 8.85418235080E+03 	 4.38618e-21 	 3.8836e-17 	 4.58672
47 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 4 	   	  	 8.90025598796E+03 	 2.10611e-11 	 1.87449e-07 	 3.68245
48 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 7 	   	  	 8.90034799348E+03 	 0.000683454 	 6.08298 	 4.05283
49 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 7 	   	  	 8.90034837547E+03 	 0.000620434 	 5.52208 	 4.0386
50 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 6 	   	  	 8.90036675509E+03 	 0.000241003 	 2.14502 	 3.84539
51 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 6 	   	  	 8.90036842818E+03 	 0.000619037 	 5.50966 	 3.92567
52 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 5 	   	  	 8.90050409836E+03 	 3.4286e-06 	 0.0305163 	 4.20622
53 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 5 	   	  	 8.90050489684E+03 	 2.40153e-06 	 0.0213748 	 4.14695
54 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 4 	   	  	 8.90276869122E+03 	 0.00101404 	 9.02776 	 3.89612
55 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 4 	   	  	 8.90277020774E+03 	 0.000107984 	 0.961357 	 4.01791
56 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 3 	   	  	 8.90277136432E+03 	 0.00246617 	 21.9557 	 3.95421
57 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 3 	   	  	 8.90277293907E+03 	 2.46509e-12 	 2.19461e-08 	 4.09412
58 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 3 	   	  	 8.90277801771E+03 	 0.000863915 	 7.69124 	 4.13896
59 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 3 	   	  	 8.90278098042E+03 	 0.000592887 	 5.27834 	 4.10076
60 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 2 	   	  	 8.90300711078E+03 	 3.29448e-06 	 0.0293308 	 4.07148
61 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 2 	   	  	 8.90300752815E+03 	 4.68332e-06 	 0.0416956 	 3.99215
62 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 2 	   	  	 8.90300764856E+03 	 2.50546e-08 	 0.000223061 	 4.19876
63 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 2 	   	  	 8.90300963280E+03 	 2.92676e-06 	 0.026057 	 4.01315
64 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 7 	 1 	   	  	 8.90302350046E+03 	 1.86085e-05 	 0.165672 	 3.94602
65 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 5 	 1 	   	  	 8.90302461073E+03 	 5.58319e-06 	 0.0497073 	 3.88716
66 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 9 	 1 	   	  	 8.90302760324E+03 	 8.68979e-08 	 0.000773654 	 4.00274
67 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 3 	 1 	   	  	 8.90302805850E+03 	 8.27922e-07 	 0.00737101 	 3.69471
68 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5d)1  	 1 	 1 	   	  	 8.90303104027E+03 	 1.63885e-09 	 1.45907e-05 	 3.58804
69 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 8 	   	  	 8.97813119332E+03 	 6.77406e-06 	 0.0608184 	 1.38416
70 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 8 	   	  	 8.97813520887E+03 	 5.63613e-06 	 0.0506019 	 1.38416
71 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 7 	   	  	 8.97813635913E+03 	 1.79805e-05 	 0.161431 	 1.38417
72 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 7 	   	  	 8.97814104726E+03 	 6.51202e-06 	 0.0584658 	 1.38416
73 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 7 	 6 	   	  	 8.97814121399E+03 	 1.80067e-10 	 1.61667e-06 	 1.38426
74 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 5 	   	  	 8.97814188543E+03 	 1.1817e-06 	 0.0106095 	 1.38435
75 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 9 	 4 	   	  	 8.97814656559E+03 	 2.27926e-05 	 0.204635 	 1.38427
76 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 7 	   	  	 8.97814677560E+03 	 3.10917e-06 	 0.0279146 	 1.38416
77 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 1 	 4 	   	  	 8.97849001854E+03 	 8.91134e-10 	 8.00104e-06 	 1.38477
78 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 5 	 6 	   	  	 8.97849056728E+03 	 4.59919e-08 	 0.000412938 	 1.38416
79 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  (5d)1  	 5 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5d)1   	 3 	 6 	   	  	 8.97849190977E+03 	 1.62688e-08 	 0.000146069 	 1.38416
