Initial Config Label,Initial Config 2jj,Initial Config eig,Final Config Label,Final Config 2jj,Final Config eig,Energy (eV),Intensity (a.u.),Energy width (eV)
 1s ,7,2, 2p ,9,2,8047.16,0.00756258,5.41198
 1s ,7,2, 2p ,3,2,8047.16,4.69291e-08,5.50977
 1s ,7,2, 2p ,9,1,8047.16,1.92195e-05,6.14463
 1s ,7,2, 2p ,7,1,8047.16,4.48708e-07,6.19581
 1s ,7,2, 2p ,5,1,8047.16,2.46628e-06,6.20804
 1s ,7,2, 2p ,3,1,8047.16,1.08071e-09,5.5012
 1s ,7,2, 2p ,11,1,8047.16,6.80448e-08,4.67644
 1s ,7,2, 2p ,1,1,0.0,0.0,5.578
 1s ,7,2, 2p ,3,3,8047.38,1.01939e-13,4.66604
 1s ,7,2, 3s ,5,2,8854.08,9.22114e-10,27.4094
 1s ,7,2, 3s ,7,2,8854.08,6.88914e-10,38.3407
 1s ,7,2, 3s ,9,1,8854.08,5.07897e-10,36.7296
 1s ,7,2, 3s ,7,1,8854.08,2.31602e-10,35.9562
 1s ,7,2, 3s ,5,1,8854.08,7.19745e-11,27.5992
 1s ,7,2, 3s ,3,1,8854.08,1.25341e-22,13.3075
 1s ,7,2, 3s ,7,3,8854.2,6.04755e-16,33.4449
 1s ,7,2, 3s ,5,3,8854.2,8.0398e-16,24.6636
 1s ,7,2, 3p ,3,4,8900.23,2.67818e-15,11.7922
 1s ,7,2, 3p ,5,7,8900.27,0.000239511,17.8036
 1s ,7,2, 3p ,7,7,8900.27,0.000140447,19.5681
 1s ,7,2, 3p ,5,4,8900.27,0.000119906,16.6471
 1s ,7,2, 3p ,7,6,8900.27,8.36151e-05,22.0633
 1s ,7,2, 3p ,5,6,8900.27,2.45795e-06,20.1169
 1s ,7,2, 3p ,9,4,8900.27,0.000123305,21.6007
 1s ,7,2, 3p ,9,3,8900.56,3.61134e-10,18.6161
 1s ,7,2, 3p ,3,3,8900.56,1.20976e-16,11.7538
 1s ,7,2, 3p ,7,5,8900.58,3.64989e-10,21.8989
 1s ,7,2, 3p ,5,5,8900.72,5.74785e-11,19.777
 1s ,7,2, 3p ,7,4,8902.68,4.76647e-06,19.7782
 1s ,7,2, 3p ,7,3,8902.68,0.000144289,21.5975
 1s ,7,2, 3p ,7,2,8902.92,0.000456756,22.4551
 1s ,7,2, 3p ,5,2,8902.92,0.000124356,20.3864
 1s ,7,2, 3p ,9,2,8902.93,0.000319634,22.3114
 1s ,7,2, 3p ,7,1,8902.93,5.84907e-06,22.7061
 1s ,7,2, 3p ,3,2,8902.93,7.08976e-09,12.4166
 1s ,7,2, 3p ,5,1,8902.93,2.09259e-05,20.9709
 1s ,7,2, 3p ,11,1,8902.93,1.10795e-08,19.6644
 1s ,7,2, 3p ,3,1,8902.93,7.81445e-10,12.5388
 1s ,7,2, 3p ,1,1,0.0,0.0,7.17389
 1s ,7,2, 3p ,5,3,8902.99,3.03191e-10,19.4837
 1s ,7,2, 3p ,9,1,8903.23,1.17107e-09,24.6584
 1s ,7,2, 3d ,7,8,8978.05,1.31067e-08,3.93972
 1s ,7,2, 3d ,9,7,8978.05,1.96596e-09,3.93971
 1s ,7,2, 3d ,5,8,8978.05,1.10137e-08,3.93984
 1s ,7,2, 3d ,7,7,8978.05,5.65613e-10,3.93984
 1s ,7,2, 3d ,3,7,8978.05,5.75164e-09,3.93971
 1s ,7,2, 3d ,5,7,8978.05,7.19535e-10,3.93971
 1s ,7,2, 3d ,9,6,8978.05,1.20069e-08,3.93977
 1s ,7,2, 3d ,3,6,8978.05,2.78763e-09,3.93972
 1s ,7,2, 3d ,1,4,8978.05,1.49714e-12,3.93973
 1s ,7,2, 3d ,11,4,8978.34,1.27127e-13,3.93983
 1s ,7,2, 3d ,7,6,8978.4,1.19734e-07,3.93971
 1s ,7,2, 3d ,5,6,8978.4,9.33363e-08,3.93971
 1s ,7,2, 3d ,9,5,8978.4,9.93406e-08,3.93971
 1s ,7,2, 3d ,7,5,8978.4,2.47824e-08,3.93971
 1s ,7,2, 3d ,3,5,8978.4,1.14033e-07,3.93973
 1s ,7,2, 3d ,5,5,8978.4,5.19224e-08,3.93971
 1s ,7,2, 3d ,11,3,8978.52,1.52404e-07,3.93971
 1s ,7,2, 3d ,9,4,8978.53,3.16388e-08,3.93971
 1s ,7,2, 3d ,7,4,8978.53,1.72202e-07,3.93971
 1s ,7,2, 3d ,7,3,8978.53,3.194e-09,3.93972
 1s ,7,2, 3d ,5,4,8978.53,1.32739e-07,3.93972
 1s ,7,2, 3d ,3,4,8978.53,6.6839e-08,3.93974
 1s ,7,2, 3d ,5,3,8978.53,1.81274e-08,3.93971
 1s ,7,2, 3d ,9,3,8978.53,1.48836e-07,3.93971
 1s ,7,2, 3d ,1,3,8978.53,2.85436e-12,3.93972
 1s ,7,2, 3d ,3,3,8978.53,4.39285e-08,3.93972
 1s ,7,2, 3d ,7,2,8978.65,1.48724e-07,3.93971
 1s ,7,2, 3d ,9,2,8978.65,3.14815e-07,3.93971
 1s ,7,2, 3d ,9,1,8978.65,5.96764e-09,3.93971
 1s ,7,2, 3d ,11,2,8978.65,7.28168e-08,3.93971
 1s ,7,2, 3d ,5,2,8978.65,5.59125e-08,3.93971
 1s ,7,2, 3d ,7,1,8978.65,1.28518e-08,3.93971
 1s ,7,2, 3d ,3,2,8978.65,1.3759e-08,3.93973
 1s ,7,2, 3d ,11,1,8978.65,4.92068e-07,3.93971
 1s ,7,2, 3d ,5,1,8978.65,9.49471e-09,3.93971
 1s ,7,2, 3d ,13,1,8978.65,8.18833e-12,3.93971
 1s ,7,2, 3d ,1,2,8978.65,1.93712e-12,3.93977
 1s ,7,2, 3d ,3,1,8978.65,2.81649e-09,3.93971
 1s ,7,2, 3d ,1,1,8978.65,1.16906e-13,3.93972
 1s ,7,2, 4s ,7,1,8979.39,6.07808e-11,3.93971
 1s ,7,2, 4s ,5,1,8979.39,8.06021e-11,3.93971
 1s ,7,2, 5f ,1,1,8985.41,1.24307e-15,3.93971
 1s ,5,2, 1s ,9,1,0.000372738,4.0694399999999995e-39,4.53959
 1s ,5,2, 1s ,7,1,0.000371502,9.242669999999999e-31,7.9557
 1s ,5,2, 1s ,5,1,0.000370295,1.35886e-30,4.51716
 1s ,5,2, 1s ,3,1,0.000369217,1.3339e-30,6.14834
 1s ,5,2, 1s ,7,3,0.194375,1.1284800000000001e-24,4.7854
 1s ,5,2, 2s ,7,3,7879.52,6.16521e-09,66.5208
 1s ,5,2, 2s ,5,3,7879.52,1.91475e-09,57.7935
 1s ,5,2, 2s ,7,2,7879.69,8.01544e-09,64.0566
 1s ,5,2, 2s ,5,2,7879.69,2.50913e-09,45.6103
 1s ,5,2, 2s ,5,1,7879.69,2.00965e-09,66.6955
 1s ,5,2, 2s ,3,1,7879.69,1.75708e-09,33.7463
 1s ,5,2, 2s ,9,1,7879.69,9.97114e-21,52.975
 1s ,5,2, 2s ,7,1,7879.69,1.50493e-09,92.6363
 1s ,5,2, 2p ,5,7,8027.05,0.00103905,3.74486
 1s ,5,2, 2p ,7,7,8027.05,0.00332187,5.06086
 1s ,5,2, 2p ,9,4,8027.05,2.14974e-12,5.70574
 1s ,5,2, 2p ,7,6,8027.05,0.000612362,5.77251
 1s ,5,2, 2p ,5,6,8027.05,0.000822054,3.72667
 1s ,5,2, 2p ,3,4,8027.05,0.000719688,3.01741
 1s ,5,2, 2p ,7,5,8027.4,1.04171e-09,6.52732
 1s ,5,2, 2p ,5,5,8027.4,5.98965e-14,3.6913
 1s ,5,2, 2p ,9,3,8047.06,2.52928e-07,4.47719
 1s ,5,2, 2p ,7,4,8047.07,0.000417692,3.7705
 1s ,5,2, 2p ,5,4,8047.07,0.000311206,3.70679
 1s ,5,2, 2p ,7,3,8047.07,0.00152174,3.78154
 1s ,5,2, 2p ,5,3,8047.07,0.000613546,5.19649
 1s ,5,2, 2p ,7,2,8047.16,0.00452402,4.51474
 1s ,5,2, 2p ,5,2,8047.16,0.00602174,5.98263
 1s ,5,2, 2p ,9,2,8047.16,1.56593e-07,3.73588
 1s ,5,2, 2p ,3,2,8047.16,0.00527053,3.83367
 1s ,5,2, 2p ,9,1,8047.16,2.43398e-08,4.46853
 1s ,5,2, 2p ,7,1,8047.16,5.36929e-07,4.51971
 1s ,5,2, 2p ,5,1,8047.16,1.33725e-05,4.53194
 1s ,5,2, 2p ,3,1,8047.16,1.40143e-05,3.8251
 1s ,5,2, 2p ,11,1,0.0,0.0,3.00034
 1s ,5,2, 2p ,1,1,8047.16,1.96288e-08,3.9019
 1s ,5,2, 2p ,3,3,8047.38,2.36201e-09,2.98994
 1s ,5,2, 3s ,5,2,8854.08,5.02291e-10,25.7333
 1s ,5,2, 3s ,7,2,8854.08,1.60476e-09,36.6646
 1s ,5,2, 3s ,9,1,8854.08,4.83972e-22,35.0535
 1s ,5,2, 3s ,7,1,8854.08,3.01265e-10,34.2801
 1s ,5,2, 3s ,5,1,8854.08,4.02246e-10,25.9231
 1s ,5,2, 3s ,3,1,8854.08,3.51631e-10,11.6314
 1s ,5,2, 3s ,7,3,8854.2,1.30944e-15,31.7688
 1s ,5,2, 3s ,5,3,8854.2,4.81887e-16,22.9875
 1s ,5,2, 3p ,3,4,8900.23,1.73849e-11,10.1161
 1s ,5,2, 3p ,5,7,8900.27,8.49763e-05,16.1275
 1s ,5,2, 3p ,7,7,8900.27,0.000429407,17.892
 1s ,5,2, 3p ,5,4,8900.27,1.0499e-05,14.971
 1s ,5,2, 3p ,7,6,8900.27,3.44868e-05,20.3872
 1s ,5,2, 3p ,5,6,8900.27,0.000135127,18.4408
 1s ,5,2, 3p ,9,4,8900.27,2.48597e-10,19.9246
 1s ,5,2, 3p ,9,3,8900.56,7.5284e-16,16.94
 1s ,5,2, 3p ,3,3,8900.56,4.83143e-10,10.0777
 1s ,5,2, 3p ,7,5,8900.58,3.66981e-09,20.2228
 1s ,5,2, 3p ,5,5,8900.72,3.06701e-11,18.1009
 1s ,5,2, 3p ,7,4,8902.68,0.000144465,18.1021
 1s ,5,2, 3p ,7,3,8902.68,0.000163013,19.9214
 1s ,5,2, 3p ,7,2,8902.92,0.00059675,20.779
 1s ,5,2, 3p ,5,2,8902.92,0.000689461,18.7103
 1s ,5,2, 3p ,9,2,8902.93,2.15649e-08,20.6353
 1s ,5,2, 3p ,7,1,8902.93,7.46606e-06,21.03
 1s ,5,2, 3p ,3,2,8902.93,0.000529676,10.7405
 1s ,5,2, 3p ,5,1,8902.93,0.000115285,19.2948
 1s ,5,2, 3p ,11,1,0.0,0.0,17.9883
 1s ,5,2, 3p ,3,1,8902.93,0.000175879,10.8627
 1s ,5,2, 3p ,1,1,8902.93,3.19601e-09,5.49779
 1s ,5,2, 3p ,5,3,8902.99,5.83412e-10,17.8076
 1s ,5,2, 3p ,9,1,8903.23,1.29802e-14,22.9823
 1s ,5,2, 3d ,7,8,8978.05,6.6611e-09,2.26362
 1s ,5,2, 3d ,9,7,8978.05,1.72647e-08,2.26361
 1s ,5,2, 3d ,5,8,8978.05,1.0254e-10,2.26374
 1s ,5,2, 3d ,7,7,8978.05,1.47674e-08,2.26374
 1s ,5,2, 3d ,3,7,8978.05,1.05459e-09,2.26361
 1s ,5,2, 3d ,5,7,8978.05,1.34145e-08,2.26361
 1s ,5,2, 3d ,9,6,8978.05,1.48942e-08,2.26367
 1s ,5,2, 3d ,3,6,8978.05,6.71192e-09,2.26362
 1s ,5,2, 3d ,1,4,8978.05,3.5179e-09,2.26363
 1s ,5,2, 3d ,11,4,8978.34,1.26332e-16,2.26373
 1s ,5,2, 3d ,7,6,8978.4,1.5664e-07,2.26361
 1s ,5,2, 3d ,5,6,8978.4,4.8686e-08,2.26361
 1s ,5,2, 3d ,9,5,8978.4,3.72293e-07,2.26361
 1s ,5,2, 3d ,7,5,8978.4,3.22405e-08,2.26361
 1s ,5,2, 3d ,3,5,8978.4,1.90018e-08,2.26363
 1s ,5,2, 3d ,5,5,8978.4,2.71897e-08,2.26361
 1s ,5,2, 3d ,11,3,8978.52,2.28075e-11,2.26361
 1s ,5,2, 3d ,9,4,8978.53,2.03302e-07,2.26361
 1s ,5,2, 3d ,7,4,8978.53,1.65819e-08,2.26361
 1s ,5,2, 3d ,7,3,8978.53,2.58582e-07,2.26362
 1s ,5,2, 3d ,5,4,8978.53,5.87366e-11,2.26362
 1s ,5,2, 3d ,3,4,8978.53,1.84979e-08,2.26364
 1s ,5,2, 3d ,5,3,8978.53,1.73649e-07,2.26361
 1s ,5,2, 3d ,9,3,8978.53,2.12368e-07,2.26361
 1s ,5,2, 3d ,1,3,8978.53,4.45339e-08,2.26362
 1s ,5,2, 3d ,3,3,8978.53,8.09075e-08,2.26362
 1s ,5,2, 3d ,7,2,8978.65,3.43861e-07,2.26361
 1s ,5,2, 3d ,9,2,8978.65,2.54256e-07,2.26361
 1s ,5,2, 3d ,9,1,8978.65,4.95826e-09,2.26361
 1s ,5,2, 3d ,11,2,8978.65,9.6962e-12,2.26361
 1s ,5,2, 3d ,5,2,8978.65,3.23221e-07,2.26361
 1s ,5,2, 3d ,7,1,8978.65,2.93589e-08,2.26361
 1s ,5,2, 3d ,3,2,8978.65,2.48757e-07,2.26363
 1s ,5,2, 3d ,11,1,8978.65,9.39443e-12,2.26361
 1s ,5,2, 3d ,5,1,8978.65,5.44207e-08,2.26361
 1s ,5,2, 3d ,13,1,0.0,0.0,2.26361
 1s ,5,2, 3d ,1,2,8978.65,1.45003e-07,2.26367
 1s ,5,2, 3d ,3,1,8978.65,5.05973e-08,2.26361
 1s ,5,2, 3d ,1,1,8978.65,1.93367e-08,2.26362
 1s ,5,2, 4s ,7,1,8979.39,1.4072e-10,2.26361
 1s ,5,2, 4s ,5,1,8979.39,4.38333e-11,2.26361
 1s ,5,2, 5f ,1,1,8985.41,1.60472e-15,2.26361
 1s ,9,1, 1s ,7,1,1.23674e-06,1.69477e-33,7.96807
 1s ,9,1, 1s ,5,1,2.44362e-06,1.7207499999999999e-43,4.52953
 1s ,9,1, 1s ,3,1,3.52162e-06,3.22573e-67,6.16071
 1s ,9,1, 1s ,7,3,0.194003,3.38751e-25,4.79777
 1s ,9,1, 2s ,7,3,7879.52,1.33446e-08,66.5332
 1s ,9,1, 2s ,5,3,7879.52,3.64479e-22,57.8059
 1s ,9,1, 2s ,7,2,7879.69,4.38988e-09,64.069
 1s ,9,1, 2s ,5,2,7879.69,1.1369099999999999e-20,45.6227
 1s ,9,1, 2s ,5,1,7879.69,1.82254e-16,66.7079
 1s ,9,1, 2s ,3,1,7879.69,2.07371e-16,33.7587
 1s ,9,1, 2s ,9,1,7879.69,1.60126e-08,52.9874
 1s ,9,1, 2s ,7,1,7879.69,5.80899e-09,92.6487
 1s ,9,1, 2p ,5,7,8027.05,2.13877e-12,3.75723
 1s ,9,1, 2p ,7,7,8027.05,0.00176724,5.07323
 1s ,9,1, 2p ,9,4,8027.05,0.00655869,5.71811
 1s ,9,1, 2p ,7,6,8027.05,0.00237356,5.78488
 1s ,9,1, 2p ,5,6,8027.05,6.63667e-13,3.73904
 1s ,9,1, 2p ,3,4,0.0,0.0,3.02978
 1s ,9,1, 2p ,7,5,8027.39,9.08893e-10,6.53969
 1s ,9,1, 2p ,5,5,8027.39,1.03719e-18,3.70367
 1s ,9,1, 2p ,9,3,8047.06,0.00322414,4.48956
 1s ,9,1, 2p ,7,4,8047.07,0.00131212,3.78287
 1s ,9,1, 2p ,5,4,8047.07,4.85304e-08,3.71916
 1s ,9,1, 2p ,7,3,8047.07,0.00074329,3.79391
 1s ,9,1, 2p ,5,3,8047.07,2.80198e-07,5.20886
 1s ,9,1, 2p ,7,2,8047.16,0.000694818,4.52711
 1s ,9,1, 2p ,5,2,8047.16,4.49861e-08,5.995
 1s ,9,1, 2p ,9,2,8047.16,0.00224313,3.74825
 1s ,9,1, 2p ,3,2,0.0,0.0,3.84604
 1s ,9,1, 2p ,9,1,8047.16,0.00390604,4.4809
 1s ,9,1, 2p ,7,1,8047.16,0.000538304,4.53208
 1s ,9,1, 2p ,5,1,8047.16,1.64278e-08,4.54431
 1s ,9,1, 2p ,3,1,0.0,0.0,3.83747
 1s ,9,1, 2p ,11,1,8047.16,0.0189376,3.01271
 1s ,9,1, 2p ,1,1,0.0,0.0,3.91427
 1s ,9,1, 2p ,3,3,0.0,0.0,3.00231
 1s ,9,1, 3s ,5,2,8854.08,5.583e-22,25.7457
 1s ,9,1, 3s ,7,2,8854.08,8.77221e-10,36.677
 1s ,9,1, 3s ,9,1,8854.08,3.20418e-09,35.0659
 1s ,9,1, 3s ,7,1,8854.08,1.16254e-09,34.2925
 1s ,9,1, 3s ,5,1,8854.08,7.468280000000001e-18,25.9355
 1s ,9,1, 3s ,3,1,8854.08,8.4939e-18,11.6437
 1s ,9,1, 3s ,7,3,8854.2,4.03165e-16,31.7812
 1s ,9,1, 3s ,5,3,8854.2,3.14812e-22,22.9999
 1s ,9,1, 3p ,3,4,0.0,0.0,10.1285
 1s ,9,1, 3p ,5,7,8900.27,1.95643e-10,16.1399
 1s ,9,1, 3p ,7,7,8900.27,0.000276659,17.9044
 1s ,9,1, 3p ,5,4,8900.27,2.50003e-16,14.9834
 1s ,9,1, 3p ,7,6,8900.27,0.000217025,20.3996
 1s ,9,1, 3p ,5,6,8900.27,1.27525e-10,18.4532
 1s ,9,1, 3p ,9,4,8900.27,0.000778149,19.937
 1s ,9,1, 3p ,9,3,8900.56,1.15407e-10,16.9524
 1s ,9,1, 3p ,3,3,0.0,0.0,10.0901
