Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
571 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 1 	   	  	 1.67879353980E+02 	 2.52171e-07 	 4.23343e-05 	 7.94337
572 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 2 	   	  	 1.67889326363E+02 	 3.17732e-15 	 5.33438e-13 	 7.92369
573 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 2 	   	  	 1.67892115484E+02 	 1.53859e-07 	 2.58317e-05 	 7.94874
574 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 1 	   	  	 1.67936682033E+02 	 8.66932e-15 	 1.4559e-12 	 7.97473
575 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 7 	 1 	   	  	 0 	 0 	 0 	 7.90255
576 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 1 	   	  	 1.67946625017E+02 	 2.56984e-08 	 4.31596e-06 	 7.98193
577 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	   	  	 9.74456847220E+02 	 1.51274e-07 	 0.00014741 	 10.043
578 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	   	  	 9.74463064428E+02 	 1.44852e-13 	 1.41153e-10 	 10.4436
579 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 2 	   	  	 9.74632159811E+02 	 1.39038e-16 	 1.35511e-13 	 10.8626
580 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 2 	   	  	 9.74635127953E+02 	 3.00983e-10 	 2.93349e-07 	 10.4797
581 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 1 	   	  	 9.74863316687E+02 	 6.72833e-09 	 6.5592e-06 	 9.9571
582 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 1 	   	  	 9.74868135631E+02 	 8.01087e-10 	 7.80954e-07 	 10.2972
583 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 1 	   	  	 9.74870953589E+02 	 3.58834e-15 	 3.49817e-12 	 10.283
584 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 1 	 6 	   	  	 1.02073344363E+03 	 7.64018e-07 	 0.000779859 	 10.0158
585 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 7 	   	  	 1.02073697340E+03 	 5.13609e-06 	 0.0052426 	 10.3944
586 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 5 	   	  	 1.02097389257E+03 	 1.63981e-05 	 0.016742 	 10.5116
587 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 1 	 5 	   	  	 1.02104537633E+03 	 4.2959e-06 	 0.00438631 	 9.87189
588 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 6 	   	  	 1.02105435163E+03 	 1.01046e-05 	 0.0103173 	 10.0848
589 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 1 	 4 	   	  	 1.02116910886E+03 	 6.8927e-09 	 7.03861e-06 	 10.0228
590 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 4 	   	  	 1.02321923656E+03 	 6.39667e-06 	 0.0065452 	 9.93087
591 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 1 	 3 	   	  	 1.02325166935E+03 	 6.97956e-06 	 0.00714185 	 9.96936
592 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 5 	 3 	   	  	 1.02331486931E+03 	 1.33415e-14 	 1.36526e-11 	 10.1446
593 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 1 	 1 	   	  	 1.02338819050E+03 	 1.14424e-05 	 0.01171 	 9.88799
594 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 1 	 2 	   	  	 1.02343649938E+03 	 4.72733e-07 	 0.000483812 	 9.73244
595 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 3 	   	  	 1.02346098832E+03 	 8.18865e-06 	 0.00838076 	 9.76022
596 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 5 	 2 	   	  	 1.02360011078E+03 	 5.22236e-12 	 5.34561e-09 	 9.85011
597 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 2 	   	  	 1.02360083478E+03 	 1.17301e-06 	 0.00120069 	 9.84953
598 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 5 	 1 	   	  	 1.02369766793E+03 	 1.03349e-11 	 1.05798e-08 	 10.1284
599 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 7 	 1 	   	  	 0 	 0 	 0 	 9.96108
600 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 3 	 1 	   	  	 1.02373336708E+03 	 9.3451e-07 	 0.000956689 	 9.93463
601 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1 (5p)1  	 5 	 4 	   	  	 1.02399308297E+03 	 8.08588e-13 	 8.27989e-10 	 10.2403
602 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 7 	   	  	 1.09859515669E+03 	 7.43829e-09 	 8.17167e-06 	 7.21654
603 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 7 	   	  	 1.09863192360E+03 	 1.48842e-08 	 1.63523e-05 	 7.21654
604 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 1 	 4 	   	  	 1.09866174657E+03 	 5.74174e-18 	 6.30823e-15 	 7.21654
605 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 6 	   	  	 1.09873276038E+03 	 3.66653e-08 	 4.02854e-05 	 7.21654
606 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 7 	 4 	   	  	 1.09877890261E+03 	 4.63299e-16 	 5.09063e-13 	 7.21654
607 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 6 	   	  	 1.09878856398E+03 	 2.76344e-08 	 3.03644e-05 	 7.21654
608 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 1 	 3 	   	  	 1.09905790965E+03 	 7.01267e-15 	 7.70733e-12 	 7.21654
609 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 5 	   	  	 1.09906563524E+03 	 4.06724e-10 	 4.47016e-07 	 7.21654
610 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 5 	   	  	 1.09908431923E+03 	 4.2192e-09 	 4.63726e-06 	 7.21654
611 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 4 	   	  	 1.09911688487E+03 	 9.47583e-10 	 1.0415e-06 	 7.21654
612 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 4 	   	  	 1.09911828036E+03 	 2.05045e-10 	 2.25369e-07 	 7.21654
613 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 7 	 3 	   	  	 1.09914185337E+03 	 9.92921e-15 	 1.09136e-11 	 7.21654
614 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 1 	 2 	   	  	 1.09917750158E+03 	 1.37349e-15 	 1.50971e-12 	 7.21654
615 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 3 	   	  	 1.09918741831E+03 	 1.33442e-10 	 1.46678e-07 	 7.21654
616 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 2 	   	  	 1.09927857358E+03 	 3.64337e-09 	 4.00508e-06 	 7.21654
617 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 3 	   	  	 1.09928368306E+03 	 1.44355e-09 	 1.58687e-06 	 7.21654
618 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 1 	 1 	   	  	 1.09928631260E+03 	 9.76397e-16 	 1.07334e-12 	 7.21654
619 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 2 	   	  	 1.09935597258E+03 	 6.46006e-12 	 7.10191e-09 	 7.21654
620 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 7 	 2 	   	  	 1.09936943541E+03 	 2.57327e-19 	 2.82897e-16 	 7.21654
621 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 3 	 1 	   	  	 1.09937605381E+03 	 2.07935e-09 	 2.28599e-06 	 7.21654
622 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 7 	 1 	   	  	 1.09941476786E+03 	 2.76977e-14 	 3.04513e-11 	 7.21654
623 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 9 	 1 	   	  	 0 	 0 	 0 	 7.21654
624 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1 (5p)1   	 5 	 1 	   	  	 1.09946543315E+03 	 1.81766e-09 	 1.99845e-06 	 7.21654
625 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (5p)1        	 3 	 1 	   	  	 1.09995032260E+03 	 9.02716e-07 	 0.000992943 	 7.21654
626 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (5p)1        	 1 	 1 	   	  	 1.09995652678E+03 	 1.24853e-12 	 1.37333e-09 	 7.21654
627 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	  	  	 5p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1        	 1 	 1 	   	  	 1.10502840079E+03 	 2.44426e-10 	 2.70098e-07 	 7.21654
628 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 2 	   	  	 1.74945759370E-01 	 4.16781e-18 	 7.29141e-19 	 13.7092
629 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 2 	   	  	 1.81672586125E-01 	 2.68411e-19 	 4.87629e-20 	 13.5106
630 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 1 	   	  	 3.96622048330E-01 	 5.46071e-21 	 2.16584e-21 	 12.4976
631 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 1 	   	  	 4.01273221976E-01 	 5.55128e-21 	 2.22758e-21 	 13.9372
632 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 1 	   	  	 4.03920756164E-01 	 1.0905e-21 	 4.40476e-22 	 13.2647
633 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 4 	   	  	 1.42478599059E+02 	 2.33137e-11 	 3.3217e-09 	 37.6661
634 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 6 	   	  	 1.47419641391E+02 	 3.44673e-07 	 5.08116e-05 	 7.55388
635 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 7 	   	  	 1.47422157253E+02 	 4.32971e-07 	 6.38295e-05 	 7.59566
636 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 5 	   	  	 1.47755193092E+02 	 8.29745e-10 	 1.22599e-07 	 7.59484
637 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 6 	   	  	 1.47761706482E+02 	 5.02115e-09 	 7.41934e-07 	 7.56744
638 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 4 	   	  	 1.47783703856E+02 	 1.6933e-09 	 2.50242e-07 	 7.63615
639 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 5 	   	  	 1.47788804601E+02 	 5.39462e-12 	 7.97264e-10 	 7.53529
640 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 4 	   	  	 1.67482236290E+02 	 5.28179e-07 	 8.84606e-05 	 7.62753
641 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 3 	   	  	 1.67486147160E+02 	 1.77833e-06 	 0.000297846 	 7.6205
642 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 3 	   	  	 1.67487919562E+02 	 6.49902e-08 	 1.08851e-05 	 7.60921
643 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 2 	   	  	 1.67770995025E+02 	 1.58165e-08 	 2.65355e-06 	 7.52208
644 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	   	  	 1.67784131108E+02 	 1.68078e-08 	 2.82008e-06 	 7.55078
645 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 1 	 1 	   	  	 1.67808523790E+02 	 1.87197e-10 	 3.14133e-08 	 7.57735
646 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 2 	   	  	 1.67818496173E+02 	 3.52001e-11 	 5.90723e-09 	 7.55767
647 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 2 	   	  	 1.67821285294E+02 	 6.79775e-11 	 1.14081e-08 	 7.58272
648 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 5 	 1 	   	  	 1.67865851844E+02 	 1.19246e-10 	 2.00173e-08 	 7.60872
649 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 3 	 3 	  	  	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1 (5p)1  	 7 	 1 	   	  	 1.67867036457E+02 	 7.77436e-16 	 1.30506e-13 	 7.53653
