Initial Config Label,Initial Config 2jj,Initial Config eig,Final Config Label,Final Config 2jj,Final Config eig,Energy (eV),Intensity (a.u.),Energy width (eV)
 1s ,7,3, 1s ,5,3,0.0667131383912,1.12341e-19,2.61825
 1s ,7,3, 1s ,7,2,0.160058437153,1.5666999999999999e-21,2.92987
 1s ,7,3, 1s ,5,2,0.160056670826,1.5398399999999999e-22,2.84351
 1s ,7,3, 1s ,9,1,0.160522968059,1.01555e-21,2.69784
 1s ,7,3, 1s ,7,1,0.160520855728,1.71699e-22,2.70208
 1s ,7,3, 1s ,5,1,0.160518575775,9.02015e-23,2.70523
 1s ,7,3, 1s ,3,1,0.160516629074,6.42912e-27,2.71533
 1s ,7,3, 2s ,5,3,7879.69585971,4.36102e-12,7.28989
 1s ,7,3, 2s ,7,3,7879.6958678,7.74844e-13,7.16552
 1s ,7,3, 2s ,7,2,7879.84942135,6.55724e-09,7.53825
 1s ,7,3, 2s ,5,2,7879.84941968,8.72333e-09,7.52675
 1s ,7,3, 2s ,5,1,7879.8499117,2.64715e-09,7.4229
 1s ,7,3, 2s ,3,1,7879.84990994,7.94253e-22,7.37424
 1s ,7,3, 2s ,9,1,7879.84991619,1.85439e-08,6.92757
 1s ,7,3, 2s ,7,1,7879.84991383,8.46049e-09,7.60794
 1s ,7,3, 2p ,5,7,8027.20773004,0.00368061,1.92503
 1s ,7,3, 2p ,7,7,8027.20773184,0.00277647,1.91311
 1s ,7,3, 2p ,9,4,8027.20822955,0.00782872,1.85664
 1s ,7,3, 2p ,7,6,8027.20822756,0.00356378,1.91333
 1s ,7,3, 2p ,5,6,8027.20822883,0.001117,1.9149
 1s ,7,3, 2p ,3,4,8027.20822599,1.11418e-16,1.93536
 1s ,7,3, 2p ,7,5,8027.24920761,1.33498e-08,1.90889
 1s ,7,3, 2p ,5,5,8027.24921141,6.89751e-09,1.9053
 1s ,7,3, 2p ,7,4,8047.23398636,0.00821908,1.94749
 1s ,7,3, 2p ,5,4,8047.2340038,0.00102689,1.94242
 1s ,7,3, 2p ,7,3,8047.23428672,0.00396093,1.93915
 1s ,7,3, 2p ,5,3,8047.23429166,0.00806646,1.92956
 1s ,7,3, 2p ,9,3,8047.27554531,5.44949e-07,1.89408
 1s ,7,3, 2p ,3,3,8047.27558328,1.48335e-07,1.89583
 1s ,7,3, 2p ,7,2,8047.31661646,3.90514e-07,1.95285
 1s ,7,3, 2p ,5,2,8047.31664801,2.36708e-07,1.94495
 1s ,7,3, 2p ,9,2,8047.31669031,5.80282e-07,1.93097
 1s ,7,3, 2p ,3,2,8047.31672139,1.49555e-07,1.94711
 1s ,7,3, 2p ,7,1,8047.31703286,1.52389e-07,1.94798
 1s ,7,3, 2p ,9,1,8047.31703744,2.65357e-07,1.93871
 1s ,7,3, 2p ,5,1,8047.31707314,7.40239e-08,1.95987
 1s ,7,3, 2p ,3,1,8047.31712214,2.29956e-08,1.96651
 1s ,7,3, 2p ,11,1,8047.31711011,5.06622e-07,1.88007
 1s ,7,3, 2p ,1,1,0.0,0.0,1.97747
 1s ,7,3, 3s ,7,3,8853.99675245,1.80008e-13,3.59987
 1s ,7,3, 3s ,5,3,8854.05665718,3.98978e-13,3.71982
 1s ,7,3, 3s ,7,2,8854.24106931,6.43103e-12,3.95686
 1s ,7,3, 3s ,5,2,8854.24106753,8.77602e-12,4.06429
 1s ,7,3, 3s ,3,1,8854.24153917,1.19137e-22,4.10797
 1s ,7,3, 3s ,9,1,8854.24154562,1.22139e-11,3.46744
 1s ,7,3, 3s ,7,1,8854.24154352,5.79415e-12,3.95442
 1s ,7,3, 3s ,5,1,8854.24154118,1.86891e-12,4.02052
 1s ,7,3, 3p ,3,4,8900.42604207,4.49452e-14,3.76668
 1s ,7,3, 3p ,3,3,8900.42603813,2.56013e-16,3.76673
 1s ,7,3, 3p ,5,7,8900.42737573,0.000382592,3.82802
 1s ,7,3, 3p ,7,7,8900.42739438,0.000627148,3.71647
 1s ,7,3, 3p ,7,6,8900.42782099,0.000344078,3.71665
 1s ,7,3, 3p ,5,6,8900.42790625,0.000350251,3.82933
 1s ,7,3, 3p ,9,4,8900.42795144,0.00119976,3.00271
 1s ,7,3, 3p ,7,5,8900.57068957,1.61164e-08,3.79234
 1s ,7,3, 3p ,5,5,8900.57069317,7.252e-09,3.8743
 1s ,7,3, 3p ,9,3,8901.56052975,9.47053e-07,1.20633
 1s ,7,3, 3p ,7,4,8902.83999545,0.00126122,3.58468
 1s ,7,3, 3p ,5,4,8902.84003794,8.89052e-06,3.70101
 1s ,7,3, 3p ,7,3,8902.84086383,0.000134038,3.66893
 1s ,7,3, 3p ,5,3,8902.84106861,0.00103499,3.59577
 1s ,7,3, 3p ,7,2,8903.08456782,7.59225e-08,3.74436
 1s ,7,3, 3p ,5,2,8903.08482488,2.20807e-08,3.7232
 1s ,7,3, 3p ,9,2,8903.08486088,1.42131e-07,3.47154
 1s ,7,3, 3p ,7,1,8903.08507257,3.13033e-08,3.72552
 1s ,7,3, 3p ,3,2,8903.08565511,9.55393e-09,3.77876
 1s ,7,3, 3p ,9,1,8903.08571611,7.22395e-08,3.81595
 1s ,7,3, 3p ,5,1,8903.08575214,2.72054e-08,3.73742
 1s ,7,3, 3p ,11,1,8903.08605157,7.90503e-08,2.28805
 1s ,7,3, 3p ,3,1,8903.08648619,1.74133e-08,3.81746
 1s ,7,3, 3p ,1,1,0.0,0.0,4.38963
 1s ,7,3, 3d ,11,4,8977.04344454,4.17784e-12,1.20633
 1s ,7,3, 3d ,1,4,8977.29108817,8.91282e-20,1.20633
 1s ,7,3, 3d ,7,8,8978.20576175,2.45935e-06,1.20633
 1s ,7,3, 3d ,9,7,8978.20589702,1.35895e-05,1.20633
 1s ,7,3, 3d ,5,8,8978.20624096,1.57777e-06,1.20652
 1s ,7,3, 3d ,7,7,8978.20632871,8.92599e-06,1.20652
 1s ,7,3, 3d ,11,3,8978.20652378,1.79009e-05,1.20645
 1s ,7,3, 3d ,3,7,8978.20792493,1.02769e-06,1.20633
 1s ,7,3, 3d ,5,7,8978.2079384,6.98526e-06,1.20633
 1s ,7,3, 3d ,9,6,8978.20829744,6.45339e-07,1.20645
 1s ,7,3, 3d ,3,6,8978.20980819,4.70353e-06,1.20634
 1s ,7,3, 3d ,1,3,8978.20991327,1.97867e-16,1.20635
 1s ,7,3, 3d ,7,6,8978.56332628,6.57185e-10,1.20633
 1s ,7,3, 3d ,5,6,8978.56337278,2.82095e-11,1.20633
 1s ,7,3, 3d ,9,5,8978.56474591,6.80036e-10,1.20633
 1s ,7,3, 3d ,7,5,8978.56494065,6.93812e-11,1.20633
 1s ,7,3, 3d ,3,5,8978.56523573,7.53348e-13,1.20636
 1s ,7,3, 3d ,5,5,8978.56540546,6.32842e-10,1.20633
 1s ,7,3, 3d ,9,4,8978.6924019,9.6212e-07,1.20633
 1s ,7,3, 3d ,7,4,8978.6924201,5.06895e-08,1.20633
 1s ,7,3, 3d ,7,3,8978.69259382,7.78228e-07,1.20635
 1s ,7,3, 3d ,5,4,8978.69260178,8.53119e-08,1.20635
 1s ,7,3, 3d ,3,4,8978.69358893,6.12807e-08,1.20636
 1s ,7,3, 3d ,5,3,8978.69361048,5.43024e-07,1.20633
 1s ,7,3, 3d ,9,3,8978.69380886,6.55949e-08,1.20634
 1s ,7,3, 3d ,3,3,8978.69456489,3.62093e-07,1.20634
 1s ,7,3, 3d ,7,2,8978.81110513,1.96137e-10,1.20633
 1s ,7,3, 3d ,9,2,8978.81120109,4.65171e-10,1.20633
 1s ,7,3, 3d ,9,1,8978.81147026,1.36851e-10,1.20633
 1s ,7,3, 3d ,11,2,8978.81158712,6.19713e-10,1.20633
 1s ,7,3, 3d ,5,2,8978.81196253,1.6734e-10,1.20633
 1s ,7,3, 3d ,7,1,8978.81220054,3.35899e-10,1.20633
 1s ,7,3, 3d ,3,2,8978.81319978,1.26245e-10,1.20633
 1s ,7,3, 3d ,5,1,8978.81340977,2.50085e-10,1.20633
 1s ,7,3, 3d ,11,1,8978.813413,1.74824e-10,1.20633
 1s ,7,3, 3d ,13,1,8978.81377554,7.51774e-10,1.20633
 1s ,7,3, 3d ,1,2,8978.81432188,7.41873e-11,1.20633
 1s ,7,3, 3d ,3,1,8978.81452931,1.26477e-10,1.20633
 1s ,7,3, 3d ,1,1,8978.81519357,3.26264e-11,1.20633
 1s ,7,3, 4s ,7,1,8979.54974898,5.18766e-12,1.20633
 1s ,7,3, 4s ,5,1,8979.54974526,5.86546e-12,1.20633
 1s ,7,3, 4f ,1,1,8985.25988986,2.12376e-10,1.20633
 1s ,5,3, 1s ,7,2,0.0933452987617,3.8527e-23,3.13546
 1s ,5,3, 1s ,5,2,0.0933435324348,2.85852e-22,3.0491
 1s ,5,3, 1s ,9,1,0.0938098296679,4.53022e-27,2.90343
 1s ,5,3, 1s ,7,1,0.0938077173368,1.10511e-22,2.90767
 1s ,5,3, 1s ,5,1,0.0938054373835,2.55427e-23,2.91082
 1s ,5,3, 1s ,3,1,0.0938034906825,5.03967e-23,2.92092
 1s ,5,3, 2s ,5,3,7879.62914658,1.0576e-13,7.49548
 1s ,5,3, 2s ,7,3,7879.62915466,1.35123e-12,7.37111
 1s ,5,3, 2s ,7,2,7879.78270821,9.67031e-09,7.74384
 1s ,5,3, 2s ,5,2,7879.78270655,3.03576e-09,7.73234
 1s ,5,3, 2s ,5,1,7879.78319856,9.50953e-09,7.62849
 1s ,5,3, 2s ,3,1,7879.7831968,8.33965e-09,7.57983
 1s ,5,3, 2s ,9,1,7879.78320305,1.29636e-19,7.13316
 1s ,5,3, 2s ,7,1,7879.78320069,7.12431e-09,7.81353
 1s ,5,3, 2p ,5,7,8027.1410169,0.00126846,2.13062
 1s ,5,3, 2p ,7,7,8027.1410187,0.00402847,2.1187
 1s ,5,3, 2p ,9,4,8027.14151641,2.10147e-16,2.06223
 1s ,5,3, 2p ,7,6,8027.14151442,0.00298474,2.11892
 1s ,5,3, 2p ,5,6,8027.14151569,0.00397269,2.12048
 1s ,5,3, 2p ,3,4,8027.14151285,0.00348337,2.14095
 1s ,5,3, 2p ,7,5,8027.18249447,3.23419e-08,2.11448
 1s ,5,3, 2p ,5,5,8027.18249827,1.21626e-08,2.11089
 1s ,5,3, 2p ,7,4,8047.16727323,0.00446082,2.15308
 1s ,5,3, 2p ,5,4,8047.16729066,0.00901769,2.148
 1s ,5,3, 2p ,7,3,8047.16757358,0.00901325,2.14474
 1s ,5,3, 2p ,5,3,8047.16757852,0.00110843,2.13515
 1s ,5,3, 2p ,9,3,8047.20883217,2.84596e-07,2.09967
 1s ,5,3, 2p ,3,3,8047.20887014,2.02794e-07,2.10142
 1s ,5,3, 2p ,7,2,8047.24990332,2.08572e-07,2.15844
 1s ,5,3, 2p ,5,2,8047.24993487,2.27151e-07,2.15054
 1s ,5,3, 2p ,9,2,8047.24997717,2.87472e-07,2.13656
 1s ,5,3, 2p ,3,2,8047.25000825,2.17822e-07,2.15271
 1s ,5,3, 2p ,7,1,8047.25031973,2.55854e-07,2.15358
 1s ,5,3, 2p ,9,1,8047.2503243,1.85263e-07,2.1443
 1s ,5,3, 2p ,5,1,8047.25036,2.35136e-07,2.16546
 1s ,5,3, 2p ,3,1,8047.250409,1.75328e-07,2.1721
 1s ,5,3, 2p ,11,1,0.0,0.0,2.08566
 1s ,5,3, 2p ,1,1,8047.250438,9.39125e-08,2.18306
 1s ,5,3, 3s ,7,3,8853.93003931,4.31827e-13,3.80546
 1s ,5,3, 3s ,5,3,8853.98994404,8.78503e-15,3.92541
 1s ,5,3, 3s ,7,2,8854.17435618,1.81141e-11,4.16245
 1s ,5,3, 3s ,5,2,8854.17435439,5.97465e-12,4.26988
 1s ,5,3, 3s ,3,1,8854.17482604,1.2968e-11,4.31356
 1s ,5,3, 3s ,9,1,8854.17483248,7.66145e-21,3.67303
 1s ,5,3, 3s ,7,1,8854.17483038,1.00479e-11,4.16001
 1s ,5,3, 3s ,5,1,8854.17482805,1.42053e-11,4.22611
 1s ,5,3, 3p ,3,4,8900.35932893,0.000540469,3.97227
 1s ,5,3, 3p ,3,3,8900.35932499,0.000540604,3.97232
 1s ,5,3, 3p ,5,7,8900.36066259,0.000393777,4.03361
 1s ,5,3, 3p ,7,7,8900.36068125,0.000392848,3.92206
 1s ,5,3, 3p ,7,6,8900.36110785,0.000685429,3.92224
 1s ,5,3, 3p ,5,6,8900.36119311,0.000413872,4.03492
 1s ,5,3, 3p ,9,4,8900.3612383,2.00132e-14,3.2083
 1s ,5,3, 3p ,7,5,8900.50397643,1.48288e-08,3.99793
 1s ,5,3, 3p ,5,5,8900.50398003,3.69627e-10,4.07989
 1s ,5,3, 3p ,9,3,8901.49381661,6.36604e-17,1.41192
 1s ,5,3, 3p ,7,4,8902.77328231,0.00015584,3.79027
 1s ,5,3, 3p ,5,4,8902.77332481,0.00115629,3.9066
 1s ,5,3, 3p ,7,3,8902.77415069,0.0013989,3.87452
 1s ,5,3, 3p ,5,3,8902.77435547,1.15287e-05,3.80136
 1s ,5,3, 3p ,7,2,8903.01785468,4.0418e-08,3.94995
 1s ,5,3, 3p ,5,2,8903.01811174,6.90418e-08,3.92879
 1s ,5,3, 3p ,9,2,8903.01814774,5.12163e-10,3.67713
 1s ,5,3, 3p ,7,1,8903.01835944,3.72389e-08,3.93111
 1s ,5,3, 3p ,3,2,8903.01894197,6.9849e-08,3.98435
 1s ,5,3, 3p ,9,1,8903.01900297,7.35771e-08,4.02154
 1s ,5,3, 3p ,5,1,8903.019039,3.1665e-08,3.94301
 1s ,5,3, 3p ,11,1,0.0,0.0,2.49364
 1s ,5,3, 3p ,3,1,8903.01977305,3.31079e-08,4.02305
 1s ,5,3, 3p ,1,1,8903.01995941,1.47197e-08,4.59522
 1s ,5,3, 3d ,11,4,8976.9767314,3.6132e-14,1.41192
 1s ,5,3, 3d ,1,4,8977.22437503,3.66914e-11,1.41192
 1s ,5,3, 3d ,7,8,8978.13904861,9.95277e-06,1.41192
 1s ,5,3, 3d ,9,7,8978.13918388,7.22855e-07,1.41192
 1s ,5,3, 3d ,5,8,8978.13952782,7.76739e-06,1.41211
 1s ,5,3, 3d ,7,7,8978.13961557,2.76068e-06,1.41211
 1s ,5,3, 3d ,11,3,8978.13981064,5.15715e-15,1.41204
 1s ,5,3, 3d ,3,7,8978.14121179,5.21254e-06,1.41192
 1s ,5,3, 3d ,5,7,8978.14122526,1.76998e-06,1.41192
 1s ,5,3, 3d ,9,6,8978.1415843,1.51671e-05,1.41204
 1s ,5,3, 3d ,3,6,8978.14309505,1.14768e-06,1.41193
 1s ,5,3, 3d ,1,3,8978.14320013,3.18073e-06,1.41194
 1s ,5,3, 3d ,7,6,8978.49661314,5.76891e-11,1.41192
 1s ,5,3, 3d ,5,6,8978.49665964,4.40391e-10,1.41192
 1s ,5,3, 3d ,9,5,8978.49803277,1.72877e-10,1.41192
 1s ,5,3, 3d ,7,5,8978.49822751,6.84909e-10,1.41192
 1s ,5,3, 3d ,3,5,8978.4985226,3.49337e-10,1.41195
 1s ,5,3, 3d ,5,5,8978.49869232,1.37668e-11,1.41192
 1s ,5,3, 3d ,9,4,8978.62568876,6.61349e-08,1.41192
 1s ,5,3, 3d ,7,4,8978.62570696,8.6715e-07,1.41192
 1s ,5,3, 3d ,7,3,8978.62588068,5.07648e-08,1.41194
 1s ,5,3, 3d ,5,4,8978.62588864,5.98614e-07,1.41194
 1s ,5,3, 3d ,3,4,8978.62687579,3.94237e-07,1.41195
 1s ,5,3, 3d ,5,3,8978.62689734,8.88233e-08,1.41192
 1s ,5,3, 3d ,9,3,8978.62709572,1.09148e-06,1.41193
 1s ,5,3, 3d ,3,3,8978.62785175,6.46589e-08,1.41193
 1s ,5,3, 3d ,7,2,8978.74439199,3.54982e-10,1.41192
 1s ,5,3, 3d ,9,2,8978.74448795,2.85713e-10,1.41192
 1s ,5,3, 3d ,9,1,8978.74475712,4.63204e-10,1.41192
 1s ,5,3, 3d ,11,2,8978.74487398,3.28474e-11,1.41192
 1s ,5,3, 3d ,5,2,8978.74524939,2.21393e-10,1.41192
 1s ,5,3, 3d ,7,1,8978.7454874,1.95389e-10,1.41192
 1s ,5,3, 3d ,3,2,8978.74648664,1.20189e-10,1.41192
 1s ,5,3, 3d ,5,1,8978.74669664,1.9992e-10,1.41192
 1s ,5,3, 3d ,11,1,8978.74669986,6.78586e-10,1.41192
 1s ,5,3, 3d ,13,1,0.0,0.0,1.41192
 1s ,5,3, 3d ,1,2,8978.74760875,4.05738e-11,1.41192
 1s ,5,3, 3d ,3,1,8978.74781617,1.64804e-10,1.41192
 1s ,5,3, 3d ,1,1,8978.74848043,9.53685e-11,1.41192
 1s ,5,3, 4s ,7,1,8979.48303584,6.73027e-14,1.41192
 1s ,5,3, 4s ,5,1,8979.48303212,8.37176e-16,1.41192
 1s ,5,3, 4f ,1,1,8985.19317672,1.01326e-11,1.41192
 1s ,7,2, 1s ,5,2,1.76632689505e-06,2.3378e-33,3.36072
 1s ,7,2, 1s ,9,1,0.000464530906131,3.3585200000000004e-30,3.21505
 1s ,7,2, 1s ,7,1,0.000462418575099,4.04241e-30,3.21929
 1s ,7,2, 1s ,5,1,0.000460138621728,2.60626e-30,3.22244
 1s ,7,2, 1s ,3,1,0.000458191920773,2.74915e-38,3.23254
 1s ,7,2, 2s ,5,3,7879.53580128,8.22122e-09,7.8071
 1s ,7,2, 2s ,7,3,7879.53580936,6.13755e-09,7.68273
 1s ,7,2, 2s ,7,2,7879.68936292,7.83763e-09,8.05546
 1s ,7,2, 2s ,5,2,7879.68936125,1.05271e-08,8.04396
 1s ,7,2, 2s ,5,1,7879.68985326,8.20376e-10,7.94011
 1s ,7,2, 2s ,3,1,7879.6898515,7.70915e-21,7.89145
 1s ,7,2, 2s ,9,1,7879.68985775,5.82199e-09,7.44478
 1s ,7,2, 2s ,7,1,7879.68985539,2.64908e-09,8.12515
 1s ,7,2, 2p ,5,7,8027.04767161,0.00436851,2.44224
 1s ,7,2, 2p ,7,7,8027.0476734,0.00324721,2.43032
 1s ,7,2, 2p ,9,4,8027.04817111,0.00238464,2.37385
 1s ,7,2, 2p ,7,6,8027.04816912,0.00108983,2.43054
 1s ,7,2, 2p ,5,6,8027.0481704,0.000336291,2.4321
 1s ,7,2, 2p ,3,4,8027.04816755,1.49791e-12,2.45257
 1s ,7,2, 2p ,7,5,8027.08914917,0.00242447,2.4261
 1s ,7,2, 2p ,5,5,8027.08915297,0.00319665,2.42251
 1s ,7,2, 2p ,7,4,8047.07392793,0.000362408,2.4647
 1s ,7,2, 2p ,5,4,8047.07394536,0.000423715,2.45962
 1s ,7,2, 2p ,7,3,8047.07422828,0.00178458,2.45636
 1s ,7,2, 2p ,5,3,8047.07423322,0.00188751,2.44677
 1s ,7,2, 2p ,9,3,8047.11548687,0.0171703,2.41129
 1s ,7,2, 2p ,3,3,8047.11552484,1.08328e-07,2.41304
 1s ,7,2, 2p ,7,2,8047.15655803,0.00793054,2.47006
 1s ,7,2, 2p ,5,2,8047.15658957,0.00247411,2.46216
 1s ,7,2, 2p ,9,2,8047.15663187,0.0171922,2.44818
 1s ,7,2, 2p ,3,2,8047.15666296,1.08122e-07,2.46433
 1s ,7,2, 2p ,7,1,8047.15697443,2.24325e-06,2.4652
 1s ,7,2, 2p ,9,1,8047.156979,0.0001224,2.45592
 1s ,7,2, 2p ,5,1,8047.1570147,1.30707e-05,2.47708
 1s ,7,2, 2p ,3,1,8047.1570637,1.62541e-09,2.48372
 1s ,7,2, 2p ,11,1,8047.15705167,1.56093e-07,2.39728
 1s ,7,2, 2p ,1,1,0.0,0.0,2.49468
 1s ,7,2, 3s ,7,3,8853.83669401,1.05064e-09,4.11708
 1s ,7,2, 3s ,5,3,8853.89659874,1.69501e-09,4.23703
 1s ,7,2, 3s ,7,2,8854.08101088,1.5695e-09,4.47407
 1s ,7,2, 3s ,5,2,8854.08100909,2.10811e-09,4.5815
 1s ,7,2, 3s ,3,1,8854.08148074,3.79022e-22,4.62518
 1s ,7,2, 3s ,9,1,8854.08148719,1.16514e-09,3.98465
 1s ,7,2, 3s ,7,1,8854.08148508,5.30122e-10,4.47163
 1s ,7,2, 3s ,5,1,8854.08148275,1.64129e-10,4.53773
 1s ,7,2, 3p ,3,4,8900.26598363,1.72091e-10,4.28389
 1s ,7,2, 3p ,3,3,8900.26597969,1.69997e-10,4.28394
 1s ,7,2, 3p ,5,7,8900.26731729,0.000553213,4.34523
 1s ,7,2, 3p ,7,7,8900.26733595,0.000279853,4.23368
 1s ,7,2, 3p ,7,6,8900.26776256,0.000231625,4.23386
 1s ,7,2, 3p ,5,6,8900.26784781,8.60235e-08,4.34654
 1s ,7,2, 3p ,9,4,8900.267893,0.000282912,3.51992
 1s ,7,2, 3p ,7,5,8900.41063113,0.00032479,4.30955
 1s ,7,2, 3p ,5,5,8900.41063473,0.000428163,4.39151
 1s ,7,2, 3p ,9,3,8901.40047131,9.91296e-09,1.72354
 1s ,7,2, 3p ,7,4,8902.67993701,5.62368e-06,4.10189
 1s ,7,2, 3p ,5,4,8902.67997951,0.000216388,4.21822
 1s ,7,2, 3p ,7,3,8902.68080539,0.000335782,4.18614
 1s ,7,2, 3p ,5,3,8902.68101017,0.000149691,4.11298
 1s ,7,2, 3p ,7,2,8902.92450938,0.00102989,4.26157
 1s ,7,2, 3p ,5,2,8902.92476645,0.000264216,4.24041
 1s ,7,2, 3p ,9,2,8902.92480244,0.000549973,3.98875
 1s ,7,2, 3p ,7,1,8902.92501414,2.67733e-05,4.24273
 1s ,7,2, 3p ,3,2,8902.92559667,1.48312e-08,4.29597
 1s ,7,2, 3p ,9,1,8902.92565767,0.00176442,4.33316
 1s ,7,2, 3p ,5,1,8902.9256937,6.91956e-05,4.25463
 1s ,7,2, 3p ,11,1,8902.92599314,2.54163e-08,2.80526
 1s ,7,2, 3p ,3,1,8902.92642775,3.22104e-09,4.33467
 1s ,7,2, 3p ,1,1,0.0,0.0,4.90684
 1s ,7,2, 3d ,11,4,8976.8833861,9.86086e-11,1.72354
 1s ,7,2, 3d ,1,4,8977.13102973,9.16957e-17,1.72354
 1s ,7,2, 3d ,7,8,8978.04570331,3.04801e-08,1.72354
 1s ,7,2, 3d ,9,7,8978.04583858,4.89431e-09,1.72354
 1s ,7,2, 3d ,5,8,8978.04618252,2.46738e-08,1.72373
 1s ,7,2, 3d ,7,7,8978.04627027,7.17979e-10,1.72373
 1s ,7,2, 3d ,11,3,8978.04646535,2.8128e-08,1.72366
 1s ,7,2, 3d ,3,7,8978.04786649,1.25821e-08,1.72354
 1s ,7,2, 3d ,5,7,8978.04787996,2.08824e-09,1.72354
 1s ,7,2, 3d ,9,6,8978.048239,2.71157e-08,1.72366
 1s ,7,2, 3d ,3,6,8978.04974975,6.92125e-09,1.72355
 1s ,7,2, 3d ,1,3,8978.04985483,3.41246e-12,1.72356
 1s ,7,2, 3d ,7,6,8978.40326784,2.66602e-07,1.72354
 1s ,7,2, 3d ,5,6,8978.40331434,2.01284e-07,1.72354
 1s ,7,2, 3d ,9,5,8978.40468747,2.30094e-07,1.72354
 1s ,7,2, 3d ,7,5,8978.40488221,6.54836e-08,1.72354
 1s ,7,2, 3d ,3,5,8978.4051773,2.56023e-07,1.72357
 1s ,7,2, 3d ,5,5,8978.40534702,1.30173e-07,1.72354
 1s ,7,2, 3d ,9,4,8978.53234346,7.04236e-08,1.72354
 1s ,7,2, 3d ,7,4,8978.53236166,3.96191e-07,1.72354
 1s ,7,2, 3d ,7,3,8978.53253538,2.70203e-09,1.72356
 1s ,7,2, 3d ,5,4,8978.53254335,3.04798e-07,1.72356
 1s ,7,2, 3d ,3,4,8978.53353049,1.54206e-07,1.72357
 1s ,7,2, 3d ,5,3,8978.53355204,3.8756e-08,1.72354
 1s ,7,2, 3d ,9,3,8978.53375043,3.44555e-07,1.72355
 1s ,7,2, 3d ,3,3,8978.53450645,1.00474e-07,1.72355
 1s ,7,2, 3d ,7,2,8978.65104669,3.2862e-07,1.72354
 1s ,7,2, 3d ,9,2,8978.65114265,6.79719e-07,1.72354
 1s ,7,2, 3d ,9,1,8978.65141183,4.90437e-08,1.72354
 1s ,7,2, 3d ,11,2,8978.65152869,1.37622e-07,1.72354
 1s ,7,2, 3d ,5,2,8978.65190409,1.23575e-07,1.72354
 1s ,7,2, 3d ,7,1,8978.6521421,4.10883e-08,1.72354
 1s ,7,2, 3d ,3,2,8978.65314134,3.03278e-08,1.72354
 1s ,7,2, 3d ,5,1,8978.65335134,2.78222e-08,1.72354
 1s ,7,2, 3d ,11,1,8978.65335456,1.1535e-06,1.72354
 1s ,7,2, 3d ,13,1,8978.65371711,1.87864e-11,1.72354
 1s ,7,2, 3d ,1,2,8978.65426345,4.23694e-12,1.72354
 1s ,7,2, 3d ,3,1,8978.65447087,8.54092e-09,1.72354
 1s ,7,2, 3d ,1,1,8978.65513513,4.93713e-13,1.72354
 1s ,7,2, 4s ,7,1,8979.38969054,1.39329e-10,1.72354
 1s ,7,2, 4s ,5,1,8979.38968683,1.83848e-10,1.72354
 1s ,7,2, 4f ,1,1,8985.09983142,3.32056e-15,1.72354
 1s ,5,2, 1s ,9,1,0.000466297233026,7.988839999999999e-39,3.12869
 1s ,5,2, 1s ,7,1,0.000464184901994,2.3325500000000002e-30,3.13293
 1s ,5,2, 1s ,5,1,0.000461904948623,4.03426e-30,3.13608
 1s ,5,2, 1s ,3,1,0.000459958247668,4.51792e-30,3.14618
 1s ,5,2, 2s ,5,3,7879.53580304,2.73981e-09,7.72074
 1s ,5,2, 2s ,7,3,7879.53581113,8.56304e-09,7.59637
 1s ,5,2, 2s ,7,2,7879.68936468,1.10816e-08,7.9691
 1s ,5,2, 2s ,5,2,7879.68936301,3.4763e-09,7.9576
 1s ,5,2, 2s ,5,1,7879.68985503,2.77567e-09,7.85375
 1s ,5,2, 2s ,3,1,7879.68985327,2.42444e-09,7.80509
 1s ,5,2, 2s ,9,1,7879.68985952,1.7374399999999998e-20,7.35842
 1s ,5,2, 2s ,7,1,7879.68985716,2.07842e-09,8.03879
 1s ,5,2, 2p ,5,7,8027.04767337,0.00144198,2.35588
 1s ,5,2, 2p ,7,7,8027.04767517,0.00460424,2.34396
 1s ,5,2, 2p ,9,4,8027.04817288,2.97574e-12,2.28749
 1s ,5,2, 2p ,7,6,8027.04817089,0.000846289,2.34418
 1s ,5,2, 2p ,5,6,8027.04817216,0.00113662,2.34574
 1s ,5,2, 2p ,3,4,8027.04816931,0.000993018,2.36621
 1s ,5,2, 2p ,7,5,8027.08915094,0.00338335,2.33974
 1s ,5,2, 2p ,5,5,8027.08915474,0.00105261,2.33615
 1s ,5,2, 2p ,7,4,8047.07392969,0.000659852,2.37834
 1s ,5,2, 2p ,5,4,8047.07394713,0.000366972,2.37326
 1s ,5,2, 2p ,7,3,8047.07423005,0.00202547,2.37
 1s ,5,2, 2p ,5,3,8047.07423499,0.000917161,2.36041
 1s ,5,2, 2p ,9,3,8047.11548864,2.22493e-07,2.32493
 1s ,5,2, 2p ,3,3,8047.11552661,0.00724729,2.32668
 1s ,5,2, 2p ,7,2,8047.15655979,0.00624797,2.3837
 1s ,5,2, 2p ,5,2,8047.15659134,0.00829748,2.3758
 1s ,5,2, 2p ,9,2,8047.15663364,2.21665e-07,2.36182
 1s ,5,2, 2p ,3,2,8047.15666472,0.00726176,2.37797
 1s ,5,2, 2p ,7,1,8047.15697619,1.55606e-06,2.37884
 1s ,5,2, 2p ,9,1,8047.15698076,2.81067e-08,2.36956
 1s ,5,2, 2p ,5,1,8047.15701647,4.26356e-05,2.39072
 1s ,5,2, 2p ,3,1,8047.15706546,4.6726e-05,2.39736
 1s ,5,2, 2p ,11,1,0.0,0.0,2.31092
