Initial Config Label,Initial Config 2jj,Initial Config eig,Final Config Label,Final Config 2jj,Final Config eig,Energy (eV),Intensity (a.u.),Energy width (eV)
 1s ,5,3, 3d ,3,8,8978.13520887,5.63613e-06,1.38416
 1s ,5,3, 3d ,7,7,8978.13635913,1.79805e-05,1.38417
 1s ,5,3, 3d ,5,7,8978.14104726,6.51202e-06,1.38416
 1s ,5,3, 3d ,7,6,8978.14121399,1.80067e-10,1.38426
 1s ,5,3, 3d ,1,5,8978.14188543,1.1817e-06,1.38435
 1s ,5,3, 3d ,9,4,8978.14656559,2.27926e-05,1.38427
 1s ,5,3, 3d ,3,7,8978.1467756,3.10917e-06,1.38416
 1s ,5,3, 3d ,1,4,8978.49001854,8.91134e-10,1.38477
 1s ,5,3, 3d ,5,6,8978.49056728,4.59919e-08,1.38416
 1s ,5,3, 3d ,3,6,8978.49190977,1.62688e-08,1.38416
 1s ,5,3, 3d ,5,5,8978.50480992,4.4605e-10,1.38416
 1s ,5,3, 3d ,3,5,8978.5052781,1.60987e-08,1.38416
 1s ,5,3, 3d ,9,3,8978.61205411,1.20363e-06,1.38416
 1s ,5,3, 3d ,1,3,8978.6167712,2.23528e-07,1.38503
 1s ,5,3, 3d ,7,5,8978.62061923,1.19734e-06,1.38416
 1s ,5,3, 3d ,7,4,8978.62158011,9.71865e-07,1.38416
 1s ,5,3, 3d ,5,4,8978.62233801,1.40901e-07,1.38416
 1s ,5,3, 3d ,3,4,8978.62459239,1.89727e-07,1.38416
 1s ,5,3, 3d ,5,3,8978.62497633,1.0022e-06,1.38416
 1s ,5,3, 3d ,3,3,8978.62823548,6.33842e-07,1.38416
 1s ,5,3, 3d ,7,3,8978.62825975,2.60161e-07,1.38416
 1s ,5,3, 3d ,1,2,8978.62985894,2.32187e-07,1.38416
 1s ,5,3, 3d ,7,2,8978.73395901,3.64475e-08,1.38416
 1s ,5,3, 3d ,5,2,8978.7341789,2.1953e-08,1.38416
 1s ,5,3, 3d ,1,1,8978.73468415,1.70478e-10,1.38416
 1s ,5,3, 3d ,9,2,8978.73890148,5.27327e-08,1.38416
 1s ,5,3, 3d ,3,2,8978.73892613,1.32861e-08,1.38416
 1s ,5,3, 3d ,9,1,8978.74870962,5.84165e-10,1.38416
 1s ,5,3, 3d ,7,1,8978.74945752,8.35925e-09,1.38416
 1s ,5,3, 3d ,5,1,8978.75356558,4.44114e-09,1.38416
 1s ,5,3, 3d ,11,1,8978.75587946,1.05427e-09,1.38416
 1s ,5,3, 3d ,3,1,8978.76112379,2.61739e-09,1.38416
 1s ,5,3, 3d ,1,6,8978.79692756,4.03583e-11,1.38416
 1s ,5,3, 4s ,5,1,8979.46939793,3.69356e-12,1.38416
 1s ,5,3, 4s ,3,1,8979.46972416,9.06135e-13,1.38416
 1s ,5,3, 5d ,1,1,8985.1871011,5.94147e-09,1.38416
 1s ,3,3, 1s ,3,2,0.0813863065127,1.1254700000000001e-23,2.98968
 1s ,3,3, 1s ,5,2,0.0814486798852,1.14405e-22,2.99094
 1s ,3,3, 1s ,7,1,0.100412291506,5.61077e-23,3.0222
 1s ,3,3, 1s ,5,1,0.100559232823,3.96277e-21,2.96847
 1s ,3,3, 1s ,3,1,0.1006563355,1.55416e-20,2.90032
 1s ,3,3, 1s ,1,1,0.100711756128,4.81492e-21,2.87831
 1s ,3,3, 2s ,3,3,7879.62754206,1.90943e-10,7.67051
 1s ,3,3, 2s ,5,3,7879.62777224,1.2779e-11,7.9106
 1s ,3,3, 2s ,3,2,7879.77032659,2.079e-09,7.92165
 1s ,3,3, 2s ,5,2,7879.77038888,1.02769e-08,8.08829
 1s ,3,3, 2s ,7,1,7879.79133212,2.52735e-16,7.25957
 1s ,3,3, 2s ,5,1,7879.79146935,9.12086e-09,8.01855
 1s ,3,3, 2s ,3,1,7879.79156088,8.6881e-09,7.67484
 1s ,3,3, 2s ,1,1,7879.79161326,4.83146e-09,7.43645
 1s ,3,3, 2p ,7,3,8023.40090166,2.0422e-08,16.5491
 1s ,3,3, 2p ,3,7,8027.12708629,0.00109689,2.14984
 1s ,3,3, 2p ,5,7,8027.12722727,0.00403675,2.14269
 1s ,3,3, 2p ,1,4,8027.14816172,0.00202347,2.08126
 1s ,3,3, 2p ,3,6,8027.14895205,0.00354192,2.13262
 1s ,3,3, 2p ,7,4,8027.14951353,1.64557e-17,2.11381
 1s ,3,3, 2p ,5,6,8027.14975506,0.00380082,2.07854
 1s ,3,3, 2p ,3,5,8027.18590374,5.53242e-06,2.15297
 1s ,3,3, 2p ,5,5,8027.18604285,0.00018463,2.1146
 1s ,3,3, 2p ,1,3,8027.82357791,2.13282e-07,2.09216
 1s ,3,3, 2p ,5,4,8047.16193571,0.00572187,2.16948
 1s ,3,3, 2p ,3,4,8047.1625283,0.00733228,2.14975
 1s ,3,3, 2p ,3,3,8047.1742314,0.00178021,2.16679
 1s ,3,3, 2p ,5,3,8047.17568383,0.00748218,2.18162
 1s ,3,3, 2p ,1,2,8047.24119333,0.00011476,2.17269
 1s ,3,3, 2p ,3,2,8047.24144686,0.000138071,2.17541
 1s ,3,3, 2p ,5,2,8047.2420986,5.32912e-05,2.17603
 1s ,3,3, 2p ,7,2,8047.24246055,3.52835e-07,2.16965
 1s ,3,3, 2p ,7,1,8047.25783954,2.27769e-07,2.16146
 1s ,3,3, 2p ,5,1,8047.25820528,4.14516e-05,2.16193
 1s ,3,3, 2p ,9,1,0.0,0.0,2.14583
 1s ,3,3, 2p ,3,1,8047.25905249,3.58191e-05,2.13001
 1s ,3,3, 2p ,1,1,8047.25978456,7.42665e-06,2.11159
 1s ,3,3, 3p ,7,4,8181.54208711,4.57177e-15,159.486
 1s ,3,3, 3s ,3,3,8847.77745243,1.93774e-13,4.55398
 1s ,3,3, 3s ,5,3,8853.98910837,3.32544e-13,4.01144
 1s ,3,3, 3s ,3,2,8854.16060822,1.50019e-12,4.47554
 1s ,3,3, 3s ,5,2,8854.16067705,3.9276e-11,4.33968
 1s ,3,3, 3s ,7,1,8854.18144668,2.8459e-18,4.30651
 1s ,3,3, 3s ,5,1,8854.18158094,3.4049e-11,4.36234
 1s ,3,3, 3s ,3,1,8854.18167547,5.80871e-12,4.4731
 1s ,3,3, 3s ,1,1,8854.18173173,1.03018e-14,4.62741
 1s ,3,3, 3p ,1,4,8900.25536889,3.60352e-09,3.72314
 1s ,3,3, 3p ,3,7,8900.34737441,0.000192497,4.09352
 1s ,3,3, 3p ,5,7,8900.3477564,0.000611882,4.07929
 1s ,3,3, 3p ,3,6,8900.36613602,0.00052164,3.88608
 1s ,3,3, 3p ,5,6,8900.36780911,0.000603724,3.96636
 1s ,3,3, 3p ,3,5,8900.50347928,3.5444e-07,4.24691
 1s ,3,3, 3p ,5,5,8900.50427777,3.38708e-06,4.18764
 1s ,3,3, 3p ,5,4,8902.76807215,0.00056838,3.93681
 1s ,3,3, 3p ,3,4,8902.76958867,0.00100354,4.0586
 1s ,3,3, 3p ,7,3,8902.77074525,2.41285e-13,3.9949
 1s ,3,3, 3p ,1,3,8902.77232,0.000600264,4.13481
 1s ,3,3, 3p ,3,3,8902.77739864,0.000106378,4.17965
 1s ,3,3, 3p ,5,3,8902.78036135,0.000956304,4.14145
 1s ,3,3, 3p ,3,2,8903.00649171,3.83712e-08,4.11217
 1s ,3,3, 3p ,5,2,8903.00690907,3.7764e-07,4.03284
 1s ,3,3, 3p ,1,2,8903.00702949,2.64303e-07,4.23945
 1s ,3,3, 3p ,7,2,8903.00901373,4.87289e-08,4.05384
 1s ,3,3, 3p ,7,1,8903.02288139,4.29333e-08,3.98671
 1s ,3,3, 3p ,5,1,8903.02399166,5.42821e-06,3.92785
 1s ,3,3, 3p ,9,1,0.0,0.0,4.04343
 1s ,3,3, 3p ,3,1,8903.02743943,4.99286e-06,3.7354
 1s ,3,3, 3p ,1,1,8903.0304212,1.09701e-06,3.62873
 1s ,3,3, 3d ,5,8,8978.13057425,6.37793e-06,1.42485
 1s ,3,3, 3d ,3,8,8978.1345898,3.14306e-06,1.42485
 1s ,3,3, 3d ,7,7,8978.13574006,1.40789e-13,1.42486
 1s ,3,3, 3d ,5,7,8978.14042819,6.81923e-06,1.42485
 1s ,3,3, 3d ,7,6,8978.14059492,1.73646e-05,1.42495
 1s ,3,3, 3d ,1,5,8978.14126635,3.21339e-06,1.42504
 1s ,3,3, 3d ,9,4,8978.14594652,2.86561e-15,1.42496
 1s ,3,3, 3d ,3,7,8978.14615653,5.77028e-06,1.42485
 1s ,3,3, 3d ,1,4,8978.48939947,3.53643e-09,1.42546
 1s ,3,3, 3d ,5,6,8978.48994821,1.59577e-08,1.42485
 1s ,3,3, 3d ,3,6,8978.4912907,3.59366e-09,1.42485
 1s ,3,3, 3d ,5,5,8978.50419085,9.87851e-09,1.42485
 1s ,3,3, 3d ,3,5,8978.50465903,1.84248e-11,1.42485
 1s ,3,3, 3d ,9,3,8978.61143504,3.3299e-14,1.42485
 1s ,3,3, 3d ,1,3,8978.61615213,1.41736e-07,1.42572
 1s ,3,3, 3d ,7,5,8978.62000016,2.39222e-10,1.42485
 1s ,3,3, 3d ,7,4,8978.62096104,1.81222e-07,1.42485
 1s ,3,3, 3d ,5,4,8978.62171894,7.29135e-07,1.42485
 1s ,3,3, 3d ,3,4,8978.62397332,4.46105e-07,1.42485
 1s ,3,3, 3d ,5,3,8978.62435726,1.28918e-07,1.42485
 1s ,3,3, 3d ,3,3,8978.62761641,8.14818e-08,1.42485
 1s ,3,3, 3d ,7,3,8978.62764068,1.26835e-06,1.42485
 1s ,3,3, 3d ,1,2,8978.62923987,1.11373e-07,1.42485
 1s ,3,3, 3d ,7,2,8978.73333994,2.59078e-08,1.42485
 1s ,3,3, 3d ,5,2,8978.73355983,1.62009e-08,1.42485
 1s ,3,3, 3d ,1,1,8978.73406508,1.85884e-09,1.42485
 1s ,3,3, 3d ,9,2,8978.7382824,3.70659e-10,1.42485
 1s ,3,3, 3d ,3,2,8978.73830706,9.39461e-09,1.42485
 1s ,3,3, 3d ,9,1,8978.74809055,4.28844e-10,1.42485
 1s ,3,3, 3d ,7,1,8978.74883845,3.39457e-09,1.42485
 1s ,3,3, 3d ,5,1,8978.75294651,1.40387e-09,1.42485
 1s ,3,3, 3d ,11,1,0.0,0.0,1.42485
 1s ,3,3, 3d ,3,1,8978.76050471,2.92028e-10,1.42485
 1s ,3,3, 3d ,1,6,8978.79630849,1.56183e-09,1.42485
 1s ,3,3, 4s ,5,1,8979.46877886,6.25551e-13,1.42485
 1s ,3,3, 4s ,3,1,8979.46910509,1.61771e-12,1.42485
 1s ,3,3, 5d ,1,1,8985.18648203,3.57148e-09,1.42485
 1s ,3,2, 1s ,5,2,6.23733724644e-05,8.35577e-29,3.13092
 1s ,3,2, 1s ,7,1,0.019025984993,5.749850000000001e-28,3.16218
 1s ,3,2, 1s ,5,1,0.0191729263104,8.79431e-26,3.10845
 1s ,3,2, 1s ,3,1,0.0192700289873,3.2636000000000003e-24,3.0403
 1s ,3,2, 1s ,1,1,0.0193254496151,1.87541e-24,3.01829
 1s ,3,2, 2s ,3,3,7879.54615575,2.05772e-09,7.81049
 1s ,3,2, 2s ,5,3,7879.54638594,1.06329e-08,8.05058
 1s ,3,2, 2s ,3,2,7879.68894028,2.64579e-09,8.06163
 1s ,3,2, 2s ,5,2,7879.68900257,1.00604e-08,8.22827
 1s ,3,2, 2s ,7,1,7879.70994581,6.71528e-17,7.39955
 1s ,3,2, 2s ,5,1,7879.71008305,2.88258e-09,8.15853
 1s ,3,2, 2s ,3,1,7879.71017458,3.15609e-09,7.81482
 1s ,3,2, 2s ,1,1,7879.71022695,1.92133e-09,7.57643
 1s ,3,2, 2p ,7,3,8023.31951535,6.64562e-09,16.689
 1s ,3,2, 2p ,3,7,8027.04569998,0.00131638,2.28982
 1s ,3,2, 2p ,5,7,8027.04584096,0.00573896,2.28266
 1s ,3,2, 2p ,1,4,8027.06677541,0.000787528,2.22124
 1s ,3,2, 2p ,3,6,8027.06756574,0.00133214,2.2726
 1s ,3,2, 2p ,7,4,8027.06812723,3.25102e-12,2.25379
 1s ,3,2, 2p ,5,6,8027.06836876,0.00118612,2.21852
 1s ,3,2, 2p ,3,5,8027.10451744,0.000480294,2.29295
 1s ,3,2, 2p ,5,5,8027.10465654,0.00198895,2.25458
 1s ,3,2, 2p ,1,3,8027.7421916,9.51291e-07,2.23214
 1s ,3,2, 2p ,5,4,8047.0805494,0.00127462,2.30946
 1s ,3,2, 2p ,3,4,8047.08114199,0.00128259,2.28973
 1s ,3,2, 2p ,3,3,8047.09284509,0.000628657,2.30677
 1s ,3,2, 2p ,5,3,8047.09429752,0.00244781,2.3216
 1s ,3,2, 2p ,1,2,8047.15980702,0.00488584,2.31267
 1s ,3,2, 2p ,3,2,8047.16006056,0.00786843,2.31539
 1s ,3,2, 2p ,5,2,8047.16071229,0.00674005,2.31601
 1s ,3,2, 2p ,7,2,8047.16107424,1.28379e-07,2.30963
 1s ,3,2, 2p ,7,1,8047.17645323,6.2928e-08,2.30144
 1s ,3,2, 2p ,5,1,8047.17681897,1.28145e-06,2.30191
 1s ,3,2, 2p ,9,1,0.0,0.0,2.28581
 1s ,3,2, 2p ,3,1,8047.17766618,5.53487e-06,2.26999
 1s ,3,2, 2p ,1,1,8047.17839826,1.68034e-06,2.25157
 1s ,3,2, 3p ,7,4,8181.4607008,1.2865e-14,159.626
 1s ,3,2, 3s ,3,3,8847.69606613,8.38277e-12,4.69396
 1s ,3,2, 3s ,5,3,8853.90772206,2.01661e-09,4.15142
 1s ,3,2, 3s ,3,2,8854.07922191,5.39295e-10,4.61552
 1s ,3,2, 3s ,5,2,8854.07929074,2.07068e-09,4.47966
 1s ,3,2, 3s ,7,1,8854.10006037,4.3662e-18,4.44649
 1s ,3,2, 3s ,5,1,8854.10019463,5.81989e-10,4.50232
 1s ,3,2, 3s ,3,1,8854.10028916,6.37625e-10,4.61308
 1s ,3,2, 3s ,1,1,8854.10034542,3.8837e-10,4.76739
 1s ,3,2, 3p ,1,4,8900.17398259,1.45562e-06,3.86312
 1s ,3,2, 3p ,3,7,8900.2659881,0.000122433,4.2335
 1s ,3,2, 3p ,5,7,8900.26637009,0.000585762,4.21927
 1s ,3,2, 3p ,3,6,8900.28474971,0.000176992,4.02606
 1s ,3,2, 3p ,5,6,8900.28642281,0.00013209,4.10634
 1s ,3,2, 3p ,3,5,8900.42209298,9.6579e-05,4.38689
 1s ,3,2, 3p ,5,5,8900.42289146,0.000400897,4.32762
 1s ,3,2, 3p ,5,4,8902.68668584,0.000142612,4.07679
 1s ,3,2, 3p ,3,4,8902.68820236,7.62097e-05,4.19858
 1s ,3,2, 3p ,7,3,8902.68935894,6.47203e-08,4.13488
 1s ,3,2, 3p ,1,3,8902.69093369,4.38235e-05,4.27479
 1s ,3,2, 3p ,3,3,8902.69601234,0.000130921,4.31963
 1s ,3,2, 3p ,5,3,8902.69897504,0.000358078,4.28143
 1s ,3,2, 3p ,3,2,8902.92510541,0.0011132,4.25215
 1s ,3,2, 3p ,5,2,8902.92552277,0.000963485,4.17282
 1s ,3,2, 3p ,1,2,8902.92564318,0.000705998,4.37943
 1s ,3,2, 3p ,7,2,8902.92762742,3.34469e-08,4.19382
 1s ,3,2, 3p ,7,1,8902.94149508,7.58139e-09,4.12669
 1s ,3,2, 3p ,5,1,8902.94260535,1.86653e-06,4.06783
 1s ,3,2, 3p ,9,1,0.0,0.0,4.18341
 1s ,3,2, 3p ,3,1,8902.94605312,7.43173e-06,3.87538
 1s ,3,2, 3p ,1,1,8902.9490349,2.04122e-06,3.76871
 1s ,3,2, 3d ,5,8,8978.04918794,1.01974e-08,1.56483
 1s ,3,2, 3d ,3,8,8978.0532035,1.13376e-09,1.56483
 1s ,3,2, 3d ,7,7,8978.05435376,4.37983e-08,1.56484
 1s ,3,2, 3d ,5,7,8978.05904188,2.59994e-08,1.56483
 1s ,3,2, 3d ,7,6,8978.05920862,1.9291e-09,1.56493
 1s ,3,2, 3d ,1,5,8978.05988005,3.87151e-09,1.56502
 1s ,3,2, 3d ,9,4,8978.06456021,1.97428e-11,1.56494
 1s ,3,2, 3d ,3,7,8978.06477022,2.16505e-08,1.56483
 1s ,3,2, 3d ,1,4,8978.40801317,6.64886e-09,1.56544
 1s ,3,2, 3d ,5,6,8978.40856191,2.6467e-07,1.56483
 1s ,3,2, 3d ,3,6,8978.40990439,7.56221e-08,1.56483
 1s ,3,2, 3d ,5,5,8978.42280454,4.67944e-09,1.56483
 1s ,3,2, 3d ,3,5,8978.42327273,7.78312e-09,1.56483
 1s ,3,2, 3d ,9,3,8978.53004874,3.81431e-11,1.56483
 1s ,3,2, 3d ,1,3,8978.53476583,1.35146e-08,1.5657
 1s ,3,2, 3d ,7,5,8978.53861385,5.49028e-07,1.56483
 1s ,3,2, 3d ,7,4,8978.53957474,3.45791e-07,1.56483
 1s ,3,2, 3d ,5,4,8978.54033263,1.32112e-07,1.56483
 1s ,3,2, 3d ,3,4,8978.54258701,5.56473e-09,1.56483
 1s ,3,2, 3d ,5,3,8978.54297095,3.27161e-07,1.56483
 1s ,3,2, 3d ,3,3,8978.5462301,2.60988e-07,1.56483
 1s ,3,2, 3d ,7,3,8978.54625437,2.94386e-07,1.56483
 1s ,3,2, 3d ,1,2,8978.54785357,1.00833e-07,1.56483
 1s ,3,2, 3d ,7,2,8978.65195363,4.45028e-07,1.56483
 1s ,3,2, 3d ,5,2,8978.65217352,5.70468e-07,1.56483
 1s ,3,2, 3d ,1,1,8978.65267877,2.90788e-07,1.56483
 1s ,3,2, 3d ,9,2,8978.6568961,2.13617e-11,1.56483
 1s ,3,2, 3d ,3,2,8978.65692075,4.91911e-07,1.56483
 1s ,3,2, 3d ,9,1,8978.66670424,3.90434e-12,1.56483
 1s ,3,2, 3d ,7,1,8978.66745214,4.61163e-10,1.56483
 1s ,3,2, 3d ,5,1,8978.6715602,3.37406e-09,1.56483
 1s ,3,2, 3d ,11,1,0.0,0.0,1.56483
 1s ,3,2, 3d ,3,1,8978.67911841,5.86649e-09,1.56483
 1s ,3,2, 3d ,1,6,8978.71492219,1.04331e-13,1.56483
 1s ,3,2, 4s ,5,1,8979.38739255,2.01347e-10,1.56483
 1s ,3,2, 4s ,3,1,8979.38771878,4.73055e-11,1.56483
 1s ,3,2, 5d ,1,1,8985.10509572,1.44336e-09,1.56483
 1s ,5,2, 1s ,7,1,0.0189636116205,3.04526e-25,3.16344
 1s ,5,2, 1s ,5,1,0.019110552938,1.5951699999999999e-25,3.10971
 1s ,5,2, 1s ,3,1,0.0192076556148,8.28794e-26,3.04156
 1s ,5,2, 1s ,1,1,0.0192630762426,2.69463e-29,3.01955
 1s ,5,2, 2s ,3,3,7879.54609338,9.67628e-09,7.81175
 1s ,5,2, 2s ,5,3,7879.54632356,8.35647e-09,8.05184
 1s ,5,2, 2s ,3,2,7879.68887791,1.00713e-08,8.06289
 1s ,5,2, 2s ,5,2,7879.6889402,8.77312e-09,8.22953
 1s ,5,2, 2s ,7,1,7879.70988344,8.07504e-09,7.40081
 1s ,5,2, 2s ,5,1,7879.71002067,3.23707e-09,8.15979
 1s ,5,2, 2s ,3,1,7879.7101122,8.09893e-10,7.81608
 1s ,5,2, 2s ,1,1,7879.71016458,1.70935e-18,7.57769
 1s ,5,2, 2p ,7,3,8023.31945298,0.000669767,16.6903
 1s ,5,2, 2p ,3,7,8027.04563761,0.00578603,2.29108
 1s ,5,2, 2p ,5,7,8027.04577859,0.00484749,2.28392
 1s ,5,2, 2p ,1,4,8027.06671304,1.21064e-12,2.2225
 1s ,5,2, 2p ,3,6,8027.06750337,0.000294743,2.27386
 1s ,5,2, 2p ,7,4,8027.06806485,0.00330728,2.25505
 1s ,5,2, 2p ,5,6,8027.06830638,0.00132065,2.21978
 1s ,5,2, 2p ,3,5,8027.10445506,0.00192702,2.29421
 1s ,5,2, 2p ,5,5,8027.10459417,0.00172417,2.25584
 1s ,5,2, 2p ,1,3,8027.74212923,4.06822e-14,2.2334
 1s ,5,2, 2p ,5,4,8047.08048703,0.00115057,2.31072
 1s ,5,2, 2p ,3,4,8047.08107962,0.000231171,2.29099
 1s ,5,2, 2p ,3,3,8047.09278272,0.00263721,2.30803
 1s ,5,2, 2p ,5,3,8047.09423515,0.00239753,2.32286
 1s ,5,2, 2p ,1,2,8047.15974465,4.74474e-08,2.31393
 1s ,5,2, 2p ,3,2,8047.15999818,0.00187719,2.31665
 1s ,5,2, 2p ,5,2,8047.16064992,0.00776455,2.31727
 1s ,5,2, 2p ,7,2,8047.16101187,0.0193988,2.31089
 1s ,5,2, 2p ,7,1,8047.17639086,1.75778e-05,2.3027
 1s ,5,2, 2p ,5,1,8047.1767566,3.51562e-07,2.30316
 1s ,5,2, 2p ,9,1,8047.17727117,2.25301e-07,2.28707
 1s ,5,2, 2p ,3,1,8047.17760381,8.22906e-07,2.27125
 1s ,5,2, 2p ,1,1,8047.17833588,1.64254e-09,2.25283
 1s ,5,2, 3p ,7,4,8181.46063843,8.83963e-06,159.627
 1s ,5,2, 3s ,3,3,8847.69600375,2.94166e-11,4.69522
 1s ,5,2, 3s ,5,3,8853.90765969,1.63637e-09,4.15268
 1s ,5,2, 3s ,3,2,8854.07915954,2.07266e-09,4.61678
 1s ,5,2, 3s ,5,2,8854.07922837,1.79799e-09,4.48092
 1s ,5,2, 3s ,7,1,8854.099998,1.63161e-09,4.44775
 1s ,5,2, 3s ,5,1,8854.10013226,6.54706e-10,4.50358
 1s ,5,2, 3s ,3,1,8854.10022679,1.63967e-10,4.61434
 1s ,5,2, 3s ,1,1,8854.10028305,2.10793e-20,4.76865
 1s ,5,2, 3p ,1,4,8900.17392021,9.06495e-12,3.86438
 1s ,5,2, 3p ,3,7,8900.26592573,0.000594923,4.23476
 1s ,5,2, 3p ,5,7,8900.26630772,0.000481331,4.22053
 1s ,5,2, 3p ,3,6,8900.28468734,2.29852e-05,4.02732
 1s ,5,2, 3p ,5,6,8900.28636043,0.000172138,4.1076
 1s ,5,2, 3p ,3,5,8900.4220306,0.000390989,4.38815
 1s ,5,2, 3p ,5,5,8900.42282909,0.000350226,4.32888
 1s ,5,2, 3p ,5,4,8902.68662347,7.28511e-05,4.07805
 1s ,5,2, 3p ,3,4,8902.68813999,5.74986e-05,4.19984
 1s ,5,2, 3p ,7,3,8902.68929657,0.00020088,4.13614
