Initial Config Label,Initial Config 2jj,Initial Config eig,Final Config Label,Final Config 2jj,Final Config eig,Energy (eV),Intensity (a.u.),Energy width (eV)
 1s ,5,1, 3p ,1,1,8902.59883917,1.64535e-11,3.99853
 1s ,5,1, 3p ,1,2,8902.64714806,8.36123e-08,3.84298
 1s ,5,1, 3p ,3,3,8902.67163699,0.000351807,3.87076
 1s ,5,1, 3p ,5,2,8902.81075945,0.00201796,3.96065
 1s ,5,1, 3p ,3,2,8902.81148345,0.000302303,3.96007
 1s ,5,1, 3p ,5,1,8902.9083166,0.000525888,4.23894
 1s ,5,1, 3p ,7,1,8902.92542625,0.00673733,4.07162
 1s ,5,1, 3p ,3,1,8902.94401575,8.68578e-05,4.04517
 1s ,5,1, 3p ,5,4,8903.20373164,9.97086e-07,4.35082
 1s ,5,1, 3d ,3,7,8977.80580536,2.71439e-09,1.32708
 1s ,5,1, 3d ,5,7,8977.84257227,7.94274e-09,1.32708
 1s ,5,1, 3d ,1,4,8977.87239524,8.65624e-10,1.32708
 1s ,5,1, 3d ,5,6,8977.94340905,1.95875e-08,1.32708
 1s ,5,1, 3d ,7,4,8977.98955128,9.65819e-08,1.32708
 1s ,5,1, 3d ,3,6,8977.99921265,2.80036e-09,1.32708
 1s ,5,1, 3d ,1,3,8978.26855832,9.94302e-09,1.32708
 1s ,5,1, 3d ,3,5,8978.27628391,2.16291e-07,1.32708
 1s ,5,1, 3d ,5,5,8978.29496791,4.15309e-07,1.32708
 1s ,5,1, 3d ,5,4,8978.32753354,4.73506e-08,1.32708
 1s ,5,1, 3d ,3,4,8978.32892903,4.6897e-09,1.32708
 1s ,5,1, 3d ,7,3,8978.35250204,3.3795e-07,1.32708
 1s ,5,1, 3d ,1,2,8978.38815025,4.86106e-07,1.32708
 1s ,5,1, 3d ,3,3,8978.39806698,6.69045e-07,1.32708
 1s ,5,1, 3d ,3,2,8978.48922225,4.43366e-07,1.32708
 1s ,5,1, 3d ,5,3,8978.49433173,1.44845e-06,1.32708
 1s ,5,1, 3d ,1,1,8978.49696127,3.72598e-07,1.32708
 1s ,5,1, 3d ,5,2,8978.56662125,3.51336e-07,1.32708
 1s ,5,1, 3d ,7,2,8978.58008408,2.73516e-06,1.32708
 1s ,5,1, 3d ,3,1,8978.58670248,3.83582e-07,1.32708
 1s ,5,1, 3d ,7,1,8978.62541653,1.42058e-07,1.32708
 1s ,5,1, 3d ,9,1,8978.65356363,4.19514e-06,1.32708
 1s ,5,1, 3d ,5,1,8978.67608182,2.42207e-07,1.32708
 1s ,5,1, 4s ,3,1,8979.16097127,6.34122e-10,1.32708
 1s ,5,1, 4s ,1,1,0.0,0.0,1.32708
 1s ,5,1, 5p ,1,1,8984.23904946,6.90322e-10,1.32708
 1s ,3,1, 1s ,1,1,0.00252677344155,1.3831500000000002e-23,3.01911
 1s ,3,1, 2s ,1,3,7879.20572507,1.24878e-08,8.69597
 1s ,3,1, 2s ,3,3,7879.27655526,3.46035e-10,8.32995
 1s ,3,1, 2s ,3,2,7879.45150102,2.56384e-09,8.33815
 1s ,3,1, 2s ,1,2,7879.45822784,3.3076e-09,8.13952
 1s ,3,1, 2s ,5,1,7879.67317731,6.87836e-09,7.12651
 1s ,3,1, 2s ,3,1,7879.67782848,1.7924e-08,8.56614
 1s ,3,1, 2s ,1,1,7879.68047601,6.89394e-09,7.89361
 1s ,3,1, 2p ,5,4,8021.75515432,3.3734e-07,32.295
 1s ,3,1, 2p ,1,6,8026.69619665,1.27817e-06,2.18279
 1s ,3,1, 2p ,3,7,8026.69871251,8.53741e-06,2.22457
 1s ,3,1, 2p ,1,5,8027.03174835,0.00412458,2.22375
 1s ,3,1, 2p ,3,6,8027.03826174,0.00639061,2.19635
 1s ,3,1, 2p ,1,4,8027.06025911,0.00138409,2.26506
 1s ,3,1, 2p ,3,5,8027.06535986,0.0051732,2.1642
 1s ,3,1, 2p ,3,4,8046.75879155,5.95923e-05,2.25644
 1s ,3,1, 2p ,5,3,8046.76270242,1.7683e-05,2.24941
 1s ,3,1, 2p ,1,3,8046.76447482,1.53077e-05,2.23812
 1s ,3,1, 2p ,1,2,8047.04755028,0.00119489,2.15099
 1s ,3,1, 2p ,3,3,8047.06068637,0.000439243,2.17969
 1s ,3,1, 2p ,1,1,8047.08507905,0.00161923,2.20626
 1s ,3,1, 2p ,5,2,8047.09505143,0.00111107,2.18658
 1s ,3,1, 2p ,3,2,8047.09784055,0.00503303,2.21163
 1s ,3,1, 2p ,5,1,8047.1424071,0.0300784,2.23762
 1s ,3,1, 2p ,7,1,8047.14359171,2.03065e-07,2.16544
 1s ,3,1, 2p ,3,1,8047.15235009,0.00575982,2.24482
 1s ,3,1, 3s ,3,3,8853.66257229,1.14608e-10,4.30589
 1s ,3,1, 3s ,1,3,8853.6687895,1.87687e-10,4.70651
 1s ,3,1, 3s ,1,2,8853.83788488,6.23465e-10,5.12544
 1s ,3,1, 3s ,3,2,8853.84085302,5.07167e-10,4.74262
 1s ,3,1, 3s ,5,1,8854.06904175,1.36404e-09,4.21999
 1s ,3,1, 3s ,3,1,8854.0738607,3.56049e-09,4.56012
 1s ,3,1, 3s ,1,1,8854.07667866,1.39072e-09,4.54586
 1s ,3,1, 3p ,1,6,8899.9391687,2.77743e-06,4.27868
 1s ,3,1, 3p ,3,7,8899.94269847,4.90697e-06,4.65727
 1s ,3,1, 3p ,3,5,8900.17961763,0.000924141,4.77448
 1s ,3,1, 3p ,1,5,8900.2511014,0.000437343,4.13478
 1s ,3,1, 3p ,3,6,8900.2600767,0.000809933,4.34767
 1s ,3,1, 3p ,1,4,8900.37483393,0.000644713,4.2857
 1s ,3,1, 3p ,3,4,8902.42496163,7.63573e-05,4.19376
 1s ,3,1, 3p ,1,3,8902.45739442,1.83606e-05,4.23225
 1s ,3,1, 3p ,5,3,8902.52059438,0.000895555,4.40746
 1s ,3,1, 3p ,1,1,8902.59391556,0.000124614,4.15088
 1s ,3,1, 3p ,1,2,8902.64222445,0.000152807,3.99533
 1s ,3,1, 3p ,3,3,8902.66671339,0.000111052,4.02311
 1s ,3,1, 3p ,5,2,8902.80583585,9.44428e-05,4.113
 1s ,3,1, 3p ,3,2,8902.80655985,0.000496992,4.11242
 1s ,3,1, 3p ,5,1,8902.903393,0.00403954,4.39129
 1s ,3,1, 3p ,7,1,8902.92050265,3.30741e-08,4.22397
 1s ,3,1, 3p ,3,1,8902.93909214,0.000869461,4.19752
 1s ,3,1, 3p ,5,4,8903.19880804,8.44102e-06,4.50317
 1s ,3,1, 3d ,3,7,8977.80088176,2.72179e-11,1.47943
 1s ,3,1, 3d ,5,7,8977.83764866,1.9202e-09,1.47943
 1s ,3,1, 3d ,1,4,8977.86747163,7.9247e-08,1.47943
 1s ,3,1, 3d ,5,6,8977.93848545,1.8703e-08,1.47943
 1s ,3,1, 3d ,7,4,8977.98462768,5.7595e-09,1.47943
 1s ,3,1, 3d ,3,6,8977.99428905,3.34357e-08,1.47943
 1s ,3,1, 3d ,1,3,8978.26363472,1.42313e-07,1.47943
 1s ,3,1, 3d ,3,5,8978.27136031,5.5908e-10,1.47943
 1s ,3,1, 3d ,5,5,8978.2900443,1.36844e-07,1.47943
 1s ,3,1, 3d ,5,4,8978.32260994,1.3517e-07,1.47943
 1s ,3,1, 3d ,3,4,8978.32400543,1.1908e-07,1.47943
 1s ,3,1, 3d ,7,3,8978.34757844,8.42656e-08,1.47943
 1s ,3,1, 3d ,1,2,8978.38322664,3.05842e-07,1.47943
 1s ,3,1, 3d ,3,3,8978.39314338,6.02002e-07,1.47943
 1s ,3,1, 3d ,3,2,8978.48429865,2.22027e-08,1.47943
 1s ,3,1, 3d ,5,3,8978.48940813,4.43272e-07,1.47943
 1s ,3,1, 3d ,1,1,8978.49203767,3.21659e-07,1.47943
 1s ,3,1, 3d ,5,2,8978.56169765,6.66689e-07,1.47943
 1s ,3,1, 3d ,7,2,8978.57516048,1.97698e-07,1.47943
 1s ,3,1, 3d ,3,1,8978.58177887,7.01331e-07,1.47943
 1s ,3,1, 3d ,7,1,8978.62049293,2.86637e-06,1.47943
 1s ,3,1, 3d ,9,1,8978.64864002,2.59975e-11,1.47943
 1s ,3,1, 3d ,5,1,8978.67115821,8.38214e-07,1.47943
 1s ,3,1, 4s ,3,1,8979.15604767,1.58527e-10,1.47943
 1s ,3,1, 4s ,1,1,8979.16225185,2.20471e-10,1.47943
 1s ,3,1, 5p ,1,1,8984.23412586,1.49852e-08,1.47943
 1s ,1,1, 2s ,1,3,7879.20319829,4.7191e-09,8.75622
 1s ,1,1, 2s ,3,3,7879.27402848,4.20589e-11,8.3902
 1s ,1,1, 2s ,3,2,7879.44897424,2.9291e-10,8.3984
 1s ,1,1, 2s ,1,2,7879.45570107,2.81124e-09,8.19977
 1s ,1,1, 2s ,5,1,7879.67065053,4.74828e-11,7.18676
 1s ,1,1, 2s ,3,1,7879.67530171,6.52208e-09,8.62639
 1s ,1,1, 2s ,1,1,7879.67794924,8.81723e-09,7.95386
 1s ,1,1, 2p ,5,4,8021.75262754,2.58917e-17,32.3553
 1s ,1,1, 2p ,1,6,8026.69366988,6.85835e-06,2.24304
 1s ,1,1, 2p ,3,7,8026.69618574,1.10313e-06,2.28482
 1s ,1,1, 2p ,1,5,8027.02922158,0.00243426,2.284
 1s ,1,1, 2p ,3,6,8027.03573497,0.00247424,2.2566
 1s ,1,1, 2p ,1,4,8027.05773234,0.00740847,2.32531
 1s ,1,1, 2p ,3,5,8027.06283309,0.000680694,2.22445
 1s ,1,1, 2p ,3,4,8046.75626477,1.47965e-05,2.31669
 1s ,1,1, 2p ,5,3,8046.76017564,5.7129e-10,2.30966
 1s ,1,1, 2p ,1,3,8046.76194805,2.42601e-05,2.29837
 1s ,1,1, 2p ,1,2,8047.04502351,0.000111548,2.21124
 1s ,1,1, 2p ,3,3,8047.05815959,1.94291e-06,2.23994
 1s ,1,1, 2p ,1,1,8047.08255227,0.00296679,2.26651
 1s ,1,1, 2p ,5,2,8047.09252466,5.23043e-08,2.24683
 1s ,1,1, 2p ,3,2,8047.09531378,0.00261664,2.27188
 1s ,1,1, 2p ,5,1,8047.13988033,2.04572e-07,2.29787
 1s ,1,1, 2p ,7,1,0.0,0.0,2.22569
 1s ,1,1, 2p ,3,1,8047.14982331,0.015866,2.30507
 1s ,1,1, 3s ,3,3,8853.66004551,1.40419e-11,4.36614
 1s ,1,1, 3s ,1,3,8853.66626272,1.10327e-10,4.76676
 1s ,1,1, 3s ,1,2,8853.83535811,5.13128e-10,5.18569
 1s ,1,1, 3s ,3,2,8853.83832625,5.78543e-11,4.80287
 1s ,1,1, 3s ,5,1,8854.06651498,1.62027e-12,4.28024
 1s ,1,1, 3s ,3,1,8854.07133393,1.29995e-09,4.62037
 1s ,1,1, 3s ,1,1,8854.07415188,1.75581e-09,4.60611
 1s ,1,1, 3p ,1,6,8899.93664192,8.80037e-06,4.33893
 1s ,1,1, 3p ,3,7,8899.94017169,4.4164e-07,4.71752
 1s ,1,1, 3p ,3,5,8900.17709086,0.000266951,4.83473
 1s ,1,1, 3p ,1,5,8900.24857463,0.000336661,4.19503
 1s ,1,1, 3p ,3,6,8900.25754992,0.000315572,4.40792
 1s ,1,1, 3p ,1,4,8900.37230716,0.000653295,4.34595
 1s ,1,1, 3p ,3,4,8902.42243486,2.87528e-05,4.25401
 1s ,1,1, 3p ,1,3,8902.45486765,4.28943e-05,4.2925
 1s ,1,1, 3p ,5,3,8902.5180676,1.31745e-08,4.46771
 1s ,1,1, 3p ,1,1,8902.59138879,0.000355148,4.21113
 1s ,1,1, 3p ,1,2,8902.63969768,3.94312e-05,4.05558
 1s ,1,1, 3p ,3,3,8902.66418662,1.78709e-06,4.08336
 1s ,1,1, 3p ,5,2,8902.80330908,6.27816e-09,4.17325
 1s ,1,1, 3p ,3,2,8902.80403308,0.000491123,4.17267
 1s ,1,1, 3p ,5,1,8902.90086622,3.35593e-08,4.45154
 1s ,1,1, 3p ,7,1,0.0,0.0,4.28422
 1s ,1,1, 3p ,3,1,8902.93656537,0.00196128,4.25777
 1s ,1,1, 3p ,5,4,8903.19628127,1.26887e-10,4.56342
 1s ,1,1, 3d ,3,7,8977.79835498,2.84611e-09,1.53968
 1s ,1,1, 3d ,5,7,8977.83512189,8.63255e-11,1.53968
 1s ,1,1, 3d ,1,4,8977.86494486,5.5114e-13,1.53968
 1s ,1,1, 3d ,5,6,8977.93595867,1.44219e-08,1.53968
 1s ,1,1, 3d ,7,4,8977.98210091,2.56164e-12,1.53968
 1s ,1,1, 3d ,3,6,8977.99176227,2.07257e-08,1.53968
 1s ,1,1, 3d ,1,3,8978.26110795,1.01836e-12,1.53968
 1s ,1,1, 3d ,3,5,8978.26883353,1.03375e-07,1.53968
 1s ,1,1, 3d ,5,5,8978.28751753,7.53426e-09,1.53968
 1s ,1,1, 3d ,5,4,8978.32008316,7.68264e-08,1.53968
 1s ,1,1, 3d ,3,4,8978.32147866,3.92677e-08,1.53968
 1s ,1,1, 3d ,7,3,8978.34505167,1.37161e-13,1.53968
 1s ,1,1, 3d ,1,2,8978.38069987,5.5679e-13,1.53968
 1s ,1,1, 3d ,3,3,8978.39061661,2.60163e-07,1.53968
 1s ,1,1, 3d ,3,2,8978.48177188,7.71538e-07,1.53968
 1s ,1,1, 3d ,5,3,8978.48688135,2.47808e-09,1.53968
 1s ,1,1, 3d ,1,1,8978.48951089,4.56513e-13,1.53968
 1s ,1,1, 3d ,5,2,8978.55917088,8.88221e-07,1.53968
 1s ,1,1, 3d ,7,2,8978.57263371,5.46192e-13,1.53968
 1s ,1,1, 3d ,3,1,8978.5792521,2.95286e-07,1.53968
 1s ,1,1, 3d ,7,1,8978.61796615,3.02881e-11,1.53968
 1s ,1,1, 3d ,9,1,0.0,0.0,1.53968
 1s ,1,1, 3d ,5,1,8978.66863144,1.14703e-06,1.53968
 1s ,1,1, 4s ,3,1,8979.1535209,1.83938e-11,1.53968
 1s ,1,1, 4s ,1,1,8979.15972508,1.637e-10,1.53968
 1s ,1,1, 5p ,1,1,8984.23159908,2.70141e-09,1.53968
 2s ,1,3, 2s ,3,3,0.0708301897838,9.87935e-21,14.0671
 2s ,1,3, 2s ,3,2,0.245775949153,3.60655e-21,14.0753
 2s ,1,3, 2s ,1,2,0.252502775908,2.06121e-21,13.8766
 2s ,1,3, 2s ,5,1,0.467452238113,1.45594e-19,12.8636
 2s ,1,3, 2s ,3,1,0.47210341176,5.05786e-19,14.3033
 2s ,1,3, 2s ,1,1,0.474750945948,1.6937200000000001e-18,13.6307
 2s ,1,3, 2p ,5,4,142.549429249,1.58329e-25,38.0321
 2s ,1,3, 2p ,1,6,147.490471581,1.07841e-08,7.9199
 2s ,1,3, 2p ,3,7,147.492987443,8.49207e-08,7.96168
 2s ,1,3, 2p ,1,5,147.826023282,6.6765e-08,7.96086
 2s ,1,3, 2p ,3,6,147.832536672,1.58075e-07,7.93346
 2s ,1,3, 2p ,1,4,147.854534046,1.13434e-08,8.00217
 2s ,1,3, 2p ,3,5,147.859634791,3.71151e-08,7.90131
 2s ,1,3, 2p ,3,4,167.55306648,1.80615e-07,7.99355
 2s ,1,3, 2p ,5,3,167.55697735,3.69342e-15,7.98652
 2s ,1,3, 2p ,1,3,167.558749752,1.5205e-07,7.97523
 2s ,1,3, 2p ,1,2,167.841825215,9.98987e-09,7.8881
 2s ,1,3, 2p ,3,3,167.854961298,2.5484e-07,7.9168
 2s ,1,3, 2p ,1,1,167.87935398,2.52171e-07,7.94337
 2s ,1,3, 2p ,5,2,167.889326363,3.17732e-15,7.92369
 2s ,1,3, 2p ,3,2,167.892115484,1.53859e-07,7.94874
 2s ,1,3, 2p ,5,1,167.936682033,8.66932e-15,7.97473
 2s ,1,3, 2p ,7,1,0.0,0.0,7.90255
 2s ,1,3, 2p ,3,1,167.946625017,2.56984e-08,7.98193
 2s ,1,3, 3s ,3,3,974.45684722,1.51274e-07,10.043
 2s ,1,3, 3s ,1,3,974.463064428,1.44852e-13,10.4436
 2s ,1,3, 3s ,1,2,974.632159811,1.39038e-16,10.8626
 2s ,1,3, 3s ,3,2,974.635127953,3.00983e-10,10.4797
 2s ,1,3, 3s ,5,1,974.863316687,6.72833e-09,9.9571
 2s ,1,3, 3s ,3,1,974.868135631,8.01087e-10,10.2972
 2s ,1,3, 3s ,1,1,974.870953589,3.58834e-15,10.283
 2s ,1,3, 3p ,1,6,1020.73344363,7.64018e-07,10.0158
 2s ,1,3, 3p ,3,7,1020.7369734,5.13609e-06,10.3944
 2s ,1,3, 3p ,3,5,1020.97389257,1.63981e-05,10.5116
 2s ,1,3, 3p ,1,5,1021.04537633,4.2959e-06,9.87189
 2s ,1,3, 3p ,3,6,1021.05435163,1.01046e-05,10.0848
 2s ,1,3, 3p ,1,4,1021.16910886,6.8927e-09,10.0228
 2s ,1,3, 3p ,3,4,1023.21923656,6.39667e-06,9.93087
 2s ,1,3, 3p ,1,3,1023.25166935,6.97956e-06,9.96936
 2s ,1,3, 3p ,5,3,1023.31486931,1.33415e-14,10.1446
 2s ,1,3, 3p ,1,1,1023.3881905,1.14424e-05,9.88799
 2s ,1,3, 3p ,1,2,1023.43649938,4.72733e-07,9.73244
 2s ,1,3, 3p ,3,3,1023.46098832,8.18865e-06,9.76022
 2s ,1,3, 3p ,5,2,1023.60011078,5.22236e-12,9.85011
 2s ,1,3, 3p ,3,2,1023.60083478,1.17301e-06,9.84953
 2s ,1,3, 3p ,5,1,1023.69766793,1.03349e-11,10.1284
 2s ,1,3, 3p ,7,1,0.0,0.0,9.96108
 2s ,1,3, 3p ,3,1,1023.73336708,9.3451e-07,9.93463
 2s ,1,3, 3p ,5,4,1023.99308297,8.08588e-13,10.2403
 2s ,1,3, 3d ,3,7,1098.59515669,7.43829e-09,7.21654
 2s ,1,3, 3d ,5,7,1098.6319236,1.48842e-08,7.21654
 2s ,1,3, 3d ,1,4,1098.66174657,5.7417400000000005e-18,7.21654
 2s ,1,3, 3d ,5,6,1098.73276038,3.66653e-08,7.21654
 2s ,1,3, 3d ,7,4,1098.77890261,4.63299e-16,7.21654
 2s ,1,3, 3d ,3,6,1098.78856398,2.76344e-08,7.21654
 2s ,1,3, 3d ,1,3,1099.05790965,7.01267e-15,7.21654
 2s ,1,3, 3d ,3,5,1099.06563524,4.06724e-10,7.21654
 2s ,1,3, 3d ,5,5,1099.08431923,4.2192e-09,7.21654
 2s ,1,3, 3d ,5,4,1099.11688487,9.47583e-10,7.21654
 2s ,1,3, 3d ,3,4,1099.11828036,2.05045e-10,7.21654
 2s ,1,3, 3d ,7,3,1099.14185337,9.92921e-15,7.21654
 2s ,1,3, 3d ,1,2,1099.17750158,1.37349e-15,7.21654
 2s ,1,3, 3d ,3,3,1099.18741831,1.33442e-10,7.21654
 2s ,1,3, 3d ,3,2,1099.27857358,3.64337e-09,7.21654
 2s ,1,3, 3d ,5,3,1099.28368306,1.44355e-09,7.21654
 2s ,1,3, 3d ,1,1,1099.2863126,9.76397e-16,7.21654
 2s ,1,3, 3d ,5,2,1099.35597258,6.46006e-12,7.21654
 2s ,1,3, 3d ,7,2,1099.36943541,2.57327e-19,7.21654
 2s ,1,3, 3d ,3,1,1099.37605381,2.07935e-09,7.21654
 2s ,1,3, 3d ,7,1,1099.41476786,2.76977e-14,7.21654
 2s ,1,3, 3d ,9,1,0.0,0.0,7.21654
 2s ,1,3, 3d ,5,1,1099.46543315,1.81766e-09,7.21654
 2s ,1,3, 4s ,3,1,1099.9503226,9.02716e-07,7.21654
 2s ,1,3, 4s ,1,1,1099.95652678,1.24853e-12,7.21654
 2s ,1,3, 5p ,1,1,1105.02840079,2.44426e-10,7.21654
 2s ,3,3, 2s ,3,2,0.17494575937,4.16781e-18,13.7092
 2s ,3,3, 2s ,1,2,0.181672586125,2.6841100000000003e-19,13.5106
 2s ,3,3, 2s ,5,1,0.39662204833,5.46071e-21,12.4976
 2s ,3,3, 2s ,3,1,0.401273221976,5.5512799999999994e-21,13.9372
 2s ,3,3, 2s ,1,1,0.403920756164,1.0905e-21,13.2647
 2s ,3,3, 2p ,5,4,142.478599059,2.33137e-11,37.6661
 2s ,3,3, 2p ,1,6,147.419641391,3.44673e-07,7.55388
 2s ,3,3, 2p ,3,7,147.422157253,4.32971e-07,7.59566
 2s ,3,3, 2p ,1,5,147.755193092,8.29745e-10,7.59484
 2s ,3,3, 2p ,3,6,147.761706482,5.02115e-09,7.56744
 2s ,3,3, 2p ,1,4,147.783703856,1.6933e-09,7.63615
 2s ,3,3, 2p ,3,5,147.788804601,5.39462e-12,7.53529
 2s ,3,3, 2p ,3,4,167.48223629,5.28179e-07,7.62753
 2s ,3,3, 2p ,5,3,167.48614716,1.77833e-06,7.6205
 2s ,3,3, 2p ,1,3,167.487919562,6.49902e-08,7.60921
 2s ,3,3, 2p ,1,2,167.770995025,1.58165e-08,7.52208
 2s ,3,3, 2p ,3,3,167.784131108,1.68078e-08,7.55078
 2s ,3,3, 2p ,1,1,167.80852379,1.87197e-10,7.57735
 2s ,3,3, 2p ,5,2,167.818496173,3.52001e-11,7.55767
 2s ,3,3, 2p ,3,2,167.821285294,6.79775e-11,7.58272
 2s ,3,3, 2p ,5,1,167.865851844,1.19246e-10,7.60872
 2s ,3,3, 2p ,7,1,167.867036457,7.77436e-16,7.53653
 2s ,3,3, 2p ,3,1,167.875794828,6.976e-13,7.61591
 2s ,3,3, 3s ,3,3,974.38601703,7.26827e-10,9.67698
 2s ,3,3, 3s ,1,3,974.392234238,8.93037e-11,10.0776
 2s ,3,3, 3s ,1,2,974.561329621,8.79579e-08,10.4965
 2s ,3,3, 3s ,3,2,974.564297763,8.82278e-08,10.1137
 2s ,3,3, 3s ,5,1,974.792486497,9.33132e-11,9.59108
 2s ,3,3, 3s ,3,1,974.797305442,1.47608e-10,9.93121
 2s ,3,3, 3s ,1,1,974.800123399,3.60684e-11,9.91695
 2s ,3,3, 3p ,1,6,1020.66261344,1.99886e-05,9.64977
 2s ,3,3, 3p ,3,7,1020.66614321,2.59561e-05,10.0284
 2s ,3,3, 3p ,3,5,1020.90306238,2.61207e-06,10.1456
 2s ,3,3, 3p ,1,5,1020.97454614,6.87846e-08,9.50587
 2s ,3,3, 3p ,3,6,1020.98352144,7.60965e-07,9.71876
 2s ,3,3, 3p ,1,4,1021.09827867,3.45988e-08,9.65679
 2s ,3,3, 3p ,3,4,1023.14840637,1.86399e-05,9.56485
 2s ,3,3, 3p ,1,3,1023.18083916,2.24084e-06,9.60334
 2s ,3,3, 3p ,5,3,1023.24403912,3.9834e-05,9.77855
 2s ,3,3, 3p ,1,1,1023.31736031,2.94744e-07,9.52197
 2s ,3,3, 3p ,1,2,1023.36566919,7.89325e-07,9.36642
 2s ,3,3, 3p ,3,3,1023.39015813,5.36434e-07,9.3942
 2s ,3,3, 3p ,5,2,1023.52928059,2.36099e-06,9.48409
 2s ,3,3, 3p ,3,2,1023.53000459,5.3959e-07,9.48351
 2s ,3,3, 3p ,5,1,1023.62683774,1.23839e-09,9.76238
 2s ,3,3, 3p ,7,1,1023.64394739,1.87369e-12,9.59506
 2s ,3,3, 3p ,3,1,1023.66253689,1.06173e-09,9.56861
 2s ,3,3, 3p ,5,4,1023.92225278,4.32845e-06,9.87426
 2s ,3,3, 3d ,3,7,1098.5243265,1.41877e-07,6.85052
 2s ,3,3, 3d ,5,7,1098.56109341,1.86319e-07,6.85052
 2s ,3,3, 3d ,1,4,1098.59091638,7.76744e-08,6.85052
 2s ,3,3, 3d ,5,6,1098.66193019,1.01892e-07,6.85052
 2s ,3,3, 3d ,7,4,1098.70807242,2.93495e-07,6.85052
 2s ,3,3, 3d ,3,6,1098.71773379,4.58319e-08,6.85052
 2s ,3,3, 3d ,1,3,1098.98707946,1.59129e-12,6.85052
 2s ,3,3, 3d ,3,5,1098.99480505,1.14658e-10,6.85052
 2s ,3,3, 3d ,5,5,1099.01348904,3.34264e-10,6.85052
 2s ,3,3, 3d ,5,4,1099.04605468,1.18468e-08,6.85052
 2s ,3,3, 3d ,3,4,1099.04745017,4.59174e-09,6.85052
 2s ,3,3, 3d ,7,3,1099.07102318,3.68167e-08,6.85052
 2s ,3,3, 3d ,1,2,1099.10667139,8.97356e-11,6.85052
 2s ,3,3, 3d ,3,3,1099.11658812,3.82677e-10,6.85052
 2s ,3,3, 3d ,3,2,1099.20774339,1.06274e-09,6.85052
 2s ,3,3, 3d ,5,3,1099.21285287,1.00796e-09,6.85052
 2s ,3,3, 3d ,1,1,1099.21548241,6.67052e-10,6.85052
 2s ,3,3, 3d ,5,2,1099.28514239,1.99665e-12,6.85052
 2s ,3,3, 3d ,7,2,1099.29860522,1.4524e-11,6.85052
 2s ,3,3, 3d ,3,1,1099.30522362,1.73064e-10,6.85052
 2s ,3,3, 3d ,7,1,1099.34393767,1.63834e-10,6.85052
 2s ,3,3, 3d ,9,1,1099.37208477,6.99519e-14,6.85052
 2s ,3,3, 3d ,5,1,1099.39460296,4.59286e-12,6.85052
 2s ,3,3, 4s ,3,1,1099.87949241,1.28754e-05,6.85052
 2s ,3,3, 4s ,1,1,1099.88569659,1.2892e-05,6.85052
 2s ,3,3, 5p ,1,1,1104.9575706,4.37961e-06,6.85052
 2s ,3,2, 2s ,1,2,0.00672682675506,2.27132e-23,13.5188
 2s ,3,2, 2s ,5,1,0.22167628896,6.53143e-22,12.5058
 2s ,3,2, 2s ,3,1,0.226327462607,6.61622e-22,13.9454
 2s ,3,2, 2s ,1,1,0.228974996794,3.52705e-22,13.2729
 2s ,3,2, 2p ,5,4,142.3036533,1.41632e-10,37.6743
 2s ,3,2, 2p ,1,6,147.244695632,2.415e-07,7.56208
 2s ,3,2, 2p ,3,7,147.247211493,2.97905e-07,7.60386
 2s ,3,2, 2p ,1,5,147.580247332,6.75108e-09,7.60304
 2s ,3,2, 2p ,3,6,147.586760723,4.16957e-08,7.57564
 2s ,3,2, 2p ,1,4,147.608758097,1.23035e-08,7.64435
 2s ,3,2, 2p ,3,5,147.613858842,1.74537e-08,7.54349
 2s ,3,2, 2p ,3,4,167.307290531,3.18984e-07,7.63573
 2s ,3,2, 2p ,5,3,167.3112014,1.12088e-06,7.6287
 2s ,3,2, 2p ,1,3,167.312973803,4.24546e-08,7.61741
 2s ,3,2, 2p ,1,2,167.596049266,1.3072e-07,7.53028
 2s ,3,2, 2p ,3,3,167.609185348,1.76485e-07,7.55898
 2s ,3,2, 2p ,1,1,167.63357803,1.68426e-09,7.58555
 2s ,3,2, 2p ,5,2,167.643550414,4.13043e-07,7.56587
 2s ,3,2, 2p ,3,2,167.646339535,1.11541e-07,7.59092
 2s ,3,2, 2p ,5,1,167.690906084,2.54603e-09,7.61691
 2s ,3,2, 2p ,7,1,167.692090698,6.56137e-15,7.54473
 2s ,3,2, 2p ,3,1,167.700849068,8.12276e-10,7.62411
 2s ,3,2, 3s ,3,3,974.211071271,4.05776e-08,9.68518
 2s ,3,2, 3s ,1,3,974.217288479,4.35555e-08,10.0858
 2s ,3,2, 3s ,1,2,974.386383862,2.25625e-07,10.5047
 2s ,3,2, 3s ,3,2,974.389352004,2.25878e-07,10.1219
 2s ,3,2, 3s ,5,1,974.617540738,1.26374e-10,9.59928
 2s ,3,2, 3s ,3,1,974.622359682,2.8341e-10,9.93941
 2s ,3,2, 3s ,1,1,974.625177639,7.51015e-11,9.92515
 2s ,3,2, 3p ,1,6,1020.48766768,1.18865e-05,9.65797
 2s ,3,2, 3p ,3,7,1020.49119745,1.43397e-05,10.0366
 2s ,3,2, 3p ,3,5,1020.72811662,6.78937e-06,10.1538
 2s ,3,2, 3p ,1,5,1020.79960038,3.11943e-07,9.51407
 2s ,3,2, 3p ,3,6,1020.80857568,1.84059e-06,9.72696
